Radio Frequency,Azimuth,Angle Of Elevation
5401.598434,0.659038382,0.373749994
5405.78468,1.816694536,1.68186356
5400,1.867311708,1.403850093
5406.515692,1.535059421,2
5410,1.827258202,2
5400,0.189168854,0.273104322
5405.017967,1.950080554,1.865825265
5403.174796,1.880499466,1.161692238
5400,0.517024836,0.249115106
5410,2,1.810869133
5410,1.342187916,2
5410,1.959957762,1.624168864
5410,1.425205473,1.736679013
5410,0.163758801,0.042647456
5400,1.911142907,1.929488202
5405.133729,1.598274294,1.42101823
5405.213588,1.82183114,1.908537321
5409.929052,1.650645108,0.543124717
5400,1.630403453,1.860494691
5400.812619,1.991967439,1.738661478
5408.602252,1.644337889,1.636488887
5406.410521,1.882044676,1.729984018
5410,0.294534315,0.12106518
5404.929576,1.422176995,0.171446284
5401.417414,1.915842692,1.811233074
5400,1.731908089,1.956762195
5409.235467,0.024096111,0.035864225
5400,0.014857361,0
5403.503003,1.945491454,2
5406.323602,1.673916888,1.596950293
5406.187401,1.95215358,1.828883633
5400,0.491919155,0
5400,0.162041529,0.240615418
5403.880356,0.201260621,0
5400,1.701960339,1.463021832
5400,1.563958388,1.530861815
5403.56222,1.228149015,1.983721244
5410,0.248433359,0
5410,1.994871366,1.395914927
5403.346593,1.560340881,1.507935826
5400.763986,1.854593725,0.759696903
5400,1.832703602,2
5400,1.98463034,1.764303042
5408.091059,0.937288095,1.98763248
5401.270477,2,1.900917229
5401.275496,0.630792148,0
5400,1.625735481,2
5401.489613,1.486230084,1.787107417
5400.185538,0.765084881,1.563136331
5400,1.700671034,1.565403893
5400,1.606043888,1.535603632
5400,1.705708051,1.755230252
5406.148564,1.767396513,1.840500067
5403.054869,1.429083097,2
5410,1.702004472,1.776374775
5407.479265,1.826505062,1.367850347
5400,0.01039447,0.089192674
5400,2,1.746434879
5400.89973,1.754603784,1.66114649
5400,1.438407868,1.852788916
5400,2,1.442304711
5410,1.771298439,1.748798979
5400,0.36106081,0
5410,2,1.70407602
5407.240121,1.710202398,1.629313137
5400,1.847654191,1.733136611
5402.787565,1.985042693,1.511507416
5408.146374,2,1.833855968
5409.513602,1.338064299,1.917861939
5406.797405,1.931611588,1.030921911
5400,1.862641409,1.972803811
5407.059594,1.404460697,1.470744608
5400,1.8471177,2
5403.519379,1.604108697,1.687363338
5400,1.419039892,1.551975133
5400,1.965280466,1.776541237
5400,1.896613011,1.719703297
5400,1.744050711,1.878190368
5400,0.279926965,0.360894226
5400,1.454083997,1.817249759
5400,2,1.821946559
5405.136954,2,1.662195151
5400,1.506599393,1.974828149
5400,1.517311095,1.759134342
5400,2,1.6286996
5405.803941,0.770988282,1.183073299
5400.058205,1.436137635,1.35479778
5400,1.700495919,1.869755358
5400.827708,0.045387433,0.052923423
5410,1.795600329,1.599076494
5400.697301,1.625608594,1.947027743
5400,1.839307799,1.734656081
5410,1.660212948,1.631926923
5400,1.468276292,1.977351736
5400,1.772775228,2
5400,1.834189544,1.843630923
5410,1.586035629,1.853699689
5400,1.818048958,2
5401.206035,0.266966951,0
5400,0.583698479,0
5400,1.569482405,1.766580501
5410,1.876601147,1.716011184
5403.56354,1.553060071,1.877813078
5400,1.975478339,2
5400,1.725404986,1.679353388
5410,1.565681151,1.778355825
5400.401629,0.174159649,0
5400,1.802285341,2
5400,0,0.154892813
5405.197012,1.776534068,0.326813134
5408.614549,0.252028746,0.020163844
5410,1.565478818,1.763227249
5403.804654,1.992462125,1.582976638
5400,1.513395996,1.948928761
5400,2,1.65199458
5406.955642,0.181738412,0.157587109
5400.50875,1.687288764,1.758696204
5408.20883,1.704829571,2
5409.764208,1.730232645,2
5404.924701,0.404250767,0
5401.801773,1.294408996,0.176663143
5400,1.969416638,1.966770564
5400,1.643088944,1.513763352
5406.905303,1.804430319,1.831549693
5403.178234,1.667724473,2
5400,1.784690407,1.92163809
5410,0.315214738,0.174587195
5400.49929,1.937029503,1.876973941
5400,1.797250099,1.444165403
5400,2,2
5404.147936,1.555856681,2
5400,0.391452248,0.016405037
5410,1.627006763,1.891107624
5409.081979,1.806954538,1.511089899
5409.15124,1.756208708,1.488005821
5400,1.541909544,2
5405.693804,1.804169339,1.623225645
5401.316959,2,2
5400.672457,1.807744996,1.472478639
5400,0.640079224,0
5400.06163,0.227521964,0.181639091
5404.129336,1.763142423,1.86533112
5401.495914,1.542928478,1.705514512
5400,1.733390728,2
5400,2,1.502421952
5409.933229,1.773796263,1.818254966
5400,0.212526182,0
5407.457119,1.124062882,0.513513665
5399.935202,1.645204773,2.080770328
5400,1.411575205,1.376495653
5407.943488,0.360864861,0.319924495
5405.174388,1.856977335,1.548154316
5400,0,0.341671794
5400,1.488057157,1.921256322
5407.69157,1.478732959,1.67475259
5410,1.468363618,1.640957202
5402.723879,1.568755881,1.901554571
5410.694748,1.363105984,1.762909594
5400,1.916859888,1.613048094
5405.992054,0.262225786,0
5410,0.25003834,0
5400,1.588495966,2
5400,0.149436867,0
5407.577017,0.856150284,1.70342534
5401.081126,0.145412519,0.160454975
5409.475291,1.265168071,2.026788945
5407.745944,1.00231818,1.585857798
5400,1.575072716,2
5400,1.876966542,1.711152948
5400,2,1.738580878
5400,0.763182028,0
5404.232157,1.779709995,1.46213799
5400,1.76506839,2
5400,1.635047486,1.779764431
5404.100928,1.598582438,0.227810418
5409.408844,0.614647708,1.179973416
5407.235358,0.140508387,0
5400,1.527403204,1.629715979
5403.687486,1.693943404,1.791380254
5410,2,1.794836503
5409.221999,0.213340442,0.135723487
5400,1.707180563,1.909551767
5400,1.632902354,2
5410,1.958451651,1.792318183
5402.351141,1.796633589,1.703112974
5400,1.949528701,1.635330142
5400,1.804654327,2
5400,1.714178151,1.759406045
5408.79627,2,1.909496393
5409.105325,2,1.757163013
5400,0.475031528,0.133260646
5401.702825,1.607566954,1.444628424
5400,1.701060381,2
5400,1.586646713,1.768252566
5400,1.842604074,2
5402.583643,1.805510599,1.683700755
5410,0.034987765,0.208214737
5400,1.446539511,1.677398096
5407.79048,0.660924905,0.114078323
5400,0.354711952,0
5410,0.105399585,0.130193119
5410,1.815451466,1.912924126
5403.630433,1.791277691,1.743686495
5400,0.603790232,0
5400,1.444671869,1.782386933
5403.217954,0.448172631,0
5407.089601,0.333243843,0.178655243
5407.331166,1.913588202,1.699682718
5400,1.780776266,1.999841814
5400,0.357268739,0.094045954
5400,2,2
5405.968964,0.012883739,0.174287935
5400,1.842567208,1.816930388
5400,2,1.922143077
5400,1.444330051,1.768119975
5400,1.598441587,2
5404.299063,0,0
5404.098623,0.291597253,0.064917607
5408.364787,1.596415454,1.682289445
5401.280572,1.711304421,0.527646689
5399.035103,1.837607646,1.659800444
5400,1.846187818,1.810579737
5400,1.852930452,1.801753525
5400,0.435981666,0.505591271
5410,1.938722298,2
5400,1.895693182,1.74573751
5400.000722,0,0
5400,1.878290494,1.840885588
5400,1.839140815,2
5401.953178,1.431307925,1.581271462
5408.935924,0.113706584,1.565191316
5409.871338,1.819418558,1.67934364
5402.523404,1.680710356,2
5410,1.765198779,1.570756742
5406.980556,1.894231411,2
5403.264301,0.683806939,0.840742724
5400,2,2
5408.930702,1.997850706,1.41966465
5400,0.323097006,0
5407.733731,1.71881858,0.822882102
5408.403864,0.704737691,1.203270409
5400,1.597186491,1.762318712
5409.01179,1.307103142,1.602019283
5400,2,1.462771681
5407.597451,1.267958413,1.65942476
5400,0.307570935,0
5400,1.885840973,1.782696021
5400,0.193914973,0
5400,1.853505407,1.37881254
5400,1.866339539,1.7503136
5401.331863,0.213735592,0.749397022
5410,0.174219821,0.064642364
5403.942947,1.949551326,1.717717429
5408.411487,1.806411425,1.960687997
5405.486993,1.283320164,1.133219889
5410,1.736856585,1.919184206
5400,0.490383723,0
5407.004607,1.692157689,1.956335301
5410,2,2
5405.449144,1.915476396,1.734620461
5399.612942,1.66980999,2.094081944
5407.722751,1.713811602,1.646431443
5409.57208,0.245022668,0.006312713
5400,1.798169073,2
5407.266914,1.89320347,1.705536262
5410,1.828029911,1.513647068
5408.138038,1.955575964,2
5410,1.949353392,1.70407418
5401.754797,1.885341297,1.78861221
5405.644791,1.616660957,1.84497643
5407.815234,1.765290195,2
5400,0.211461984,0
5400,1.775973451,2
5400,0.465013296,0
5400,1.756082428,1.657677952
5400,0.269502871,0
5400,2,1.745087777
5408.586007,1.851934842,1.814129964
5400,1.673504399,1.725309471
5403.626787,2,2
5410,2,1.86373865
5407.434909,1.635113403,1.820409299
5400,0.500024389,0.157104064
5409.689485,1.163986343,1.681572207
5400,1.902974777,1.497849422
5410,1.962813326,1.826467427
5400,1.466944063,1.62273011
5406.185011,0.569011797,1.984827363
5400,0.377494039,0.073215736
5400,0.190733622,0
5410,0.195167362,0.143335717
5400,1.931652017,1.659106368
5405.182927,1.600993546,2
5401.76242,0.823542699,1.941252016
5400,0.467968254,0.252471537
5405.047277,0.967438584,0.420782799
5410,1.947954454,1.902126751
5400,1.519638674,1.689220045
5407.442916,0.004925883,1.933921532
5400.014631,0.073357872,0.039457033
5400,1.824999433,2
5405.560767,0.162252468,0.006368468
5402.331597,0,0.216188895
5402.875185,0.426522284,0
5400,2,1.535400242
5401.60619,1.05905717,0.087066933
5399.479734,2.06549642,1.726518799
5400,0.126509469,0
5400,1.602339893,1.798331501
5406.398827,1.10458377,0.299350857
5410,2,1.628597842
5400,2,1.86637921
5400,1.945827246,2
5400,2,1.69192809
5400.103013,1.430155718,1.979288052
5408.075018,1.048934988,0.413940311
5400.656347,2,1.799436613
5400,1.9159118,1.933498082
5405.986413,0.048314373,0
5400,1.613352334,1.79035475
5400,0.286024292,0.05873882
5400,1.538008319,1.809064444
5404.961083,1.974690983,1.843941252
5404.532311,1.8344074,0.874547069
5400,1.878259297,1.850754223
5402.945054,1.76584822,1.616431929
5400,1.562153056,1.828313444
5410,1.917279573,1.37308087
5400,1.905266042,1.994586355
5400,1.753420678,1.842409189
5407.021995,1.84807252,0.739395606
5400,1.644618352,2
5410,1.583352823,2
5400,0.403561283,0
5406.018747,1.460538754,1.903951213
5401.150385,1.875233151,0.768625606
5406.214905,0.823563939,1.803811459
5407.177844,1.86474198,2
5400,1.558603034,1.922992408
5400,0.431896209,0
5409.710242,0.470487167,0
5406.819897,1.877540871,2
5408.514137,1.275719133,1.477915609
5402.212431,0.075443055,0.008663399
5408.366541,0.242778368,0
5403.095325,0.28670473,0.006797307
5400,0.641712019,0
5400,2,2
5410,1.414494985,1.806419101
5400,1.721439052,1.744943733
5410,1.571979047,1.963712025
5410,1.612854926,1.914971328
5410,0.586083221,0.09598651
5400,0.685942002,0
5410,0.47912917,0.054427278
5408.37546,0.386441828,0
5400,2,2
5405.539834,2,1.874328764
5401.349475,0.561524491,1.40633022
5406.731815,0,0
5400.709803,2,1.700788049
5410,1.930419314,1.709358794
5403.607923,1.623894349,1.894557039
5401.906712,1.560612113,1.960530817
5410,2,1.675507902
5400,1.877672911,1.849841224
5409.242972,0.164957365,-0.033330155
5404.824036,1.802504311,1.819683075
5400,0.472438366,0
5400,1.918028262,1.62829115
5400,1.843673359,1.664137437
5404.359556,1.637794195,1.584379788
5409.250762,0.610488307,1.92242954
5410,2,1.909408172
5400,1.96369279,1.651154298
5401.480753,1.986403428,1.486541604
5400.098059,1.570860065,1.937859654
5405.975413,1.735075843,1.752112908
5402.421009,0.685534241,0.608320936
5400,0.580271293,0.154862403
5400,1.929504091,2
5404.107968,1.638514135,1.966639687
5409.302013,1.54376183,2.002014033
5400,0.236890075,0.120379511
5400,1.9801122,2
5400,1.583749251,1.967253572
5400,2,1.489524543
5400.520521,1.944881286,1.662102676
5400.990406,1.710888575,2
5410,2,1.77205763
5400,0.116786125,0.035877123
5400,1.392999769,1.650400154
5400,0.214337094,0.004269041
5410,1.80411171,1.869581234
5400.385703,1.70834014,2
5403.285134,1.582540771,1.829937584
5406.932426,1.582956057,1.622172066
5410,0.099057499,0.072170819
5400,1.843001604,1.828913788
5406.594031,0.126056516,0.219172498
5406.032165,2,2
5407.528602,1.835567077,0.811950135
5408.243925,1.834018104,1.897229863
5407.808973,0.394805829,0.158631651
5404.475046,0.037077357,0
5400,1.593606439,1.544858205
5400,2,1.833796126
5400,1.919218443,1.907167477
5402.20385,0.501825007,0
5404.995496,1.501599735,1.899924314
5407.706678,0.26781929,0.33127068
5400,1.852304271,2
5400,0.273116615,0.067285
5403.348222,1.704922731,1.601849681
5405.655008,1.37231891,0.794838524
5400,1.729951409,1.654380315
5405.205611,0.657248189,0.843244658
5410,1.947189654,1.798970416
5400.735479,1.754340916,1.791325136
5400.617803,1.508336698,1.954500483
5400,0.390517128,0
5404.981257,0.394541003,0.136037758
5407.417469,1.997517677,1.781698803
5405.732343,0.538268403,0
5400,2,1.912116612
5408.474894,1.936660538,2
5403.568638,1.881235366,1.636132809
5406.197606,0.355008759,0.102487365
5406.723793,0.297800481,0.090018085
5403.374121,0.481082259,0.09009075
5406.620306,0.295904385,0.140887723
5400,0.230788776,0
5400,1.679103763,1.671925387
5408.74324,0.021807887,1.290662257
5410,0.50873151,0
5401.582609,1.366226798,0.845998483
5398.345941,2.208042005,2.083605253
5400,1.790078279,1.951447897
5400,2,1.642948887
5400,2,1.711752472
5400.124292,2.029446873,2.048314193
5409.273503,0.21420263,0
5405.978082,0.514695049,0
5400,0.327960735,0
5400,1.908226799,1.994079531
5399.358862,0.456913964,-0.144657607
5400,0.024711683,0
5405.157259,0.219304345,0.490296611
5403.863833,0.229773598,0
5400,1.87316147,1.993714077
5400,0.255314487,0.332449589
5400,1.500408926,1.871888835
5400,1.410221891,2
5400,1.931697201,1.965187823
5400,2,1.786128366
5400.82944,1.693362633,1.463078903
5410,1.733318295,1.519851783
5400,0.643099652,0
5408.879019,1.642904059,0.682237686
5405.319672,2,1.977312845
5400,0.576336823,0.277971775
5408.68899,1.870806362,0.27494397
5403.848134,1.627462679,1.696658396
5402.065378,1.620214453,1.81264037
5410,1.804370452,1.931426333
5410,0.337948863,0.13978003
5409.383302,0.13327764,0
5400,0.468050816,0.234251728
5404.089245,1.625989723,1.141750389
5401.699099,1.735127762,1.779574346
5405.905368,1.648461115,1.543501977
5406.17555,1.918083834,1.441070226
5400,1.813201171,1.694908125
5400.584769,1.76752966,1.892511879
5410,1.942879904,1.647631157
5400,1.520413631,1.783636547
5400,1.814066423,1.533349642
5408.422127,1.527398532,1.830739748
5405.272969,1.651326263,1.751229532
5400,1.91037652,1.452936215
5400,1.49748565,2
5401.050815,1.833817468,1.583252574
5400,2,1.685045106
5400,1.81983798,1.830043339
5410,2,1.867355996
5410,1.328806873,2
5400,2,2
5400.634651,2,1.856645669
5401.783722,0.398015307,0
5400,1.463385031,1.636705685
5403.74625,1.614906603,0.985318031
5406.460922,1.496643904,2
5402.776249,1.705736563,2
5410,0,0.388234771
5408.03815,1.955587548,1.908529364
5410,1.830470979,1.91857562
5400,1.874853554,1.76480515
5406.69362,1.781660124,1.823427629
5400,1.940530909,1.825255537
5400,1.846998038,1.481636092
5400,1.789268757,1.671155727
5400,0.464062085,0.391507066
5400,1.926210238,1.737508417
5400,1.872666382,1.932809616
5400,1.406124629,1.688655272
5400,0.293261981,0
5400,1.767004193,1.521774665
5400.037511,2,1.819082608
5400,1.717478012,1.833209588
5400.097254,0.587469352,0.264564147
5406.71246,1.688441413,1.453654322
5400.233876,0.225125902,0
5409.406378,2,1.647515505
5400,0.404672527,0
5410,0.033787526,0
5405.566379,2,2
5400,2,1.559540639
5408.823499,0.441342458,0
5400,1.597490589,1.759495527
5400,1.431620406,1.478332578
5400,1.947343805,1.671216152
5409.102846,0.248470996,0.308994102
5401.397583,1.846888829,1.790754396
5400.131784,0.228316232,0.311536639
5402.991495,2,2
5404.705261,1.471501857,1.815054769
5408.048067,1.548279645,2
5400,1.866031376,1.820202552
5401.346737,1.578185811,1.612157979
5410,1.825857,1.804534419
5406.243487,1.667779084,1.484715469
5408.001764,1.97537543,1.792019491
5400,1.53926643,1.353852559
5400,2,1.642743474
5410,1.807277852,1.495033375
5400,0.43582216,0.08236606
5400,1.875214424,1.727302417
5400.437718,0.483172448,0.059364788
5410,1.550139127,1.912902095
5400,1.907307615,2
5401.836638,1.960112648,1.925644117
5410,0.138001875,0.109936993
5400,1.721344392,1.94621648
5402.697415,0.353166071,0
5400,0.09325275,0.033404043
5403.743714,0.778135084,1.880816355
5410,1.567042233,1.780583028
5407.493088,1.408890171,1.843607735
5400,0.292089356,0.042029321
5410,1.706661637,1.674116024
5400,0.392246632,0.07960943
5410,1.901587841,1.745869981
5410,1.661266182,1.178691578
5400.633427,1.858834807,1.539202917
5403.561996,0.388522816,0
5401.750208,1.406175543,1.255937526
5400,1.539355159,1.820020468
5410,2,1.888651268
5400,0.354317832,0.046508152
5410,1.924349593,1.774440138
5400,1.826856258,1.864492973
5400,0.418277922,0
5410,0.168383785,0
5400,2,2
5407.509473,1.760457998,1.846259591
5400,1.942413301,1.366212079
5410,1.949122443,1.62711488
5400,0.163286704,0
5404.403469,1.637152048,1.933276633
5401.771324,0.879613723,0.675056327
5407.477796,2,1.896277839
5400.365926,1.749400311,1.484537589
5409.383169,0.368253738,0.20852583
5405.036343,0.385380816,0
5402.406003,1.764932803,1.546946139
5406.411507,1.923257371,1.338272481
5400,1.917877647,1.693318035
5400,1.793518573,1.78123939
5405.645173,2,1.398690581
5400,1.826049499,1.914631334
5410,2,1.930825526
5400,0.28494007,0.094190929
5400,1.68827019,1.917811922
5400,0.294049348,0.16362158
5400,1.55551773,2
5405.147077,0.067986207,0.555354284
5400,1.567499957,2
5400,0.420464681,0
5405.674613,1.986891102,2.038950767
5404.409415,1.58372717,2
5404.345238,1.572373794,1.994637862
5400,1.766301061,1.811455676
5400.30522,0.01691744,1.314320534
5408.78365,1.600748013,2
5401.10883,1.874004557,1.954539429
5400,1.937969629,1.749277921
5401.913173,1.351441011,2
5410,1.900214061,1.601245591
5408.85303,1.383945426,0.630774271
5400,2,2
5400,1.772916061,1.759084731
5410,0.208695569,0.309080603
5406.126726,1.689604235,1.906550327
5403.809733,0.410427711,0
5400,0.369249628,0.187791345
5400,2,2
5404.939941,0.613467828,0.418469201
5402.638718,1.706688275,1.518261305
5409.940608,1.845092554,0.874789914
5400,1.890264882,2
5400,0.450597058,0
5407.120793,0.87066523,0.23496215
5400,1.766531277,2
5400.31638,0.097443956,0.005866395
5400,1.602998254,2
5400,1.808869353,1.526918281
5400,1.985210486,1.773960149
5406.140535,1.530410041,1.44131776
5400,1.859148762,1.66214167
5400,1.910858227,1.96657916
5410,1.816879687,2
5400,1.553757784,1.75560542
5400,0.333614083,0
5400,0.177199018,0
5410,2,1.783183686
5407.288269,1.837183955,1.317693449
5400,1.754565753,1.834654105
5402.037859,0.103801301,0.265458844
5400,1.904367131,1.821798803
5410,0.346372195,0.38208231
5400,0.358769135,0
5401.322681,1.753579581,0.052889164
5400,1.897413123,1.306466167
5404.357503,1.662960241,1.847234306
5402.884378,0.235789523,0
5404.615429,1.775866862,1.931758987
5400,1.893993937,2
5400,1.721198629,1.750596126
5400,1.643001025,1.970190384
5400.313323,2,1.913734756
5401.057303,0.850378703,0.556735941
5405.29279,1.721445565,1.516017287
5400,1.9178775,1.781163598
5406.385359,1.857188942,1.86773677
5400,1.733003898,1.855247431
5410,1.615754248,2
5409.152603,1.726353736,1.892952604
5400,1.886070692,1.841721567
5409.677528,1.557690888,1.085674434
5400,0.417677471,0
5402.918696,0.111587943,0.277307608
5410,2,1.828516599
5408.536382,0.614093519,0.206691074
5410,1.832156328,2
5404.978892,1.418308394,1.50458878
5409.398926,0.098634021,0.029409613
5400,1.754767819,1.820916339
5400.320606,0.233658598,-0.054780477
5400.379327,1.486994014,1.939365666
5400,0.319737328,0.165541357
5410,0.188941055,0.242667653
5400,1.689126239,1.879384477
5403.24592,1.623271159,1.884791183
5410,0.518872089,0.15406211
5410,1.938101115,1.677994789
5400,1.762957552,1.801733618
5400,1.380046041,1.523020468
5400,1.394602417,1.774424843
5410,1.513508983,1.571765123
5401.997631,2,1.548720777
5401.56869,0.4457533,0.532898296
5406.708969,1.743132279,1.887026254
5410,0,0
5410,2,1.675992574
5400,1.834533528,1.535636592
5400.450619,0.727032481,0.48853106
5400,1.611431514,1.731301158
5400.29953,1.091039148,1.25996023
5400,2,1.491166652
5400,1.818160955,1.718712853
5405.075577,0,0.092005382
5406.194068,0.251894802,0.244491209
5404.337612,2,1.681224055
5410,1.650699542,1.767321287
5410,2,1.653060526
5408.461183,0.174377304,0.350426235
5408.353846,0.109290935,0
5400,1.830601402,1.652785498
5402.627185,0.212421054,0.291785766
5410.20754,0.34552711,0.024665102
5400,1.611861355,1.291649882
5400,1.687630301,1.614396555
5410,0.049889033,0
5401.779639,0.372731755,1.414166574
5402.683475,0.29534417,0
5410,1.828649866,2
5400,0.011069702,0
5410,2,1.359856029
5410,1.55912751,1.73403184
5398.805175,1.990702834,2.047106596
5411.333076,1.397695535,1.6325096
5408.527023,1.591885747,1.777828658
5402.934752,1.025045354,1.656920425
5400,1.438821923,1.485716728
5400,1.612997737,1.761912011
5400.648754,1.7444716,0.733651765
5404.208678,1.602082606,2
5400,0.19587007,0
5400,0.396680648,0.24332858
5410,1.929214745,1.816069233
5402.566171,0.692521304,1.104331923
5406.451958,1.575031286,1.850375061
5402.610126,1.571784103,1.892378554
5404.704844,2,1.866586386
5400,1.755300322,1.977758638
5402.440193,1.661567515,1.346401752
5400,1.908987999,1.748621295
5400.209289,1.570531108,1.445938017
5400,0.328236257,0
5400,1.784998938,2
5400,0.321342497,0
5406.878909,0.452348958,1.682426691
5405.641366,0.211172878,0
5410,1.544199143,1.856739113
5400,1.775483413,1.552877267
5400,1.757233971,1.728846748
5404.335055,0.659343801,-0.193525249
5400.791336,0.098963299,0.127808377
5400,1.726052161,1.971509776
5404.038407,0.558097483,1.443065296
5400,1.973915953,1.819941206
5410,1.797628123,1.719623374
5400,0.311006607,0
5410,1.702324245,1.856957716
5400,0.18059294,0.115682207
5410,1.762574042,1.624789194
5400,1.767760121,1.821795348
5410,0.073775108,0
5400,0.269627345,0.016244764
5402.208702,1.347230946,1.853450905
5400,0.419294497,0
5403.860997,1.814633116,0.315315393
5400,1.877662637,1.767532377
5410,1.964799386,1.832126638
5400,0.647375498,0
5401.162931,1.976514397,1.772085702
5402.283112,1.4805454,1.549533572
5409.210403,0.281903588,0
5405.127827,0.345983433,0.08864776
5410,1.995182413,1.692757706
5400,1.664967561,1.800585621
5404.190228,1.661678361,1.956729608
5410,1.461305607,1.774063038
5400,0.200219145,0
5400,1.886228346,1.735829057
5400,2,1.643630817
5402.960846,0.374892517,0.832069748
5401.930992,1.991995685,1.671012162
5400,0.585275268,0
5410,0.002189095,0
5410,1.725420504,1.762461085
5400,0,0
5400,1.423293495,1.851118292
5404.591665,1.318720623,1.806215814
5408.747557,1.567362576,1.775834385
5400,0.489126323,0.05710263
5410,1.947674298,1.675049965
5410,1.825945104,1.68798445
5400,1.833817057,2
5408.747489,1.58364341,1.887578536
5410,1.18634152,2
5400,0.314104869,0.036163186
5400,0.297271433,0.167242265
5402.476206,1.764226421,2
5402.433975,0.251193713,0
5400,1.597170022,1.746999461
5406.215279,2,1.981454814
5398.804932,1.923051024,1.983955724
5400,1.615497773,1.676355933
5402.062385,2,1.916329573
5400,0.686712999,0.289545625
5399.935182,1.519511375,2.176733482
5400,0.393820691,0.01924409
5405.466582,1.661203263,1.614124406
5410,1.629900149,1.704444073
5408.447154,1.799850279,2
5400.711263,0.082438684,1.018872362
5400,1.977302291,1.853253076
5400,1.900894464,1.967643263
5400,0.339599822,0.072028667
5404.707637,0.047195116,1.451539816
5403.394979,1.845248001,1.908113345
5404.345957,0.858538051,0.188078382
5400,1.787069769,1.500748713
5405.229398,0.980658622,0.410939272
5400,0.231806414,0.252058391
5403.591442,1.817482651,1.619084196
5400,1.716300321,1.877750787
5400,1.861289728,2
5404.059584,1.736906653,1.846373766
5401.287532,0.416411502,0.242090152
5408.769585,1.707330899,1.745158914
5402.446546,1.38674245,0.058881746
5400,1.885323845,2
5410,0,0.021689261
5400,1.964534027,1.803816914
5406.089054,1.622294799,1.73166254
5410,1.983435692,1.869976063
5409.684712,1.507539553,1.359243303
5400,2,1.758124986
5400,1.897652974,2
5400,0.27067658,0.480414323
5402.171225,1.945802524,1.793448252
5400,1.748297203,1.909267966
5410,0.553178213,0.385182273
5400,1.531830475,1.764574541
5410,1.897253559,1.970565984
5400,0.189452759,0.092049758
5400,1.952967915,1.551685677
5405.322545,0.137245633,0
5400,1.707204038,1.919762483
5404.121509,1.915695013,1.824421976
5400.8317,0.465351026,0
5410,1.582783831,1.508424817
5400.706526,2.056828042,1.923075386
5402.835586,1.893987819,1.497225573
5400,1.910623375,2
5410,1.507474964,1.743450916
5404.036146,0.914956022,0.406580074
5410,1.810241051,1.516051153
5400.764362,0.635598242,0.044832882
5409.682825,2,1.933198223
5410,1.960147378,2
5400,0.256940346,0.031154277
5400,0.490256114,0.100446644
5405.850441,2,1.772128928
5405.174194,0.637337164,0
5400,2,1.855784425
5402.85003,1.484299433,1.855584419
5400,0.544589279,0.19428074
5410,1.820245845,1.743964832
5406.605651,1.862258576,1.725719614
5403.798277,1.881914666,2
5408.038118,1.729703623,1.995098285
5400,1.970913105,1.463650312
5407.557506,0.455769645,0
5403.799844,0.092599275,0
5400,0.370544579,0
5408.748943,1.688076045,2
5400,1.678150174,2
5401.470682,0.121787918,0
5400,1.671749718,1.810127537
5400,1.63087723,1.855868614
5400,2,2
5400.326149,1.065945551,1.214017558
5401.670034,1.640396873,1.767982757
5407.599894,1.94765399,2
5401.304042,0.406585894,0.080900932
5410,1.668149773,1.433572588
5400,0.524229119,0.307840016
5410,1.713219613,1.483799339
5403.982699,2,1.701239137
5404.510959,0.346568899,1.129595751
5400,0.605719581,0
5407.291467,2,1.893102948
5400,1.61141812,1.912170153
5409.20146,1.719354762,1.826904335
5401.177638,1.819364178,1.970340576
5408.601419,0.314045443,0.390974935
5400,2,1.882751902
5400,1.786506026,1.775594433
5400,0.308537114,0.158620729
5410,1.642266167,1.741841691
5405.368668,0.383723344,0
5410,1.667339302,1.463415924
5400,1.727238101,1.656881566
5400,1.840309066,1.735884309
5403.085519,1.957207301,1.783694385
5400,1.925453565,2
5400,0.538188351,0
5400.873266,0.479335765,1.28060552
5400,1.974349606,1.799916899
5400.400965,1.990158675,2
5400,1.663711054,1.87770105
5401.311922,1.842546299,1.86468702
5406.721219,1.572419934,1.581012848
5410,1.840024873,1.911900571
5400,0.407975537,0
5401.634423,1.676363667,1.713749237
5400,1.656923727,1.927016715
5406.439068,0.482873245,0
5400.169095,1.274101883,0.15433435
5400,0.34037903,0
5410,1.935456212,1.720177222
5410,2,1.432695496
5406.158343,0.493771465,0.357436587
5400,1.578955676,1.772995466
5410,2,1.613055853
5400,1.698256536,1.579391691
5408.96603,0.363533412,1.398468109
5410,0.611223805,0.107341289
5400,1.946697169,1.547042744
5400,1.826209599,1.460894828
5410,2,1.815296746
5401.830398,2,1.786226351
5404.327224,1.885860757,1.627984208
5410,1.711432288,1.680070889
5400,0.322375132,0.316158387
5405.878481,1.662124905,1.702149485
5401.392696,0,0
5402.735084,0.226729608,0
5400,2,1.888104883
5400,0.384972245,0.116423816
5400,1.741789148,1.676083796
5400,2,1.877749681
5406.712781,1.911072156,1.848906051
5400,1.39863771,1.795036693
5399.665305,2.075684958,1.985433876
5400.893442,1.6300298,2
5406.074937,0.282591678,0
5410,0,0.189659476
5400,0.25176056,0.018756411
5400.599937,0.372029398,1.018324139
5400,1.726794053,2
5405.500583,1.944397849,1.454183137
5402.966587,1.531169102,1.757297972
5400,2,2
5402.264267,1.642538315,0.014145003
5410,0.480168597,0
5400,0.065576975,0
5403.403809,1.857659689,1.789239495
