Radio Frequency,Pulse Width,Azimuth,Angle Of Elevation,Ground_Truth,Predicted_Cluster
5407.432741,1065.267204,0.263075909,0.090894799,Emitter_1,Emitter_1
5400,102.8886264,1.18017027,1.140981137,Emitter_2,Emitter_2
5410,138.5014908,1.885850801,1.887277399,Emitter_2,Emitter_2
5401.948185,828.6298474,0.481099961,1.657703549,Noise,Noise
5406.13821,596.354249,1.560353407,0.621198354,Noise,Noise
5400,132.6981429,1.456551754,1.176849404,Emitter_2,Emitter_2
5406.056339,123.6202925,1.354551865,1.778400593,Emitter_2,Emitter_2
5406.080291,138.0924561,1.784922505,0.93568688,Emitter_2,Emitter_2
5407.04394,282.2372522,0.962043369,1.824946759,Noise,Noise
5400,156.9498929,1.883425257,1.518034048,Emitter_2,Emitter_2
5405.864968,120.7469905,2,1.66831011,Emitter_2,Emitter_2
5400,1074.488243,0.423611304,0,Emitter_1,Emitter_1
5400,133.7037942,1.93178549,1.977012438,Emitter_2,Emitter_2
5408.894415,104.0258312,1.440709089,1.310712546,Emitter_2,Emitter_2
5400,166.5770826,1.822584521,1.492593975,Emitter_2,Emitter_2
5407.553672,127.4978005,1.483003317,2,Emitter_2,Emitter_2
5400,146.4973715,1.241159756,1.226138543,Emitter_2,Emitter_2
5408.44226,941.9083331,1.4761457,1.702788442,Noise,Noise
5398.787801,179.8379914,1.925908438,1.377946107,Emitter_2,Emitter_2
5401.66386,174.7193024,1.705360888,1.50703364,Emitter_2,Emitter_2
5402.238914,155.5237403,1.909691374,1.101834708,Emitter_2,Emitter_2
5406.016753,748.2997319,1.682147593,0.933787879,Noise,Emitter_2
5400,171.8514553,1.507022801,0.947327245,Emitter_2,Emitter_2
5410,125.0864257,1.606029817,1.030195262,Emitter_2,Emitter_2
5400,140.092885,1.566503519,1.686899111,Emitter_2,Emitter_2
5410,127.7381259,1.529529563,1.71521422,Emitter_2,Emitter_2
5400,137.094396,1.535128095,1.71184569,Emitter_2,Emitter_2
5400,1024.725321,0.013554953,0,Emitter_1,Emitter_1
5410,111.5005366,1.220239014,1.121562398,Emitter_2,Emitter_2
5409.764262,144.8055505,1.517288207,0.96280238,Emitter_2,Emitter_2
5400,145.9861197,1.496037699,0.8413211,Emitter_2,Emitter_2
5410,999.7304215,0.275304357,0,Emitter_1,Emitter_1
5400,156.0311736,1.356473422,0.710973692,Emitter_2,Emitter_2
5402.927583,725.423012,1.187324881,0.666709586,Noise,Noise
5407.692374,1052.393587,0.168191352,0.500951164,Emitter_1,Emitter_1
5400,116.5761255,1.453485346,0.954423426,Emitter_2,Emitter_2
5400,100,1.254449575,1.122195814,Emitter_2,Emitter_2
5410,168.7953745,1.856176815,1.563023905,Emitter_2,Emitter_2
5402.792753,202.8069684,0.238531025,1.587763786,Noise,Noise
5400,169.2908548,1.25153974,1.045311462,Emitter_2,Emitter_2
5410,131.522817,1.802902104,1.861443679,Emitter_2,Emitter_2
5400,1048.467397,0.258677464,0.117127967,Emitter_1,Emitter_1
5405.905157,624.2347243,0.288512745,0.372182341,Noise,Noise
5408.112749,168.1484843,1.413805723,1.001878012,Emitter_2,Emitter_2
5410,137.2075728,1.69606438,1.911098673,Emitter_2,Emitter_2
5400,1030.851467,0.275113175,0.004605909,Emitter_1,Emitter_1
5410,130.0167142,1.523038709,1.604216017,Emitter_2,Emitter_2
5409.792468,173.3426487,1.453099452,0.735938974,Emitter_2,Emitter_2
5404.972042,613.1727766,1.724139074,1.788680143,Noise,Emitter_2
5406.306958,103.0406955,1.611631342,1.487967337,Emitter_2,Emitter_2
5409.648555,446.8533233,0.414134551,0.702409483,Noise,Noise
5400,151.7695188,1.797202107,1.751786639,Emitter_2,Emitter_2
5402.872102,138.8293919,1.517839782,0.876671227,Emitter_2,Emitter_2
5402.531603,1064.890914,0.272740577,0,Emitter_1,Emitter_1
5410,141.5364419,1.781237584,1.884098669,Emitter_2,Emitter_2
5400,154.1727525,1.657598868,0.663438211,Emitter_2,Emitter_2
5410,127.6940147,1.728389015,1.016927953,Emitter_2,Emitter_2
5400,128.1565495,2,2,Emitter_2,Emitter_2
5410,151.8262508,2,1.612762289,Emitter_2,Emitter_2
5400,1016.492254,0.31855873,0,Emitter_1,Emitter_1
5410,134.8358394,1.727827188,1.663678122,Emitter_2,Emitter_2
5408.764642,142.3297888,1.675150625,1.082140326,Emitter_2,Emitter_2
5406.613858,506.3047379,1.221014941,0.557401995,Noise,Emitter_2
5400,142.0171806,1.361327051,0.816562035,Emitter_2,Emitter_2
5400,1025.000726,0.001529118,0.225803279,Emitter_1,Emitter_1
5410,167.6189102,1.366912511,1.102154343,Emitter_2,Emitter_2
5410,141.8204234,1.509775645,0.985632452,Emitter_2,Emitter_2
5400,1050.726759,0.606697029,0,Emitter_1,Emitter_1
5403.43512,1019.499803,0.283704457,0,Emitter_1,Emitter_1
5400,1012.332045,0.400788125,0.071313261,Emitter_1,Emitter_1
5408.999565,694.4947414,1.855633405,0.065460826,Noise,Noise
5410,148.1925976,1.514226121,0.85257255,Emitter_2,Emitter_2
5405.790757,150.162729,1.458787237,1.856084702,Emitter_2,Emitter_2
5400,1018.63483,0.070400097,0,Emitter_1,Emitter_1
5410,139.9742681,1.501261487,1.139998642,Emitter_2,Emitter_2
5404.800168,764.482716,1.59085356,1.67605691,Noise,Emitter_2
5408.458397,1032.302371,0,0,Emitter_1,Emitter_1
5410,1060.182646,0.249197754,0.120953732,Emitter_1,Emitter_1
5409.336846,131.4755126,1.475973337,1.108010631,Emitter_2,Emitter_2
5405.712343,141.5205885,1.657716228,0.865235797,Emitter_2,Emitter_2
5410,1049.595777,0.209944184,0,Emitter_1,Emitter_1
5410,132.8864477,2,1.840885429,Emitter_2,Emitter_2
5410,148.4008438,1.75589161,2,Emitter_2,Emitter_2
5400,150.9866151,1.89192906,1.880660914,Emitter_2,Emitter_2
5400,1026.944799,0.045979365,0.164993654,Emitter_1,Emitter_1
5407.856869,152.4598688,1.820042654,1.725918715,Emitter_2,Emitter_2
5400,156.9595284,1.751813755,2,Emitter_2,Emitter_2
5410.110922,99.96613753,1.59215316,0.913110169,Emitter_2,Emitter_2
5403.156285,1015.805713,1.202279638,1.068120827,Noise,Noise
5410,159.1050348,2,2,Emitter_2,Emitter_2
5410,118.2309726,1.940909207,1.547311835,Emitter_2,Emitter_2
5410,133.0389857,1.146403519,1.404164213,Emitter_2,Emitter_2
5400,137.2403352,1.452758413,1.858842986,Emitter_2,Emitter_2
5410,158.2388107,1.547532073,1.405178066,Emitter_2,Emitter_2
5409.416439,149.7053366,1.577922256,1.308882335,Emitter_2,Emitter_2
5400,176.9216391,1.724810967,0.920628239,Emitter_2,Emitter_2
5410,135.6583195,1.956296706,0.875327138,Emitter_2,Emitter_2
5400,127.7054254,1.932798906,1.728196515,Emitter_2,Emitter_2
5405.976878,112.2212895,1.569864857,1.85186857,Emitter_2,Emitter_2
5400,123.3510175,1.516754415,0.967176483,Emitter_2,Emitter_2
5400,146.9447662,1.278240981,0.945314018,Emitter_2,Emitter_2
5400,123.3214378,1.43160769,1.168970297,Emitter_2,Emitter_2
5410,116.7407365,1.137803683,1.104574362,Emitter_2,Emitter_2
5400,1039.437769,0.269457837,0.338959891,Emitter_1,Emitter_1
5400.848784,1025.640231,0.121368094,0.012766247,Emitter_1,Emitter_1
5406.805823,948.5159366,1.704849768,0.473374043,Noise,Emitter_1
5404.904082,1040.928396,0,0.06066365,Emitter_1,Emitter_1
5400,164.6811259,1.915949933,1.692639347,Emitter_2,Emitter_2
5400,110.9264082,1.282387501,1.064464566,Emitter_2,Emitter_2
5408.466717,149.4997776,1.497151724,1.655486848,Emitter_2,Emitter_2
5406.988369,361.6071442,1.78868529,0.820679569,Noise,Noise
5400,164.7015702,1.22124388,0.899813909,Emitter_2,Emitter_2
5404.931962,287.3664836,1.992017153,1.64444573,Noise,Noise
5400.049356,1049.06552,0.496513778,0,Emitter_1,Emitter_1
5401.546231,128.7320091,2,1.461116255,Emitter_2,Emitter_2
5404.367813,456.5532006,1.883091369,1.221549544,Noise,Emitter_2
5410,120.1942303,1.926569499,1.845799613,Emitter_2,Emitter_2
5400,133.3392124,1.644360527,1.127489911,Emitter_2,Emitter_2
5400,162.1552692,1.198483496,0.84396767,Emitter_2,Emitter_2
5405.208615,194.662589,1.486683853,1.150995828,Noise,Emitter_2
5400,123.430981,1.875860125,1.668662097,Emitter_2,Emitter_2
5408.06403,130.755937,1.941680096,1.723922098,Emitter_2,Emitter_2
5401.820306,164.0184896,1.734937955,0.681212776,Emitter_2,Emitter_2
5400,152.2702775,1.484946628,1.917828214,Emitter_2,Emitter_2
5410,147.7220159,1.363386251,1.145492995,Emitter_2,Emitter_2
5400,113.9662743,1.930466259,0.762557909,Emitter_2,Emitter_2
5409.647311,924.0512405,0.325157652,1.057548732,Noise,Emitter_1
5400,141.2438743,1.587151981,0.929301069,Emitter_2,Emitter_2
5401.289284,1060.924088,0.472909309,0,Emitter_1,Emitter_1
5405.920697,527.3638287,1.720560115,0.120581433,Noise,Noise
5405.684471,985.9856636,0.583322865,0,Emitter_1,Emitter_1
5410,132.1330827,1.623053411,1.097001485,Emitter_2,Emitter_2
5401.140448,794.455397,1.33764266,0.455950061,Noise,Emitter_1
5410,154.6107937,1.691456507,1.757631597,Emitter_2,Emitter_2
5400,1029.251051,0.447826233,0,Emitter_1,Emitter_1
5405.438781,143.9079441,1.538232033,1.560691443,Emitter_2,Emitter_2
5405.814463,155.8034683,1.541807334,0.990617843,Emitter_2,Emitter_2
5402.606451,486.6361887,1.340318281,0.22881945,Noise,Noise
5410,121.5367487,1.8858415,1.817882867,Emitter_2,Emitter_2
5405.652566,103.2525289,1.840248957,1.638271335,Emitter_2,Emitter_2
5400,100,1.780696606,1.578811495,Emitter_2,Emitter_2
5400,172.4819361,1.668479707,1.742675576,Emitter_2,Emitter_2
5408.55719,102.8564592,1.788277122,1.308548325,Emitter_2,Emitter_2
5400,159.329404,1.428752719,0.938062567,Emitter_2,Emitter_2
5402.672529,145.8938286,1.481077193,1.217869005,Emitter_2,Emitter_2
5400,100.5491379,2,1.68736135,Emitter_2,Emitter_2
5403.602234,1037.5572,0.081187776,0.177310603,Emitter_1,Emitter_1
5400,139.8883011,1.798255806,0.934968768,Emitter_2,Emitter_2
5400,1030.602244,0.746765943,0,Emitter_1,Emitter_1
5400,121.2235289,1.855946582,1.844951846,Emitter_2,Emitter_2
5400,135.6004449,1.927046999,1.62942276,Emitter_2,Emitter_2
5401.578559,124.4815264,1.323800828,1.069314963,Emitter_2,Emitter_2
5409.702659,139.6433926,1.926257459,1.771406936,Emitter_2,Emitter_2
5400,1029.828476,0.633323941,0,Emitter_1,Emitter_1
5407.472712,147.1685919,1.273067655,1.152130272,Emitter_2,Emitter_2
5410,167.7524914,1.623233876,1.064208294,Emitter_2,Emitter_2
5409.435469,1043.627563,0,0,Emitter_1,Emitter_1
5400,162.5561866,1.868065643,1.551964797,Emitter_2,Emitter_2
5400,1043.214679,0.580576735,0,Emitter_1,Emitter_1
5400,143.6239513,1.851539521,1.833142686,Emitter_2,Emitter_2
5400,156.6859078,1.469387848,0.846489389,Emitter_2,Emitter_2
5400,161.3971601,2,2,Emitter_2,Emitter_2
5399.522374,151.4237093,1.83225123,1.031335199,Emitter_2,Emitter_2
5403.529141,439.5021715,0.726236496,0.832157342,Noise,Noise
5404.448292,179.7632105,1.821912147,1.253952073,Emitter_2,Emitter_2
5404.101603,587.4440071,1.736137348,1.693888238,Noise,Noise
5410,137.669675,1.626243675,1.096363138,Emitter_2,Emitter_2
5410,1020.82348,0.133708549,0,Emitter_1,Emitter_1
5407.373796,301.8582329,1.597152012,1.773702011,Noise,Noise
5402.378522,306.5080667,0.593865622,1.303389478,Noise,Emitter_2
5404.383182,107.1885939,0.867042764,0.883715007,Noise,Noise
5403.519273,159.8135123,1.643409858,0.796366234,Emitter_2,Emitter_2
5400,170.6883501,1.515929918,1.296536141,Emitter_2,Emitter_2
5400,121.3268155,1.471117391,1.985263871,Emitter_2,Emitter_2
5410,130.1008507,1.363014662,1.288674005,Emitter_2,Emitter_2
5403.725056,1015.834632,0.665527681,0.0660236,Emitter_1,Emitter_1
5400,134.3782748,1.457943104,1.39617785,Emitter_2,Emitter_2
5410,104.0876394,1.579152327,0.90355558,Emitter_2,Emitter_2
5410,1060.527777,0.441543893,0,Emitter_1,Emitter_1
5400,128.1248451,1.660970196,1.837854147,Emitter_2,Emitter_2
5405.594839,638.1348116,1.395519769,0.825404429,Noise,Noise
5410,124.1450422,1.732418513,1.616851792,Emitter_2,Emitter_2
5400,118.9600581,1.414035407,1.096693863,Emitter_2,Emitter_2
5400,125.648746,1.712275688,1.713933629,Emitter_2,Emitter_2
5408.675593,112.3023695,1.595571171,1.837359151,Emitter_2,Emitter_2
5400,161.0458253,1.42394342,1.766428885,Emitter_2,Emitter_2
5400,132.1111364,2,1.809984487,Emitter_2,Emitter_2
5400,1073.675118,0.61190227,0.512139562,Emitter_1,Emitter_1
5402.580506,123.8054569,1.634114965,0.723060917,Emitter_2,Emitter_2
5402.088961,581.7169676,1.875384101,0.764423307,Noise,Noise
5402.135961,134.6238212,1.44737221,2,Emitter_2,Emitter_2
5400,151.4027383,1.910750425,1.682079444,Emitter_2,Emitter_2
5400.836832,169.0938865,2,2,Emitter_2,Emitter_2
5410,162.9309454,1.710707741,1.049542256,Emitter_2,Emitter_2
5410,163.9776932,1.006306435,1.000616322,Emitter_2,Emitter_2
5400,151.3518324,1.314572703,1.097781329,Emitter_2,Emitter_2
5405.640417,1062.840693,0.238508791,0.186611881,Emitter_1,Emitter_1
5409.200727,280.1956417,1.822437669,0.187585096,Noise,Noise
5410,123.7144814,1.357804081,2,Emitter_2,Emitter_2
5402.539754,141.089467,1.696372277,2,Emitter_2,Emitter_2
5401.894451,143.0772371,1.954020969,1.438944145,Emitter_2,Emitter_2
5408.330181,151.9948957,1.528828579,2.034429655,Emitter_2,Emitter_2
5400,141.5673874,1.587629299,2,Emitter_2,Emitter_2
5403.839468,119.2023025,1.761224705,0.889863997,Emitter_2,Emitter_2
5400,152.9226037,1.789094952,1.973492205,Emitter_2,Emitter_2
5403.542518,134.8752017,1.522147413,1.008854082,Emitter_2,Emitter_2
5402.079907,155.4854233,1.91549618,1.770420047,Emitter_2,Emitter_2
5410,130.2403312,1.542407251,1.298752996,Emitter_2,Emitter_2
5405.243432,1040.464001,0.398557455,0.335458708,Emitter_1,Emitter_1
5404.324371,138.9028886,1.937615307,1.69453735,Emitter_2,Emitter_2
5410,103.0099674,2,1.899010899,Emitter_2,Emitter_2
5405.906248,1016.849331,0.034539177,0.087272848,Emitter_1,Emitter_1
5409.840508,1038.985238,0.53038988,0.169191836,Emitter_1,Emitter_1
5410,127.0716607,1.866095624,1.011676102,Emitter_2,Emitter_2
5403.819226,1043.0583,0.44907172,0.39410197,Emitter_1,Emitter_1
5400,129.8453116,1.666946297,1.839021356,Emitter_2,Emitter_2
5400,111.1396016,1.930274641,1.401633667,Emitter_2,Emitter_2
5400,166.7338403,1.699867824,1.713646855,Emitter_2,Emitter_2
5410,1046.656772,0.290120626,0,Emitter_1,Emitter_1
5400,123.9867417,1.988583457,2,Emitter_2,Emitter_2
5400,159.337468,1.74640702,0.690392582,Emitter_2,Emitter_2
5410,1046.249398,0.555765655,0,Emitter_1,Emitter_1
5400,1076.628121,0.362153758,0,Emitter_1,Emitter_1
5400,152.2220625,1.427699624,0.820286275,Emitter_2,Emitter_2
5403.349248,1050.069049,0.524442885,-0.009641082,Emitter_1,Emitter_1
5400,1035.426729,0.412295335,0,Emitter_1,Emitter_1
5402.359122,102.6707029,1.712556507,2,Emitter_2,Emitter_2
5407.224631,134.979417,1.830140373,1.5116309,Emitter_2,Emitter_2
5404.515857,133.4628398,1.861169224,1.283713304,Emitter_2,Emitter_2
5409.716056,1098.716409,1.562360422,0.783826422,Noise,Noise
5400,145.5547073,2,1.891917477,Emitter_2,Emitter_2
5407.844765,125.3019139,1.929316193,1.575544364,Emitter_2,Emitter_2
5410,173.4787044,1.728626828,0.990495799,Emitter_2,Emitter_2
5402.27178,1029.440058,0.381487201,0.036958586,Emitter_1,Emitter_1
5408.019788,582.9031477,1.590821778,1.144718951,Noise,Noise
5400,144.60801,2,1.522853785,Emitter_2,Emitter_2
5400,153.921671,1.75026187,1.624318012,Emitter_2,Emitter_2
5400.996851,157.549781,1.367366274,0.801517958,Emitter_2,Emitter_2
5400,121.1561255,1.861980318,1.574478663,Emitter_2,Emitter_2
5404.068871,1047.250315,0.120317282,0.013595662,Emitter_1,Emitter_1
5400,144.5268746,2,1.505459875,Emitter_2,Emitter_2
5410,130.0439673,1.49298915,1.312414688,Emitter_2,Emitter_2
5403.262247,1070.657423,0.282149376,0.061763223,Emitter_1,Emitter_1
5410,166.5171927,1.830204864,1.263785732,Emitter_2,Emitter_2
5401.936944,456.941686,0.597176907,1.859378548,Noise,Emitter_2
5400,109.2720734,1.804555827,1.729615753,Emitter_2,Emitter_2
5409.249503,698.6915822,1.051437543,1.206067166,Noise,Noise
5409.81245,1060.778472,0,0,Emitter_1,Emitter_1
5400,117.6760687,1.995225555,1.923632942,Emitter_2,Emitter_2
5400.917706,223.1307855,0.026834869,1.791468537,Noise,Noise
5410,120.0707885,1.396478173,0.941541168,Emitter_2,Emitter_2
5400,1067.569059,0.128105542,0,Emitter_1,Emitter_1
5400,128.5980413,1.670390671,1.216565712,Emitter_2,Emitter_2
5400,113.121037,1.351360025,0.728889548,Emitter_2,Emitter_2
5403.843672,107.5697905,1.843426974,2,Emitter_2,Emitter_2
5400,120.5778817,1.811092118,1.334836437,Emitter_2,Emitter_2
5404.833762,1047.33132,0.287964668,0.01196764,Emitter_1,Emitter_1
5408.402968,151.104653,1.688619051,1.716659912,Emitter_2,Emitter_2
5406.920439,129.7923063,1.689371335,0.991585768,Emitter_2,Emitter_2
5405.743698,755.5895246,0.397952671,0.084288309,Noise,Noise
5400,100,1.86673294,2,Emitter_2,Emitter_2
5404.278855,116.173275,1.784346417,1.12317467,Emitter_2,Emitter_2
5400,135.8033163,1.801942939,1.57007506,Emitter_2,Emitter_2
5410,139.5021156,1.737847297,1.219928278,Emitter_2,Emitter_2
5402.898268,150.4927112,1.836418931,1.626429211,Emitter_2,Emitter_2
5400,104.2317669,1.339251724,1.16953981,Emitter_2,Emitter_2
5408.449442,140.6894387,1.478146034,0.936581103,Emitter_2,Emitter_2
5400,1078.426917,0.257849217,0,Emitter_1,Emitter_1
5400,169.0301188,1.620785433,1.839317888,Emitter_2,Emitter_2
5400,153.4806462,1.873481972,1.949710282,Emitter_2,Emitter_2
5408.657454,109.1866118,1.804703439,1.768295138,Emitter_2,Emitter_2
5408.902368,632.8820057,1.500274456,1.18939949,Noise,Noise
5405.231252,152.6864692,1.754147467,1.238356227,Emitter_2,Emitter_2
5400,128.3125536,2,1.99353548,Emitter_2,Emitter_2
5400,130.305768,1.916634905,1.75045238,Emitter_2,Emitter_2
5400,1049.789166,0.243607358,0.127397543,Emitter_1,Emitter_1
5405.479572,154.9218659,2,1.951097648,Emitter_2,Emitter_2
5410,129.2202152,1.751381211,1.392670454,Emitter_2,Emitter_2
5408.644008,128.8613499,1.564497784,0.984785174,Emitter_2,Emitter_2
5400.45009,146.4255375,2,1.561706349,Emitter_2,Emitter_2
5400,143.3158555,1.43398841,0.789371029,Emitter_2,Emitter_2
5400,1058.108971,0.245436612,0.267356115,Emitter_1,Emitter_1
5409.400253,894.0815796,1.562153629,0.125878663,Noise,Noise
5410,153.4430489,1.740606929,1.872788797,Emitter_2,Emitter_2
5400,182.5033398,1.82164485,1.840098032,Emitter_2,Emitter_2
5400,139.1770504,2,2,Emitter_2,Emitter_2
5410,140.3911919,1.689137734,1.288910114,Emitter_2,Emitter_2
5407.468468,159.4043282,1.230067648,1.07335052,Emitter_2,Emitter_2
5401.625842,100,1.498743633,1.935558656,Emitter_2,Emitter_2
5410,147.8955566,1.314544859,0.844683513,Emitter_2,Emitter_2
5405.333241,105.36654,1.661510269,0.800276678,Emitter_2,Emitter_2
5401.508648,1036.819153,0.352736225,0.029614662,Emitter_1,Emitter_1
5409.271837,143.1500811,1.56407678,1.75620278,Emitter_2,Emitter_2
5400.099316,159.4243217,1.891053113,1.556642381,Emitter_2,Emitter_2
5405.441068,157.9168859,1.378577927,1.149913169,Emitter_2,Emitter_2
5401.284949,143.9601377,1.663732284,0.878299282,Emitter_2,Emitter_2
5400,149.8703037,2,1.494503641,Emitter_2,Emitter_2
5400,1041.821584,0.055580115,0,Emitter_1,Emitter_1
5400.627134,1079.164877,1.135251754,1.674973425,Noise,Noise
5406.89704,1059.961813,0.156587731,-0.101315383,Emitter_1,Emitter_1
5400,105.6313038,1.421732714,1.075170456,Emitter_2,Emitter_2
5404.005401,150.1443292,1.41948725,0.789403561,Emitter_2,Emitter_2
5400,145.0197624,1.858207263,1.681054278,Emitter_2,Emitter_2
5400.039495,149.9659696,1.662436104,1.092206658,Emitter_2,Emitter_2
5402.76645,1063.104899,0.992834398,0.270313425,Noise,Emitter_1
5410,1058.610778,0.657965879,0,Emitter_1,Emitter_1
5404.160184,129.808205,1.624738832,1.20051627,Emitter_2,Emitter_2
5400,123.6988131,1.404593958,1.270034691,Emitter_2,Emitter_2
5400,122.5784746,1.92929548,1.38465119,Emitter_2,Emitter_2
5409.730471,129.5897733,1.632458348,1.893431762,Emitter_2,Emitter_2
5409.832637,1024.213151,0.361171139,0.127507492,Emitter_1,Emitter_1
5400,125.5742038,1.402577172,1.127373572,Emitter_2,Emitter_2
5400,154.2036061,1.646468557,2,Emitter_2,Emitter_2
5400,145.1932006,1.580636486,1.123140527,Emitter_2,Emitter_2
5401.267905,562.7640735,1.92719282,0.480884616,Noise,Noise
5404.659817,130.5936768,1.775026456,1.197040364,Emitter_2,Emitter_2
5400.224553,1041.116549,0.25589524,0.063766133,Emitter_1,Emitter_1
5409.13757,113.6400619,1.699729064,1.723893997,Emitter_2,Emitter_2
5407.585281,836.0440862,1.269869829,0.374100363,Noise,Noise
5400,174.6534332,1.540643861,1.240030192,Emitter_2,Emitter_2
5403.563341,998.614488,0.273822245,0.450776516,Emitter_1,Emitter_1
5403.865893,838.8701473,0.630799316,0.739312905,Noise,Emitter_1
5400,113.0386683,2,1.506721297,Emitter_2,Emitter_2
5405.992239,877.185339,0.825045855,1.777802995,Noise,Noise
5400,1007.786002,0.390666835,0,Emitter_1,Emitter_1
5400,139.676768,1.521742226,1.554872048,Emitter_2,Emitter_2
5409.67712,141.3569386,0.51702409,1.684377447,Noise,Emitter_2
5400,136.6403067,1.868394612,1.775528975,Emitter_2,Emitter_2
5410,1039.859775,0.164414613,0,Emitter_1,Emitter_1
5408.610857,133.6966196,1.572338771,0.895281645,Emitter_2,Emitter_2
5402.508176,666.8419328,0.521565929,1.831447551,Noise,Noise
5400.19788,329.7753,0.253590223,1.151174246,Noise,Noise
5410,149.9022844,1.783332846,1.917287303,Emitter_2,Emitter_2
5401.399993,124.4627426,1.66275158,1.79235429,Emitter_2,Emitter_2
5400,1067.682517,0,0.07572912,Emitter_1,Emitter_1
5400,1074.22187,0.431520528,0,Emitter_1,Emitter_1
5410,158.0184287,1.838942689,1.576712908,Emitter_2,Emitter_2
5401.066572,1027.607599,0.391954218,0.071483798,Emitter_1,Emitter_1
5406.05235,125.4377883,1.74106283,1.881982757,Emitter_2,Emitter_2
5400,151.586203,1.803905069,1.881675314,Emitter_2,Emitter_2
5400,124.1431784,1.958326225,2,Emitter_2,Emitter_2
5402.772044,154.1924749,1.837317527,1.753096251,Emitter_2,Emitter_2
5400,158.2181364,1.753710017,1.637590417,Emitter_2,Emitter_2
5400,135.6977813,1.416073928,1.805874012,Emitter_2,Emitter_2
5400,119.6431912,1.969120938,1.991300505,Emitter_2,Emitter_2
5400,160.5912244,1.540592578,1.79044965,Emitter_2,Emitter_2
5403.134889,552.2597215,1.121146919,1.820516781,Noise,Emitter_2
5402.340843,137.0067419,1.562331877,0.96271871,Emitter_2,Emitter_2
5400,115.2631275,1.782795746,1.672244804,Emitter_2,Emitter_2
5410,1024.784997,0.123267451,0.091159132,Emitter_1,Emitter_1
5400,147.5690402,1.837152488,1.876473403,Emitter_2,Emitter_2
5400,1045.532627,0.232945358,0,Emitter_1,Emitter_1
5400,166.0951199,1.986024704,1.758908093,Emitter_2,Emitter_2
5400,997.6527697,0.197979073,0,Emitter_1,Emitter_1
5400,150.5624112,1.722309035,1.53186809,Emitter_2,Emitter_2
5410,1074.983323,0.499120413,0,Emitter_1,Emitter_1
5410.547626,1057.645499,0.536060684,0.047557955,Emitter_1,Emitter_1
5400,161.3740192,1.736708148,1.097740697,Emitter_2,Emitter_2
5403.990967,157.8118552,1.77372471,2,Emitter_2,Emitter_2
5400.785289,151.2179409,1.715943999,1.433810126,Emitter_2,Emitter_2
5407.555462,1041.223708,0.159800627,0,Emitter_1,Emitter_1
5400,161.4764517,1.481857665,1.78609466,Emitter_2,Emitter_2
5404.403108,736.8282268,1.801885216,1.488002979,Noise,Noise
5400,148.4422958,1.954732736,1.895272889,Emitter_2,Emitter_2
5400,153.6429003,1.594757965,1.138598362,Emitter_2,Emitter_2
5400,143.0286894,1.343313087,1.168790021,Emitter_2,Emitter_2
5400,126.1373553,1.514260215,1.069180782,Emitter_2,Emitter_2
5400,1023.979267,0.267809132,0.136244974,Emitter_1,Emitter_1
5400,153.6913,1.616428462,1.771201945,Emitter_2,Emitter_2
5407.672972,137.7387883,1.579646292,1.676050256,Emitter_2,Emitter_2
5400,1044.272069,0.450584263,0.2788881,Emitter_1,Emitter_1
5402.097211,942.6825693,0.569182509,1.325808102,Noise,Emitter_1
5410,1047.064559,0.53150247,0,Emitter_1,Emitter_1
5407.571618,224.7752903,1.984524765,1.977737632,Noise,Emitter_2
5406.877039,100.6865797,1.210680286,0.140322523,Noise,Noise
5407.395537,132.8625003,1.310988597,1.326429249,Emitter_2,Emitter_2
5400,133.2880405,1.51449033,2,Emitter_2,Emitter_2
5400.357181,345.1989389,1.388100587,1.495461404,Noise,Noise
5409.119003,165.4126969,0.951514403,0.726346689,Emitter_2,Emitter_2
5400,159.9178806,2,1.613161833,Emitter_2,Emitter_2
5400,140.3204169,2,1.59625373,Emitter_2,Emitter_2
5400,153.7295569,1.561832275,0.955070135,Emitter_2,Emitter_2
5410,126.9936118,1.931254871,1.900791251,Emitter_2,Emitter_2
5402.63812,161.2638177,2,2,Emitter_2,Emitter_2
5407.18072,120.4660714,2,1.994648111,Emitter_2,Emitter_2
5404.195698,766.5043565,0.429575034,0.457345362,Noise,Noise
5400,154.1293564,1.409502099,1.013143484,Emitter_2,Emitter_2
5406.039987,148.1460725,1.383221086,1.098764239,Emitter_2,Emitter_2
5400,124.4596387,2,1.986931175,Emitter_2,Emitter_2
5410,154.0856372,1.408079396,1.916747539,Emitter_2,Emitter_2
5410,1022.801463,0.428686312,0.41147908,Emitter_1,Emitter_1
5400,1070.901431,0.525378454,0,Emitter_1,Emitter_1
5400,144.3033129,1.452682598,2,Emitter_2,Emitter_2
5402.384914,1024.648711,0.612598348,0.202256997,Emitter_1,Emitter_1
5403.89064,363.7358876,1.526425446,0.175717908,Noise,Noise
5409.867648,156.1331281,1.979122888,1.857601283,Emitter_2,Emitter_2
5410,158.7311373,1.764809027,1.694219661,Emitter_2,Emitter_2
5410,172.0097656,1.62901795,1.455844834,Emitter_2,Emitter_2
5403.294396,139.4429186,2,1.813568457,Emitter_2,Emitter_2
5400,130.3397699,1.17256163,1.322909396,Emitter_2,Emitter_2
5402.542071,223.3929964,0.658721165,1.933324731,Noise,Noise
5401.12162,146.9668431,2,1.537309912,Emitter_2,Emitter_2
5406.624904,395.1623877,1.615221091,0.068321236,Noise,Emitter_2
