Radio Frequency,Pulse Width,Azimuth,Angle Of Elevation,Ground_Truth,Predicted_Cluster
5400,1016.561051,0.225729014,0,Emitter_3,Emitter_3
5400.465863,1026.802897,0.514871322,0,Emitter_1,Emitter_3
5400,1023.669706,0.461569529,0,Emitter_3,Emitter_3
5400,990.0664137,0.310625616,0.912422945,Emitter_3,Noise
5400.047045,144.0185141,2,2,Emitter_2,Emitter_2
5400,145.9470509,1.985119611,1.811419483,Emitter_2,Emitter_2
5402.337606,145.0389124,1.67047224,1.593102128,Emitter_2,Emitter_2
5406.302077,716.5163409,0.293449324,1.855280829,Noise,Noise
5400,121.7367689,1.603145144,1.706731339,Emitter_2,Emitter_2
5401.964645,1024.739739,0.418999635,0,Emitter_1,Emitter_3
5400,167.3171325,1.977935528,1.844461219,Emitter_2,Emitter_2
5405.734719,119.9772488,2,1.816590962,Emitter_2,Emitter_2
5400,1039.874335,0.309235628,0.022039728,Emitter_3,Emitter_3
5400,193.4431349,1.812497997,1.551380674,Emitter_2,Emitter_2
5400,143.0321614,1.407420959,1.66591413,Emitter_2,Emitter_2
5400,142.3313131,1.907115994,1.915067728,Emitter_2,Emitter_2
5409.202984,104.7683515,1.726437808,2,Emitter_2,Emitter_2
5400,1041.031541,0.319082562,0,Emitter_1,Emitter_3
5404.820756,413.1420252,0.048884731,0.357432169,Noise,Noise
5398.84614,136.5074255,2.055395878,1.576887194,Emitter_2,Emitter_2
5400,989.3167323,0.399718809,0.096789777,Emitter_3,Emitter_3
5399.240703,1047.308399,0.579685616,-0.023831015,Emitter_1,Emitter_3
5400,138.3568828,1.880978312,2,Emitter_2,Emitter_2
5400,141.6658928,2,1.839282576,Emitter_2,Emitter_2
5401.934807,1000.33864,0.241136984,0.15501535,Emitter_3,Emitter_3
5400,126.0496686,1.834033014,1.660274175,Emitter_2,Emitter_2
5400,1030.041172,0.076552969,0.250941706,Emitter_1,Emitter_3
5400,1016.153189,0.342906285,0,Emitter_3,Emitter_3
5400,1033.102277,0.104217024,0,Emitter_1,Emitter_3
5401.17429,134.9671897,1.607617925,2,Emitter_2,Emitter_2
5408.418223,133.2440747,1.695240481,1.891318216,Emitter_2,Emitter_2
5400,1011.763145,0.127601973,0.039167238,Emitter_1,Emitter_3
5400.46948,157.5754476,1.838983611,1.817197219,Emitter_2,Emitter_2
5401.039361,119.4221934,1.422023404,1.672686381,Emitter_2,Emitter_2
5401.225004,143.8157987,1.995711459,1.695957241,Emitter_2,Emitter_2
5405.292197,393.0254554,1.288443412,0.211831728,Noise,Emitter_2
5409.410815,172.2925967,1.938459909,1.331471492,Emitter_2,Emitter_2
5403.282486,317.7676536,0.622700032,0.972643457,Noise,Noise
5407.037815,117.1545069,1.68515691,1.689077553,Emitter_2,Emitter_2
5407.124688,124.0964998,2,1.838030531,Emitter_2,Emitter_2
5407.386602,125.3673347,1.930129126,1.890580477,Emitter_2,Emitter_2
5408.184903,100.8306927,1.884007716,1.907624771,Emitter_2,Emitter_2
5400,1014.213575,0.387766987,0,Emitter_3,Emitter_3
5402.043559,131.8300096,1.642570749,1.578889966,Emitter_2,Emitter_2
5404.556689,167.3724685,1.491849355,1.887734852,Emitter_2,Emitter_2
5400,123.9012727,1.590474963,1.991002046,Emitter_2,Emitter_2
5400.244084,124.7259129,1.729434146,1.48029341,Emitter_2,Emitter_2
5407.855897,159.0266521,1.756940083,2,Emitter_2,Emitter_2
5409.518547,680.1993358,0.45031119,0.81425712,Noise,Noise
5400,1000.186374,0.434732635,0.089941909,Emitter_3,Emitter_3
5405.281862,139.2556428,1.701586502,2,Emitter_2,Emitter_2
5409.72995,1042.340082,0.624462723,0,Emitter_1,Emitter_3
5410,110.856546,1.90890369,1.579328765,Emitter_2,Emitter_2
5406.859911,1027.969968,0.107748435,0.292204291,Emitter_3,Emitter_3
5400,978.1107055,0.385614481,0.074241939,Emitter_3,Emitter_3
5410,1006.892018,0.159546635,0.146815929,Emitter_3,Emitter_3
5410,1043.052694,0.461392367,0.159092518,Emitter_1,Emitter_3
5400,1017.630296,0.425537575,0.198716456,Emitter_3,Emitter_3
5403.414866,809.2660448,1.412609981,1.930548637,Noise,Noise
5400,1019.145705,0.319741323,0.319038223,Emitter_3,Emitter_3
5407.012483,1017.74475,0.408983373,0,Emitter_3,Emitter_3
5400,1027.844806,0.597503864,0,Emitter_1,Emitter_3
5400,1029.149644,0.429972869,0,Emitter_3,Emitter_3
5410,146.1080536,1.664037529,1.681652561,Emitter_2,Emitter_2
5410,128.4048025,1.819636385,1.663392852,Emitter_2,Emitter_2
5400,140.6680774,1.832479212,1.818901637,Emitter_2,Emitter_2
5400,116.6894122,1.750242549,2,Emitter_2,Emitter_2
5400,1023.254673,0.296098486,0.024894676,Emitter_1,Emitter_3
5410,1028.177259,0.440257786,0,Emitter_1,Emitter_3
5406.328917,104.805948,1.968364633,1.661875376,Emitter_2,Emitter_2
5400,1029.055007,0.410338562,0,Emitter_1,Emitter_3
5400,1010.958479,0.577038225,0.13180802,Emitter_1,Emitter_3
5410,130.5865371,1.895543196,1.945225865,Emitter_2,Emitter_2
5400,136.0941084,1.506068737,1.993191755,Emitter_2,Emitter_2
5400,1017.817382,0.425503888,0,Emitter_3,Emitter_3
5400,1012.551297,0.105523735,0.253088689,Emitter_3,Emitter_3
5410,1023.303409,0,0.099386727,Emitter_1,Emitter_3
5410,1031.101462,0.450521731,0,Emitter_3,Emitter_3
5410,153.0928399,1.965757079,1.615004335,Emitter_2,Emitter_2
5400.422578,1036.804878,0.494118117,0.089858774,Emitter_1,Emitter_3
5402.682305,142.387845,1.773760592,1.415776882,Emitter_2,Emitter_2
5410,155.3406159,1.77030056,1.828232478,Emitter_2,Emitter_2
5400,1078.244073,0.521605842,0,Emitter_1,Emitter_3
5410,1050.205531,0.292190081,0.291841606,Emitter_3,Emitter_3
5410,987.8558139,0.903057901,0.152986739,Emitter_3,Emitter_3
5400,144.0006832,1.850251652,1.81583666,Emitter_2,Emitter_2
5400,989.598168,0.033557781,0.086850838,Emitter_3,Emitter_3
5406.131799,317.1235413,1.087280728,0.738702666,Noise,Emitter_2
5404.232863,306.9160569,0.981740782,1.589883532,Noise,Noise
5400,179.3473222,1.67648084,2,Emitter_2,Emitter_2
5410,117.8147504,2,1.57742,Emitter_2,Emitter_2
5410,171.3848236,1.818881201,1.743063735,Emitter_2,Emitter_2
5410,154.2068496,1.846709975,1.734386326,Emitter_2,Emitter_2
5408.843686,1017.132505,0.744552488,0.785388306,Noise,Emitter_3
5407.2181,166.1256095,1.793207876,1.544118481,Emitter_2,Emitter_2
5410,150.2711123,1.960853148,1.722412386,Emitter_2,Emitter_2
5408.746606,1010.369905,0.1735059,0.203463314,Emitter_3,Emitter_3
5400,1049.357731,0.379091721,0.075425166,Emitter_3,Emitter_3
5410,1041.628042,0.304309074,0,Emitter_1,Emitter_3
5400,144.8615659,1.648133986,1.559876882,Emitter_2,Emitter_2
5410,1000.725959,0.29814136,0.071760802,Emitter_3,Emitter_3
5408.949231,113.8231232,1.844360948,2,Emitter_2,Emitter_2
5404.263,793.0257075,0.439669625,1.757220993,Noise,Noise
5400,147.7633607,1.781000141,1.838658389,Emitter_2,Emitter_2
5400,130.7106273,1.821243453,1.81239351,Emitter_2,Emitter_2
5410,149.6610714,1.770688369,1.788689037,Emitter_2,Emitter_2
5408.13112,1024.759871,0.136032456,0.032200119,Emitter_3,Emitter_3
5402.834542,151.990077,1.831042709,1.480417677,Emitter_2,Emitter_2
5410,1044.369579,0.279739602,0.037806685,Emitter_3,Emitter_3
5403.915595,181.0808339,1.815552406,0.475581775,Noise,Noise
5401.462116,186.2091855,1.662331902,1.556087149,Emitter_2,Emitter_2
5399.81578,1040.971545,0.004615941,0.245189906,Emitter_3,Emitter_3
5408.404212,169.2414376,1.870152175,1.965641748,Emitter_2,Emitter_2
5400,145.6967939,1.876323648,1.534533259,Emitter_2,Emitter_2
5409.025017,1005.129523,0.270906539,0.367137184,Emitter_3,Emitter_3
5410,987.5092954,0.475876084,0.057489026,Emitter_3,Emitter_3
5400,1002.703953,0.709289565,0.058797678,Emitter_3,Emitter_3
5403.62969,1022.137053,0.249365932,0,Emitter_3,Emitter_3
5409.338701,1043.558156,0.265274066,0,Emitter_1,Emitter_3
5400,113.3551083,1.951597352,1.888097517,Emitter_2,Emitter_2
5400,124.2223693,1.612477143,1.579513625,Emitter_2,Emitter_2
5400,123.8523989,1.952640724,1.909204104,Emitter_2,Emitter_2
5400.062503,1072.770713,0.360400823,0.078863685,Emitter_1,Emitter_3
5400.326714,1100,0.432294307,0,Emitter_1,Emitter_3
5405.116298,998.6687996,0.137915616,0.030994384,Emitter_3,Emitter_3
5400,141.4727779,1.525889409,2,Emitter_2,Emitter_2
5400,1012.019129,0.266574441,0,Emitter_3,Emitter_3
5408.798286,116.4595922,1.684697506,1.678035813,Emitter_2,Emitter_2
5410,1034.345352,0.373411625,0.028300025,Emitter_3,Emitter_3
5410,1005.582962,0.551441511,0,Emitter_3,Emitter_3
5400,1042.234159,0.146038227,0.102991824,Emitter_1,Emitter_3
5410,104.8557048,1.927350253,1.566744003,Emitter_2,Emitter_2
5400,157.7767764,1.980790823,1.820545248,Emitter_2,Emitter_2
5400.75018,126.5326306,1.590585424,2.000700051,Emitter_2,Emitter_2
5400,140.0887705,1.481573533,1.870988738,Emitter_2,Emitter_2
5400,1036.301569,0,0.067511638,Emitter_1,Emitter_3
5400,132.1821716,2,1.962435292,Emitter_2,Emitter_2
5406.933112,619.2779864,1.91896997,0.538315558,Noise,Noise
5400,1024.646031,0.330348662,0,Emitter_3,Emitter_3
5407.287258,968.5493823,1.806070001,0.942010432,Noise,Noise
5400,1034.355866,0.136180333,0,Emitter_1,Emitter_3
5400,117.8138494,2,1.786458918,Emitter_2,Emitter_2
5410,164.9211785,1.959609631,1.531425385,Emitter_2,Emitter_2
5401.759553,125.5539962,1.742227649,1.693699962,Emitter_2,Emitter_2
5405.825006,1033.265436,0.218996641,0.344837306,Emitter_1,Emitter_3
5407.793732,175.4562345,1.732533862,1.913668935,Emitter_2,Emitter_2
5400,129.0367424,2,1.739209664,Emitter_2,Emitter_2
5407.920264,1009.127966,0.193836912,0.178549573,Emitter_3,Emitter_3
5403.414091,135.0919521,1.91806405,1.70317604,Emitter_2,Emitter_2
5400.646831,119.9418232,1.862622379,1.791941922,Emitter_2,Emitter_2
5400,1052.162631,0.011076611,0.036739588,Emitter_3,Emitter_3
5410,121.2621394,1.822926923,1.559818626,Emitter_2,Emitter_2
5400,1017.420232,0.396551391,0.04118941,Emitter_3,Emitter_3
5405.005807,580.1892018,1.352914165,1.122974914,Noise,Noise
5400,994.4498387,0.551511069,0.287095418,Emitter_3,Emitter_3
5407.709112,160.8608505,2,1.966353243,Emitter_2,Emitter_2
5401.827729,131.5928935,2,1.960214348,Emitter_2,Emitter_2
5400,119.4068949,1.790553037,2,Emitter_2,Emitter_2
5400,127.7116904,1.627917023,1.898780786,Emitter_2,Emitter_2
5400.066986,981.6071505,0.160270122,0,Emitter_3,Emitter_3
5400,1061.39132,0,0.152446652,Emitter_1,Emitter_3
5400,988.280127,0.356920556,0.069148188,Emitter_1,Emitter_3
5407.359678,133.1666943,1.497270875,1.783820766,Emitter_2,Emitter_2
5400,1023.238166,0.289934423,0,Emitter_1,Emitter_3
5408.328663,358.6584874,0.391135612,1.644350815,Noise,Emitter_2
5402.253889,733.9734201,0.471717173,0.117353095,Noise,Noise
5403.217079,117.4506691,1.779388954,1.168934184,Noise,Emitter_2
5400,146.4404096,1.780744708,1.950684919,Emitter_2,Emitter_2
5410,1006.579138,0.474855533,0.323714352,Emitter_3,Emitter_3
5400,998.1113436,0.183424848,0,Emitter_3,Emitter_3
5410,1047.825109,0.2548405,0.234908428,Emitter_1,Emitter_3
5401.14005,150.5127985,2,1.893141701,Emitter_2,Emitter_2
5404.749077,124.1045383,2,1.717690797,Emitter_2,Emitter_2
5400,1044.404121,0.357630871,0,Emitter_3,Emitter_3
5407.665655,1002.789454,0.336469816,0,Emitter_3,Emitter_3
5409.767658,1013.182006,0.150266336,0.00318084,Emitter_3,Emitter_3
5400,158.9630002,1.582479436,1.841459585,Emitter_2,Emitter_2
5400,145.1131731,1.801916579,1.676747609,Emitter_2,Emitter_2
5400,165.8266146,1.853086075,1.535789305,Emitter_2,Emitter_2
5410,138.5977171,2,1.929036995,Emitter_2,Emitter_2
5408.362316,1014.065827,0.020364019,0.134191794,Emitter_3,Emitter_3
5408.899197,132.5165283,1.961416579,1.517894816,Emitter_2,Emitter_2
5405.712382,1007.464088,0.360766964,0.05652753,Emitter_3,Emitter_3
5402.570453,1034.199938,0.192864448,0.286209462,Emitter_1,Emitter_3
5405.649867,1031.836646,0.417305413,0.087241998,Emitter_1,Emitter_3
5409.174671,134.5809865,1.898169902,2,Emitter_2,Emitter_2
5407.794537,1020.317026,0.080646015,0.095092146,Emitter_3,Emitter_3
5403.033984,1015.48246,0.312050725,0,Emitter_3,Emitter_3
5404.233351,1040.564707,0.390950518,0.067699966,Emitter_3,Emitter_3
5400,1050.184274,0.530596975,0,Emitter_1,Emitter_3
5410,150.9950244,1.676749441,1.973894752,Emitter_2,Emitter_2
5400,1012.789804,0.266226496,0,Emitter_3,Emitter_3
5402.704744,1024.923351,0.481062101,0,Emitter_1,Emitter_3
5400,1013.809314,0.140212164,0.232768638,Emitter_3,Emitter_3
5400,139.642786,1.741449332,1.96049914,Emitter_2,Emitter_2
5400.548771,173.9122507,1.735371304,1.526480682,Emitter_2,Emitter_2
5398.746814,1040.446583,0.568705052,0.398236094,Emitter_1,Emitter_3
5410,1023.274527,0.200460069,0,Emitter_3,Emitter_3
5403.06388,1089.481997,1.775747215,0.585809797,Noise,Noise
5400,132.374981,2,1.733602641,Emitter_2,Emitter_2
5410,172.0223737,1.760832827,1.578810793,Emitter_2,Emitter_2
5400,155.9262017,1.966631982,1.90676382,Emitter_2,Emitter_2
5400,1035.153814,0.421139908,0.204199672,Emitter_1,Emitter_3
5400,1005.241185,0,0,Emitter_3,Emitter_3
5400,957.8358074,0.309247523,0,Emitter_3,Emitter_3
5406.779317,954.3141187,1.128827851,0.321558728,Noise,Emitter_3
5410,1042.827188,0.579315118,0,Emitter_1,Emitter_3
5400,125.6118925,1.794184502,1.667778954,Emitter_2,Emitter_2
5400,138.3510808,1.554836085,1.733085594,Emitter_2,Emitter_2
5410,128.6219029,1.594796609,2,Emitter_2,Emitter_2
5406.987944,141.0271752,1.924460535,1.871747332,Emitter_2,Emitter_2
5400,151.8213387,2,1.785151268,Emitter_2,Emitter_2
5407.45801,150.5329717,0.583111863,1.542477142,Noise,Noise
5407.164178,1034.674899,0.441918451,0,Emitter_1,Emitter_3
5400,1043.922834,0.35632766,0,Emitter_3,Emitter_3
5402.511361,801.48305,0.17239702,1.017904359,Noise,Noise
5401.082707,998.3981397,0.290602139,0.037223227,Emitter_3,Emitter_3
5406.817234,118.9514808,2,1.655170304,Emitter_2,Emitter_2
5400,119.2205303,1.90162391,2,Emitter_2,Emitter_2
5400,1031.573068,0.295642174,0,Emitter_3,Emitter_3
5405.300892,164.2675827,1.896356007,1.728399695,Emitter_2,Emitter_2
5407.154803,998.1964625,0.170110962,0.00098013,Emitter_3,Emitter_3
5407.397375,144.0002248,1.61741425,2,Emitter_2,Emitter_2
5407.35529,1061.475999,0.365645936,0.498699956,Emitter_3,Emitter_3
5410,150.1986248,1.789939121,1.799205749,Emitter_2,Emitter_2
5404.554258,987.89932,0.011186016,0.814897842,Noise,Noise
5408.949068,1045.869855,0.268534271,0.095094211,Emitter_1,Emitter_3
5400,185.6199868,1.79576629,1.834300854,Emitter_2,Emitter_2
5404.981473,176.4193445,1.877135003,1.638653961,Emitter_2,Emitter_2
5401.884211,1050.463295,0.033756206,-0.015401244,Emitter_1,Emitter_3
5410,988.3471339,0.140395691,0.16571224,Emitter_3,Emitter_3
5404.571126,138.6108972,1.961715281,1.721348347,Emitter_2,Emitter_2
5400,1048.013115,0,0.009762435,Emitter_1,Emitter_3
5410,125.1883692,2,1.700485133,Emitter_2,Emitter_2
5410,109.559914,1.595229311,1.612594204,Emitter_2,Emitter_2
5408.913203,172.5972841,1.094131183,0.222393532,Noise,Noise
5400,1035.384431,0.463334278,0,Emitter_3,Emitter_3
5401.127865,593.1172008,0.707261431,1.112945589,Noise,Noise
5400,158.0829919,2,1.817769896,Emitter_2,Emitter_2
5403.909554,1039.437061,0.19821643,0,Emitter_1,Emitter_3
5400,1008.270003,0.114782263,0.066699662,Emitter_3,Emitter_3
5400,1023.864502,0.192563933,0.194945585,Emitter_1,Emitter_3
5402.870077,142.4259542,1.740845745,1.815178615,Emitter_2,Emitter_2
5400,1016.99533,0.023367678,0,Emitter_3,Emitter_3
5408.702733,744.319566,0.301897817,1.214936941,Noise,Noise
5410,1064.912424,0.316595832,0,Emitter_1,Emitter_3
5400,128.8855908,1.830477898,1.996779762,Emitter_2,Emitter_2
5400,148.0086399,1.625292918,1.79432496,Emitter_2,Emitter_2
5400,1016.553382,0.037102088,0.136472685,Emitter_3,Emitter_3
5400.297913,714.39884,0.856978721,1.630035735,Noise,Noise
5397.949054,1027.760578,0.316027804,0.323824875,Emitter_3,Emitter_3
5400,1010.147203,0.283612722,0.290365595,Emitter_3,Emitter_3
5400,1010.832373,0.247663978,0.179483997,Emitter_1,Emitter_3
5403.53429,1036.802549,0.30248188,0.113348334,Emitter_1,Emitter_3
5400,136.6173008,1.897720039,1.487163773,Emitter_2,Emitter_2
5405.332152,393.3037209,0.270079275,0.932647997,Noise,Noise
5403.659407,1086.178023,0.173733578,0.179637888,Emitter_1,Emitter_3
5410,142.710486,1.698712391,1.577620524,Emitter_2,Emitter_2
5400,103.200155,1.736332162,1.764282422,Emitter_2,Emitter_2
5410,1056.160688,0.494354092,0,Emitter_1,Emitter_3
5410,1025.105397,0.267368606,0.154202264,Emitter_3,Emitter_3
5400,1047.628331,0.319474988,0.303824872,Emitter_1,Emitter_3
5410,994.1291518,0.460604103,0,Emitter_1,Emitter_3
5401.26068,1041.009319,0.408945389,0,Emitter_1,Emitter_3
5401.16548,1022.035863,0.459212902,0.075196943,Emitter_3,Emitter_3
5405.714684,125.0921334,1.660497277,1.630495065,Emitter_2,Emitter_2
5402.22688,253.1985633,1.777846748,1.100454177,Noise,Noise
5407.044808,972.8748041,1.559379537,0.966505446,Noise,Noise
5410,1037.757045,0.20860111,0.074284433,Emitter_3,Emitter_3
5408.549588,154.6453524,1.760433622,1.461709593,Emitter_2,Emitter_2
5400,168.4199833,1.503597128,1.904159674,Emitter_2,Emitter_2
5400,1014.491275,0.028208731,0.057812445,Emitter_3,Emitter_3
5400,135.5665306,1.709049207,2,Emitter_2,Emitter_2
5410.127391,157.7962343,1.965554185,1.790815466,Emitter_2,Emitter_2
5400,166.8451357,1.906766649,1.842765086,Emitter_2,Emitter_2
5400,135.7042566,1.794722209,1.634710013,Emitter_2,Emitter_2
5400,150.1365382,1.774905367,2,Emitter_2,Emitter_2
5400.100509,228.3261611,0.237328427,1.817830722,Noise,Noise
5406.751523,909.736656,1.654835988,0.326935027,Noise,Noise
5408.55185,142.9599122,1.872365164,2,Emitter_2,Emitter_2
5400,1037.813417,0.391668587,0.078490534,Emitter_3,Emitter_3
5406.508128,123.7852334,1.884633397,1.696408363,Emitter_2,Emitter_2
5410,1044.839852,0.555955763,0,Emitter_1,Emitter_3
5406.342079,143.6187565,1.754158215,1.878698555,Emitter_2,Emitter_2
5400,998.5701651,0.558340129,0.14716034,Emitter_3,Emitter_3
5400,146.5647113,1.889326306,2,Emitter_2,Emitter_2
5402.803387,147.125731,1.855801777,2,Emitter_2,Emitter_2
5409.607568,770.0055719,1.804793165,1.367902244,Noise,Noise
5410,135.1551968,1.997054636,1.826760321,Emitter_2,Emitter_2
5403.778767,1001.479631,1.513939658,0.7771944,Noise,Noise
5403.564593,714.9036832,0.691522366,1.854522471,Noise,Emitter_2
5400,138.2054885,2,2,Emitter_2,Emitter_2
5406.201035,1049.022864,0.343754127,0.199307396,Emitter_3,Emitter_3
5403.153194,238.3409191,0.214751732,0.013380836,Noise,Noise
5400.114089,1056.107504,0.151571087,-0.11845436,Emitter_1,Emitter_3
5410,1038.739092,0.317182685,0.592990707,Emitter_3,Emitter_3
5400,159.3522273,1.721700265,2,Emitter_2,Emitter_2
5404.413011,926.5390187,1.973649411,1.737721763,Noise,Noise
5400,159.8101085,2,1.829154823,Emitter_2,Emitter_2
5410,1044.783609,0.614848008,0.031436525,Emitter_1,Emitter_3
5401.262575,1021.024618,0.341244052,0,Emitter_1,Emitter_3
5400,1068.93382,0.59164488,0,Emitter_1,Emitter_3
5400,135.2197558,2,1.760058259,Emitter_2,Emitter_2
5407.96059,989.2956516,1.374353387,0.689647293,Noise,Noise
5402.784724,1045.811415,0.387511757,0.093491774,Emitter_3,Emitter_3
5408.167816,892.8612768,1.248244075,0.15514601,Noise,Noise
5400,139.8285422,1.812853074,1.70072146,Emitter_2,Emitter_2
5410,1045.099731,0.635929485,0.129255149,Emitter_3,Emitter_3
5406.345056,168.9858486,1.954381617,1.735587558,Emitter_2,Emitter_2
5407.0673,112.1622916,1.834101516,2,Emitter_2,Emitter_2
5400,1032.498408,0.570308798,0,Emitter_1,Emitter_3
5400,123.5115342,1.401521597,1.78521268,Emitter_2,Emitter_2
5403.113966,139.3007861,1.623307138,1.622522857,Emitter_2,Emitter_2
5403.106008,157.3610931,1.419868237,1.935852218,Emitter_2,Emitter_2
5400,100,1.641626034,1.698501425,Emitter_2,Emitter_2
5400.181258,127.3720116,1.585338509,1.875852142,Emitter_2,Emitter_2
5410,1008.096429,0.108887017,0.023775412,Emitter_3,Emitter_3
5410,1063.124955,0.207448727,0.219492557,Emitter_3,Emitter_3
5410,126.9452743,1.738947451,1.62784018,Emitter_2,Emitter_2
5400,1009.666367,0.769341592,0,Emitter_3,Emitter_3
5400,1019.539584,0.228819127,0,Emitter_3,Emitter_3
5404.112674,220.2188488,0.19659412,1.072613617,Noise,Emitter_2
5401.53076,1031.645853,0.48991496,0.378463726,Emitter_3,Emitter_3
5410,158.7893897,2,1.585679099,Emitter_2,Emitter_2
5407.536559,928.7972308,0.519252196,0.186424064,Noise,Emitter_3
5410,171.7239453,1.871924784,1.669997115,Emitter_2,Emitter_2
5400,145.6058258,1.518382151,2,Emitter_2,Emitter_2
5400.401635,485.4951476,1.111799474,0.438366612,Noise,Noise
5406.142548,108.5024003,1.957560799,2,Emitter_2,Emitter_2
5400,1030.501389,0.565008519,0,Emitter_3,Emitter_3
5407.463202,167.9172339,1.640323727,1.297969948,Emitter_2,Emitter_2
5408.679377,117.5910828,1.395146917,1.898088465,Emitter_2,Emitter_2
5403.858654,144.1301125,1.690029279,1.67159945,Emitter_2,Emitter_2
5400,1007.144083,0.068932829,0,Emitter_3,Emitter_3
5404.96357,998.6393858,0.042157212,0.248101479,Emitter_3,Emitter_3
5404.708678,132.4679051,1.93242791,1.645403953,Emitter_2,Emitter_2
5406.829933,1032.883754,0.100880344,0.014038828,Emitter_1,Emitter_3
5401.399067,120.8162408,1.636769839,1.748858726,Emitter_2,Emitter_2
5400,121.9837652,1.790015211,1.713394456,Emitter_2,Emitter_2
5400,1072.886333,0.715759632,0.096959161,Emitter_1,Emitter_3
5400,137.7042236,1.693674882,1.964541854,Emitter_2,Emitter_2
5400.99267,101.6125402,1.98887527,1.842482331,Emitter_2,Emitter_2
5400,151.8553897,1.498802696,1.725673657,Emitter_2,Emitter_2
5400,1040.324248,0.22621201,0.020512093,Emitter_3,Emitter_3
5400,173.092695,1.777802893,1.663963338,Emitter_2,Emitter_2
5407.241198,140.7972841,1.713060028,2,Emitter_2,Emitter_2
5403.214585,1025.033616,0.438085875,0.219926813,Emitter_1,Emitter_3
5410,1038.384857,0.093352109,0,Emitter_3,Emitter_3
5410,155.6794629,2,1.858275648,Emitter_2,Emitter_2
5410,1036.97937,0.569075286,0,Emitter_1,Emitter_3
5405.100306,1050.863869,0.319092225,0.032473539,Emitter_1,Emitter_3
5400,992.0637404,0.510234568,0.098468522,Emitter_3,Emitter_3
5400,111.9950954,1.900039724,1.802816164,Emitter_2,Emitter_2
5400,102.8949892,1.869988966,1.530955,Emitter_2,Emitter_2
5404.327428,1027.575892,0.407320345,0.236686201,Emitter_1,Emitter_3
5400,1033.670423,0.207470106,0.072180516,Emitter_3,Emitter_3
5400.927443,152.3232246,1.749878209,1.766689338,Emitter_2,Emitter_2
5408.983069,855.0957135,0.835972092,1.208394864,Noise,Noise
5407.03917,122.1312388,2,1.62563213,Emitter_2,Emitter_2
5400,1019.649744,0.410765292,0,Emitter_3,Emitter_3
5401.822029,132.8953795,1.724124553,1.921824397,Emitter_2,Emitter_2
5400,124.017276,1.976675161,1.90097758,Emitter_2,Emitter_2
5410,146.7448292,1.827496307,2,Emitter_2,Emitter_2
5402.920774,1035.931311,0.698557127,0.090815204,Emitter_3,Emitter_3
5410,142.9541164,1.757248485,1.92153688,Emitter_2,Emitter_2
5400.104702,552.2636133,1.359302581,1.335902722,Noise,Noise
5400.389727,1020.861065,0.134376901,0,Emitter_1,Emitter_3
5400,1009.924603,0.160901448,0.187458783,Emitter_1,Emitter_3
5400,1021.163709,0.692750059,0.107775029,Emitter_3,Emitter_3
5410,128.3209246,1.771563688,1.606911959,Emitter_2,Emitter_2
5400,138.4302075,2,1.788964496,Emitter_2,Emitter_2
5402.488832,1037.055703,0.468556172,-0.027777031,Emitter_1,Emitter_3
5410,986.5823861,0.276351137,0,Emitter_3,Emitter_3
5400,136.9727419,2,1.710591983,Emitter_2,Emitter_2
5405.54828,257.9334311,1.726123797,0.322683526,Noise,Noise
5410,1045.939436,0.500979828,0,Emitter_3,Emitter_3
5402.497523,1018.756983,0.431174902,0.389871037,Emitter_3,Emitter_3
5410,1010.994679,0.071630382,0,Emitter_3,Emitter_3
5410,156.9891251,2,1.580204506,Emitter_2,Emitter_2
5400,133.5347548,1.719233182,1.83856193,Emitter_2,Emitter_2
5410,128.1228802,1.658894945,1.810447345,Emitter_2,Emitter_2
5407.718329,117.2255386,0.455340005,1.604158781,Noise,Noise
5402.468994,1005.300504,0.08535389,0,Emitter_3,Emitter_3
5403.575504,152.2088,2,1.575825546,Emitter_2,Emitter_2
5410,133.0438967,1.783211181,1.955383207,Emitter_2,Emitter_2
5410,118.0609641,1.582065913,1.6043146,Emitter_2,Emitter_2
5407.031745,1011.912076,0.483390452,0,Emitter_3,Emitter_3
5406.293931,908.4099061,1.298371052,1.608998408,Noise,Noise
5409.861912,162.0439064,2,1.662862033,Emitter_2,Emitter_2
5410,1010.4481,0.220199402,0,Emitter_3,Emitter_3
5406.857745,1003.274226,0.154888255,0,Emitter_3,Emitter_3
5400,137.4458559,1.562876407,1.965114455,Emitter_2,Emitter_2
5400,108.6746927,1.831897153,1.8108282,Emitter_2,Emitter_2
5410,1001.150625,0.665767782,0,Emitter_3,Emitter_3
5410,127.3397236,1.869294384,1.718602333,Emitter_2,Emitter_2
5400,140.6932286,2,1.453226563,Emitter_2,Emitter_2
5400,149.2065564,1.840256058,1.980447267,Emitter_2,Emitter_2
5405.34893,131.0484564,2,1.853686043,Emitter_2,Emitter_2
5406.988324,236.9958811,0.40953686,0.843164549,Noise,Noise
5407.98138,156.3028044,0.786075178,1.526845175,Noise,Noise
5405.117872,986.4536179,1.64114787,1.217625319,Noise,Noise
5400,1006.111092,0.235459218,0,Emitter_3,Emitter_3
5409.552015,130.8666482,1.942862066,1.746082819,Emitter_2,Emitter_2
5408.813585,1033.050003,0.201868851,0,Emitter_3,Emitter_3
5400,996.2133707,0.32140142,0.356854533,Emitter_1,Emitter_3
5404.124328,1015.489541,0.462358878,0,Emitter_1,Emitter_3
