Radio Frequency,Azimuth,Angle Of Elevation
5409.046266,0.453769088,1.332909876
5410,0.095528138,0
5410,1.67319101,1.921747853
5400,0.240701982,0
5400,0.198318942,0.154566639
5408.914974,1.765411368,1.709605775
5400,1.684937961,1.970102677
5410,0,0.453144997
5400.879564,1.722790184,1.809752666
5400,1.976021741,1.887729347
5400,1.843962571,1.503375337
5410,0.193965737,0.168029241
5400,0.158319321,0
5410,0.31793495,0
5400,0.14062204,0
5400,0.538394598,0.157132664
5400,0.548851392,0.235388229
5400,0.087090147,0.05924237
5410,1.783792226,1.469814623
5408.740598,0.300762213,0
5409.487465,0.442648477,0
5403.005195,0.627360557,0
5400,0.356175879,0.204513788
5400,1.307065103,1.783640445
5400,1.573839159,1.617290383
5406.078358,1.737577495,1.782524095
5405.920143,1.747839794,1.749764468
5400,2,1.779922682
5400,0.345505214,0.37880756
5400,0.359224994,0
5406.153555,0.478918405,0.232797566
5403.589304,2,1.951918154
5410,0.287345894,0.08865524
5400,1.748851257,1.655594699
5403.466009,1.853304114,1.085027088
5407.672885,0.190005751,0.278527029
5401.445696,1.752442213,1.875673581
5400,0.262975063,0
5410,1.688495388,1.754944985
5400,1.856425305,1.668697849
5409.426284,0.053745946,0.134173598
5400,0.13556446,0.281247984
5400.859931,0.607675271,0.312395243
5404.852127,1.597070843,1.655437163
5410,1.83291961,1.543623973
5400,0.600929029,0.029350564
5400,1.619337547,1.562061167
5410,0.186675615,0.259538684
5400,1.967573677,1.722258467
5400.057273,1.710370036,1.990221515
5405.097156,0.412666402,0.001042817
5400,0.439992766,0
5410,2,1.779141316
5402.440302,0.248595898,-0.087992235
5400.193975,0,0.237911172
5410,2,1.601672644
5403.839279,2,1.682492565
5403.539453,0.146700983,0
5400,0.12591036,0
5400,1.892412109,1.823862278
5400,0.019038194,0.1545016
5410,1.846807932,1.460902649
5400,1.752757844,1.714752472
5409.795882,1.799630839,0.154238599
5400,1.531104279,1.862815774
5410,0.425374319,0
5400,0.384127881,0
5401.466521,0.44222294,0.195314758
5400,1.360652848,1.706429025
5410,1.893266659,2
5400,0.243944739,0.155379777
5400,1.695746681,1.538660764
5406.382116,2,1.83410325
5400,0,0
5410,1.62214003,1.858535177
5400,0.17523459,0
5410,1.661562201,1.641169973
5400.276525,1.836170906,1.4337158
5404.937518,0.012375866,0
5400,1.740956722,1.678442816
5402.973814,0.178835216,0.31014978
5406.743415,1.116612766,0.642714994
5400,0.254241578,0
5410,0.71171432,0
5400,1.53107956,1.839161568
5407.097467,0.118221745,1.958433222
5400,1.487113203,1.972872955
5410,1.740910965,1.708864256
5404.112502,1.793525443,1.881019916
5400,0.378496379,0
5407.509944,1.885529949,2.256888843
5400,1.837898907,1.720465534
5400,0.185996314,0
5400,0.118188868,0.290122249
5400,1.76132084,2
5402.006156,0.393317387,0
5407.385905,0.352843913,0.113565041
5400,1.806950417,1.90139446
5400,1.346984364,1.552404005
5402.925286,0.807555512,1.03896575
5400,0.106427494,0
5406.01685,1.620250115,2
5404.010678,0.24830623,0
5410,0.098311642,0.300921595
5407.541586,0.075313807,0.099673797
5410,1.752230709,1.346110646
5400,0.245201291,0.114708283
5406.441703,1.936192703,1.263155536
5401.136954,0.334842729,0.4088566
5407.627196,1.845954573,1.67410636
5400,0.030548237,0
5410,0.371881983,0
5400,0.120635837,0.189765788
5400,1.796693282,1.673950725
5400,0.593822647,0
5400,1.63713632,1.785358931
5401.826702,0.078401642,0.130476215
5400,0.572967985,0.040209442
5400.178376,0.128512979,0.227512115
5406.666078,1.691936009,1.994599184
5400,0.7112247,0
5400,2,1.47575784
5401.72252,1.601045423,1.829737361
5401.897407,1.992531084,1.793583215
5409.201434,0.347844862,0
5409.840454,2,1.847946687
5410,0,0
5400.604448,1.388039205,1.987325642
5400,1.585017341,2
5410,1.694077722,1.703476988
5400,0.14482512,0
5400,1.8013192,1.647219269
5400,1.904392189,1.422392918
5401.052053,1.763437343,1.953735635
5406.363506,0.143332356,0.017916753
5409.973902,1.80926495,0.366252279
5403.597225,1.821479271,2
5403.176003,0.257079407,-0.117633557
5400,0.294454723,0
5403.83382,0.316718537,0
5410,1.649611676,1.772124519
5400,0.115516925,0
5407.377704,0.507347683,0.222649352
5409.027287,0.057083388,0
5401.239915,0.474004551,0
5401.02736,1.724523158,1.963145308
5404.345932,0.807452672,1.752699481
5400,0.43636849,0
5400,2,1.685705903
5406.737444,1.899232326,1.829313499
5400,1.520819083,1.915924278
5410,0.260879542,0
5406.177597,0.470916761,0.052338237
5400,0.488801043,0
5400,0,0.192942877
5410,1.776332731,1.636408934
5401.715662,1.644181828,1.73889299
5400,1.619025765,1.48967033
5400,1.766934456,1.30783785
5400,0.361990653,0
5410,1.682476971,1.800349523
5406.054702,1.572441134,1.584907221
5409.231109,0.007812152,0.396665136
5401.770284,0.424617915,0.07215953
5405.925396,0.469838821,0
5402.262204,0.531853556,0.074636638
5408.184174,1.640316379,1.823271972
5400,0.403865856,0
5410,0.52523407,0.253426647
5400,0.185420671,0.103558712
5405.615217,0.229466564,0
5400.526293,2,1.96238645
5400.658329,0.387722979,0.003073007
5400,1.954591274,2
5400,1.955019176,1.322501805
5400.354687,0.285933442,0.199750663
5400,1.76073569,2
5400,0,0
5404.468598,0.508451405,0
5404.321061,0.00774881,0.28442415
5400,1.789355005,1.762500599
5405.380236,2,2
5410,1.725513431,1.461755493
5400,0.393700344,0.031193225
5410,0.357059833,0.131303609
5405.692676,1.511261278,1.828142228
5410,0.469061085,0
5410,0.350149905,0
5403.979439,0.206620585,0
5401.058856,0.791143181,1.480530234
5400,0.259747926,0
5400,0,0
5408.307641,1.562761517,1.827967155
5400,0.069402214,0.084694616
5400,0.280490452,0.100088855
5400,1.895505128,1.561812404
5410,0.63066624,0.058212981
5400,1.697504101,1.844944424
5410,0.646436169,0
5400,1.527800842,1.830575496
5401.274411,0,0
5410,1.872276546,1.74400028
5400,0.097934685,0
5405.507704,2,1.709435879
5400,0.228819107,0.122755284
5405.613307,1.682069242,1.75192488
5400.571209,0.404534766,-0.020697751
5400,0.265440067,0
5404.087418,0.208017622,0
5410,0.130588167,0.084662411
5407.77942,0.531774292,0
5400,2,1.949775162
5402.582313,0.079550386,0
5410,1.387901236,2
5404.277907,0.182533457,0
5400.818444,1.202648488,1.412600624
5400,0.319861045,0
5410,1.728361,1.386230542
5403.046493,0.229553834,0.373357649
5400.970848,1.426385775,1.98797943
5400.65776,0.011768776,0.052179856
5402.357084,0.147375125,0
5402.801598,0.170978722,0
5400,0.302172479,0
5408.254188,1.829346391,1.845158299
5400,0.128508527,0
5408.4221,1.510425159,1.685078161
5400,0.04217185,0.193286857
5400,1.659796961,1.540721041
5406.746658,0.595345428,1.841129854
5408.031402,1.890979549,1.822782432
5401.373002,0.02647885,0.125808131
5410,1.652541354,1.965721131
5410,0.340073853,0
5406.564078,0.504509618,0.015147212
5410,1.959746102,1.729336215
5407.368925,0,0
5410,1.976436328,1.691373882
5400.502771,0.406704973,0.918574645
5400,2,1.985502586
5410,0.513839316,0
5400,1.600229946,2
5400,0.412340094,0.106126533
5410,2,1.635142946
5402.006628,0.321796113,0
5406.777579,0.440034184,0
5400,0.090479819,0.147473834
5399.502023,1.883569387,1.445842421
5410,0.60805569,0
5400,1.888027833,1.664389053
5400,1.91234637,1.838982702
5403.996304,0.141375297,0.605090543
5400,1.743848838,1.50362663
5409.461486,1.847689249,0.773993565
5409.617066,0.234502186,0
5404.742159,0.582816393,0.686468881
5410,0.243834789,0
5400,1.294256847,1.902529357
5403.316727,1.622319425,2
5410,0.33864519,0
5400,1.74909492,1.708153323
5400,1.849412865,1.426766793
5401.587133,0.335319268,1.640573647
5400,0.342322856,0
5409.20757,0.592485099,0.03839383
5410,0.549252151,0
5401.237217,0.326654645,0
5400,0.126662163,0
5410,0.158317862,0.080379419
5400,1.63142884,2
5403.889382,0.255072024,0
5400,1.494664279,1.756879085
5400,0.656072515,0.294576182
5400.159061,0.306113196,-0.038959739
5400.434049,0.527868175,0.058728774
5408.021671,0.192448369,0
5400.096367,1.629986387,1.513302374
5405.875603,1.446214941,1.522333692
5410,0.504361536,0
5400,2,1.862096255
5400,1.885828304,1.606692423
5402.955017,0.544852461,0
5400,0.065202666,0
5409.044683,0.317155047,0.084571998
5408.764555,0.399306648,0
5403.2442,1.789936831,2
5406.906764,0.450047387,0
5403.191503,1.898840905,1.547957783
5405.447377,0.123278267,0
5400,0.321742239,0
5400,2,2
5410,1.565004342,1.48920481
5409.578988,1.734381887,1.879099333
5400,1.742518956,1.574431187
5408.967019,1.725100132,1.739823422
5402.319119,0.403734257,0.313899837
5401.543403,1.938713284,1.889959362
5406.43633,0.188330064,0
5400.243344,1.946199435,1.867890205
5400,1.79527351,2
5400.923993,1.897808456,0.819241313
5400,0.350163524,0.143663845
5400,1.9576403,1.376031564
5409.554516,0.598270404,0.00700074
5408.641583,1.681836158,1.69468522
5400,1.75715852,1.90293463
5400,0.438252319,0.361504194
5404.100688,1.923297675,1.849023174
5400,1.899389617,1.821461827
5400.442309,1.839735573,1.498667024
5400.83519,0.250622968,0
5408.196388,0.943875737,1.215990165
5400,0.319851061,0
5400,1.995977519,1.78598751
5401.091279,1.698482649,1.931281581
5410,0.36962496,0
5400,1.49352392,1.550188972
5400.544502,1.62945299,1.837985422
5400,0.381127201,0.104450506
5400.550805,2,1.693307733
5400,1.804807216,1.698004189
5400,0.094391857,0.056851774
5403.994022,0.420599373,0.488292549
5410,1.720723225,1.667851579
5402.266385,0.200132114,0
5400,1.899152702,1.817722841
5404.435546,1.653679704,1.907171548
5400,0.139168473,0
5407.902874,0.613782377,0
5400,1.984294586,2
5404.431255,0.193023598,0.036728199
5404.951005,1.957859845,0.520498695
5406.523124,0.233760015,0.131440725
5400.636688,0.198289239,0.188794514
5399.413667,0.661023604,0.128064599
5400,0,0.11717448
5400,0.181979525,0.301066946
5400,0.153246359,0.340384949
5402.241971,0.327417002,1.744135026
5400.914005,0.390642631,-0.034117741
5405.49905,0.439232427,0.055279352
5400,1.795906655,1.891824875
5409.561841,0.217620695,0.007499652
5409.657943,1.662435573,1.448037294
5405.605099,0.262536225,0.026795225
5400.935513,0,0
5400,1.607742395,1.854165752
5400,0.228568484,0.011558359
5399.616492,2.122905365,1.395602843
5404.886774,1.3345679,1.38371675
5400,1.855324258,1.474927959
5400,0.176177749,0
5410.540044,1.691563953,1.4026755
5400.519477,1.83469879,1.700140431
5400.426093,1.478483815,1.862071198
5400.737753,0.618118908,0.299142352
5400,1.712686733,1.883736741
5410.668382,0.217022629,0.778397783
5402.06494,1.856724858,1.940003708
5408.777289,0.122484736,1.33025069
5400,0.155620565,0.238633021
5407.425461,0.351386354,0.163102031
5400,0.324917589,0
5400,1.931478638,1.56762929
5400,2,1.892212623
5400,0.260079278,0.361673343
5403.736601,1.590055563,1.614607255
5400,0.27758152,0
5410,1.947831014,1.936819958
5409.699589,1.743653063,1.176300005
5407.65956,0.964511436,0.211873678
5408.977175,0.068781758,0.163657973
5403.961857,0.30838233,0.223460006
5400,0.259344386,0.149146508
5405.081359,2,1.835408914
5406.64081,1.473834886,1.466005863
5400,2,1.466445225
5410,1.88021935,1.710576003
5400,0.079016249,0.044685758
5407.635651,0.458027195,0
5400,0.457800804,0
5400.628016,0.583954927,0.073930414
5400,0.491395508,0.041476797
5400,1.843281237,1.309008463
5400,2,1.722074971
5400,0.521854872,0.097533085
5400,1.83124715,1.846120552
5400,0.174866808,0.036756661
5410,1.923274214,1.918055319
5400,0.51555375,0.095339312
5408.407104,0,0.088234333
5403.290747,2,1.606087186
5410,0.097781918,0
5400,2,1.835867547
5400,1.48316089,1.987859958
5410,0.318901975,0.211172477
5405.453498,1.537456743,1.651666774
5400,1.806327616,1.860287564
5400,0.181246537,0
5407.42855,1.095060886,0.838958424
5400,1.938573543,2
5404.882532,0.386397963,0
5406.059656,1.875488828,1.798937956
5400,0.186068951,0
5410,1.884067673,1.720987351
5410,1.696232814,1.601888776
5400,0.409330538,0.014318579
5405.805868,1.701757075,1.654013293
5400,0.065321394,0.28459887
5401.030601,2,1.814569941
5404.997799,2,2
5410,1.686286886,1.764340829
5400,1.283296129,1.826371961
5400,1.78562403,1.89306337
5400,1.625118395,1.999382496
5400,0.109598886,0.26742817
5410,2,1.55546725
5405.423169,1.807729029,1.717157591
5400,0.378239686,0
5400,2,2
5409.096575,1.869557887,1.853736866
5400,0.711573161,0.057210505
5400,2,1.776598919
5406.925303,2,1.802921833
5400,0.210969816,0.321896426
5405.588365,1.508545156,1.027829314
5402.969822,0.281739729,0
5400,2,1.709914065
5407.871225,0.287783258,0
5408.545162,0.719937387,0.080746498
5403.304532,0.249036598,0.253979742
5400,0.506943573,0.006011507
5400,0.023416525,0.03212449
5400,0.65599071,0
5400,0.209525615,0
5400,0.053257709,0
5409.968393,1.826748486,1.684340423
5410,0.094289261,0.200571789
5404.418252,1.91795254,1.321825134
5400,1.699720396,1.939815844
5400,1.781860168,1.805892691
5402.741484,1.458253676,1.829504745
5402.275267,0.350829791,0
5410,0.32708499,0.004797434
5400,0.375227506,0.007878757
5401.013257,1.889867011,1.368983738
5400,2,1.889456172
5402.378342,0.076305606,0.194038729
5400,1.920897912,1.854332219
5409.380141,1.931046552,1.9129489
5400,1.859376299,1.556838712
5400,0.308152944,0.028374459
5405.050354,1.94920093,1.935346245
5410,0.351002302,0.186842876
5410,0,0.037685436
5410,1.509279346,1.806609885
5410,1.509213599,1.635829714
5400,1.788865226,2
5400,0.082556097,0.333923167
5410,1.915894564,1.77786113
5400,0.32584495,0.030031788
5410,1.613490936,1.869709036
5400.338341,1.744981656,1.869216197
5400.868964,0.359366566,-0.063983149
5400,2,2
5405.025162,1.396524523,1.777537965
5400,0.345241364,0
5407.752025,1.143285374,1.996744564
5404.416602,1.820333024,1.82409342
5410,0.590320388,0
5400,2,2
5405.53274,2,2
5401.061583,0.256688648,0.070592782
5408.248294,1.708541797,1.751506728
5403.514488,0.492819124,0
5401.460064,2,1.499912904
5400,1.778437003,2
5405.365598,1.441590123,1.997507485
5401.725387,0,0
5400,0.053602163,0.065688538
5400,0.335119033,0.078008637
5400,0.321200947,0
5410,0.661482086,0
5400,1.7933281,1.801675667
5408.208753,1.225649757,1.10140357
5401.003186,1.929238592,1.755570072
5400,1.669057007,1.875616263
5400,1.821596178,1.914276288
5400,2,1.661777821
5402.488088,1.694942473,1.444937378
5406.215262,0.410528125,0
5402.316056,1.228211176,1.084874596
5400,0,0
5400,0.533076775,0
5400,0.204956131,0.028867812
5410,1.863714104,1.926232936
5407.15967,1.328915362,1.874824913
5400,0.49008175,0.271417917
5400,0.238147617,0
5401.257567,0.399827257,1.064480939
5406.796052,1.491605852,0.911278338
5400,0.266487803,0
5410,2,1.399288863
5402.390287,1.752491298,1.886466383
5401.942136,1.37280276,0.153165173
5403.641402,0.296668617,0.059154625
5401.266412,0.114369254,0
5400,1.710309982,1.482964772
5409.89857,1.629061722,2
5400,1.958768769,1.773765456
5410,0.055773186,0.225608854
5409.262255,0.179056211,0.064061781
5400,0.432269452,0
5401.781177,1.571158554,1.578668347
5410,2,1.547037766
5402.467433,1.793604763,0.323645113
5405.412177,0.2431783,0
5404.086641,0,0.320284589
5409.105989,0.240854106,0.114574407
5403.636913,0.071822602,1.746308467
5410,0.099957723,0.187843255
5400,2,1.833078234
5400.697104,0.040030953,0
5404.498548,0.249797489,0
5410,1.704451564,1.393420208
5400.338876,2,2
5400,0.729835824,0
5410,0.22855132,0.11884662
5400,0.358518723,0
5400,1.623012664,2
5400,0.661117489,0
5408.681312,0.452873165,0.099163369
5400,1.714645544,1.954857224
5400,0,0.349125191
5403.645038,1.118957463,1.83400305
5400,1.864676848,2
5410,1.956634995,1.416911767
5400,1.940751272,1.536205965
5408.888672,0.417532952,0.097860617
5410,0.372467889,0.09225224
5401.187905,1.801949609,1.694418512
5400,0.210852207,0.070938742
5406.416753,0.511137897,0.020026252
5400,0.206311586,0
5400,1.553269412,1.832765811
5400,1.713225476,1.92848981
5400,0.069082597,0
5410,2,1.805597342
5400,0.618956261,0
5400,1.867812996,1.671390284
5403.110008,1.927373021,0.952045016
5400,0.104232289,0
5410,0.062540546,0.203411202
5410,0.141494298,0
5400,1.786714282,1.562815159
5400,0.327974004,0
5404.504637,0.471402846,0.118812507
5400,2,1.905655565
5403.8258,1.45363926,1.999109935
5400,2,1.904949029
5400,0.291898553,0.116244051
5400,1.682598156,1.606725487
5400,1.868966862,1.830146275
5405.395718,0.198996344,0
5400.984855,1.073692237,2
5400,0.07423615,0.164399731
5400,1.985300097,1.875979836
5400,0.340095242,0
5400,1.683304369,2
5401.375531,1.828795725,1.363128929
5403.522945,0.362205406,0
5400.350939,0.415602601,0
5400.195825,0.18490377,1.509299051
5400,0.195007487,0
5405.19019,1.706461413,1.938016033
5410,0.568180909,0
5400,2,1.778270099
5408.902745,0.384540336,0
5409.898649,0.364489021,0.188980434
5399.201814,0.081727327,0.325514542
5401.271075,0.422049186,0.149690046
5410,0,0.072466345
5401.052098,0.206403539,1.431876667
5410,1.575370422,1.782383382
5400,1.952302807,1.999284015
5406.019002,1.616294222,1.82908471
5400,0.25304157,0
5405.352615,1.687159664,0.143709787
5408.822542,0.330995693,-0.080727451
5400,1.806064774,1.632832362
5410,1.867493277,1.858474217
5400,0,0
5406.424609,2.117145086,1.633702073
5400,0.272180402,0.027093755
5410,0.328665029,0.016019099
5406.010942,1.394130374,1.75899101
5402.304682,1.568708187,1.924831081
5400,1.975081885,1.859086216
5400,1.568712841,1.505340708
5406.667604,1.996075136,2
5407.313298,0.197864408,0
5406.629692,1.702894005,1.665908885
5400,1.649352002,1.831328322
5400,0.288602747,0
5402.937678,0.312767242,0
5400,1.987574451,1.808569866
5400,0.296396472,0.068734836
5400.214116,2,1.718797045
5400,1.806378316,1.761812837
5400,0.418749628,0.226358996
5400,1.65493986,1.945154782
5408.392034,0.288051593,0.976429824
5400.834316,1.974849753,1.623933642
5400,0.417204597,0.001852061
5400,1.764162951,1.670639875
5400,1.954305769,1.773475277
5408.962136,0.113122138,0.247006675
5406.591741,1.693757661,0.104693117
5401.326388,1.634288264,1.575000151
5405.120835,1.671915191,1.263790778
5400,2,2
5400,2,1.924323729
5400,1.776682372,1.74826393
5403.143767,1.539380028,0.427299069
5409.324005,1.727955746,1.588082989
5410,1.818823354,2
5400,0.007956779,0.352730902
5400.168464,0.195901433,0
5400,0.423657874,0
5400,0.303471266,0
5400,1.657779027,1.858933416
5400,1.58111333,2
5405.255216,0.488371029,0
5400.567477,0.35268394,0
5400,2,2
5400,0.002595024,0.19432202
5409.88409,1.667169261,1.83782544
5403.260327,1.999749748,0.760322732
5410,1.739858324,1.253765713
5410,2,1.746368278
5405.001871,1.246364285,0.875584828
5400,1.991884711,1.853261607
5400,0.591308622,0.028630583
5400.508145,0.411205525,0
5409.213609,0.164296681,0
5400,0,0.362885576
5406.053371,1.789913203,1.811449789
5400,1.447769923,1.666929615
5402.649972,0.962082156,1.877863308
5409.592402,0.108864706,0.399161484
5410,1.734741355,1.49611307
5400,1.666679275,1.737162257
5400.594922,1.083107841,0.881815557
5406.720747,0.289095056,0.2645834
5410,0.530668763,0
5410,1.431648059,2
5410,0.054321125,0
5403.691824,1.514538154,1.428835358
5400,0.613120823,0
5410,1.491750616,1.57517561
5400,0,0.26770373
5406.973825,0.385702137,0.457874305
5407.700578,0.321595665,-0.118768416
5410,1.805641285,1.34843966
5408.934513,0.306029279,0.325480123
5402.589387,0.827550469,1.215447314
5403.853353,0.185980612,0.01103194
5410,0.589614441,0
5406.382961,2,1.566710648
5400,1.830383156,1.680158407
5400.080432,1.556613899,1.864580672
5400,0.309988278,0
5406.870575,1.476503848,2
5401.376966,1.63830072,1.69160095
5404.070392,1.723655741,1.985427896
5405.770235,0.544226094,0
5400.294028,1.420596519,1.484281545
5409.594143,2,1.739286743
5407.276063,1.943958284,1.573758664
5408.728478,1.933760167,1.922247591
5409.589555,0.360979679,0.064265946
5400,2,1.683937282
5400,0.213055643,0.002906413
5401.243888,0.165620812,0
5401.093695,1.829403099,1.810607225
5400.472449,1.365186722,1.732220538
5400,1.867409355,1.803747326
5400,0.413901504,0.109264985
5406.770624,0.295908205,0
5400,0.597943084,0.283148554
5400,1.59654108,1.858299266
5401.416374,0.242005992,0.142624997
5400,0.275482796,0.398703419
5405.026982,0.143099952,0.147681729
5404.524229,2,1.527600176
5400,0.100051696,0
5400,1.826720088,1.704648968
5406.60751,0.584369239,0
5400,0.06076743,0
5403.277765,0.304648571,0.17978199
5400,0.2234053,0.291642291
5405.508944,0.420615894,0
5400,0.560057338,0.096519737
5410,0.577837436,0
5400,1.429253451,1.928085832
5400.624294,1.926377753,1.755656166
5406.462433,0.673576466,0
5400,2,1.772286879
5407.055615,1.852810203,0.653565807
5401.9439,0.386283657,1.538490333
5406.737928,0.483459209,1.955570504
5410,1.617912724,1.705443563
5405.710842,0.152144001,0.710835874
5400,2,1.859318314
5406.962998,1.806239301,1.769441932
5410,1.572201627,2
5403.949715,1.842720541,1.601485416
5400,0.182351877,0
5410,1.726147711,1.604110552
5400,1.590440191,2
5400,0.340913409,0
5410,0.077118933,0
5400,0.539550585,0.100090372
5401.273134,1.623749811,1.604025151
5400,0.113137533,0
5400,0.168470363,0.206931666
5400.893262,0.16176769,0
5400,1.639418318,1.834028182
5400,0.058877441,0
5400.700998,0.090910422,0.002522422
5400,0,0.021689228
5400,2,1.763607447
5401.337191,1.657839303,1.706143422
5410,1.940301755,1.587843638
5400,0.261844047,0.166530775
5407.989531,1.973032297,1.871578232
5410,0.117819601,0
5400,1.870643355,2
5402.555116,1.988005179,1.679713063
5410,1.738331193,1.986345999
5401.917062,0.031644122,0
5406.935394,1.727225372,1.820991707
5410,1.711317171,1.586740091
5400,1.75721074,1.940374642
5401.2398,1.91524826,2
5410,1.660731283,1.984949826
5400,1.673823867,1.797470946
5410,2,1.83558753
5405.441983,1.740381392,1.810580941
5400,0.381202592,0.212146599
5410,0.269286556,0.183820913
5403.607668,1.964805657,2
5400,2,1.852048837
5399.176861,0.455422235,0.502354936
5407.294914,1.935670229,0.160198255
5404.877175,0.342120582,0.317023044
5400,0.220515257,0
5410,0.259756835,0.207514701
5400,1.646200976,1.600938333
5410,1.719644783,1.556520509
5400,0.300174871,0.032364023
5410.773158,0.58403002,0.048318694
5400,2,1.846276959
5403.240219,0.097217258,0
5408.651755,1.219869834,1.842525212
5400,0.168554198,0.13776268
5400.865028,2,1.767915541
5410,0.265025327,0.103826563
5404.047023,0.340528486,0.182590029
5407.069497,0.488521909,0
5400,1.655402156,1.643853635
5405.794415,1.625513312,2
5400,0.344658805,0.168998139
5408.286809,0.129816113,0.031321633
5410,1.425962088,1.755205014
5400.006205,0.462934522,1.233003971
5404.20197,1.739686979,0.027532413
5400,0.153019184,0.319096669
5407.928576,1.923035866,1.649113753
5400,1.856437582,1.980207707
5403.295457,0.058205895,0
5401.667244,0.337125338,0.285255689
5403.57466,0,0.150905802
5400,0.30865382,0
5400,1.439263029,1.710558659
5401.809996,1.249596327,1.862940254
5408.906256,1.932263612,1.969126019
5410,1.967322979,1.743266393
5410,0.1037006,0.120256939
5400,0.038270731,0.422296918
5410,1.909478513,1.58427468
5400,1.919820203,2
5400,0.248106247,0.080904624
5405.469548,0.521318096,0.16312365
5404.613814,1.200757436,0.108694023
5400,1.871176672,1.767596247
5401.720355,0.813607575,1.943839771
5402.435898,1.80298289,1.811721873
5404.624898,1.400339728,0.760545998
5400.85901,1.250553572,1.737585017
5400,0.381232083,0
5407.969544,1.528907534,1.908457646
5407.698845,1.609249834,1.696287067
5404.89876,0.892792228,1.271714712
5409.45158,1.765103166,1.638936028
5407.418941,1.624899339,1.943415005
5400,1.848273913,1.72137177
5409.58558,0.242793291,0.287450385
5404.490123,2,1.679730248
5400,1.852627456,1.660788052
5410,1.746207588,1.922243815
5410,1.900095953,1.931714586
5403.299243,1.762597651,1.818181279
5400,0.572459592,0
5410,2,1.555776256
5400,0.207395888,0.096418242
5410,1.443418021,1.553665041
5404.744377,0.393443548,0
5409.233357,0.884638861,1.090203022
5403.054557,2,1.437408348
5408.791786,0.556225606,0.047861741
5400,2,2
5406.209769,1.637102667,1.399907141
5409.129753,0.550600628,0.021293231
5400,1.920677769,1.735627917
5410,1.835401128,1.948838788
5400.605152,0.10874931,0.487008206
5400,2,2
5405.086107,1.911681258,1.546151343
5400,1.733113442,1.939794935
5410,1.615900132,1.753729393
5400,0.542602867,0.173238838
5400,2,1.912924119
5400,0.139588155,0.29823287
5400,1.810846479,1.851643137
5406.466864,1.657354405,1.5324179
5410,1.736471907,1.794229747
5408.762285,1.622565681,1.633436659
5405.524965,1.698684578,1.703822976
5400.980795,0.288362708,0.279713379
5399.821882,1.423862975,1.799236718
5400,2,1.905132685
5406.37412,1.76384638,1.739713322
5409.728244,1.95562609,1.831666342
5402.072859,1.765086843,1.668377608
5400,1.77841318,1.681667212
5402.49598,1.958707527,1.903884948
5400,1.585176214,1.83531669
5404.369912,0.159661522,0
5409.507194,2,1.849002416
5406.403608,0.44611328,1.764719403
5400,1.698302651,1.800292676
5405.060761,1.520241829,2.072374032
5406.146288,0.249894165,0
5410,0.427734566,0.070174162
5402.897062,1.891080168,1.893308
5400,1.818857831,1.875286162
5410,0.715656072,0.146336676
5410,0.153644462,0
5402.367465,1.616746989,1.445471269
5407.497709,1.381149755,1.31777901
5402.016301,1.64826777,1.859678966
5400,0.354921548,0
5400,1.769169668,1.823204382
5408.508728,1.555618508,1.898426563
5404.860246,2,2
5400,2,1.794842092
5400,2,1.650123978
5404.703937,0.333514788,1.289905589
5404.306749,0.248232765,1.380787474
5410,1.654475497,1.563931312
5400,0.416075395,0
5405.731966,1.664318051,1.995085884
5400,2,1.972997919
5399.775356,1.999476633,1.685178902
5402.467137,1.478117171,1.902027006
5400,1.779895102,2
5406.008421,0.379725075,0
5400,0.00733345,0
5407.70671,0.301650016,0.045189165
5408.768705,0.361653367,0
5400,1.909577988,1.845124201
5405.457091,1.367893743,1.93432501
5410,1.687565214,2
5400,0.460374035,0
5410,1.527094203,1.583496276
5409.931883,1.95726592,1.800031613
5410,2,1.794848469
5400,2,1.980590875
5410,0.084058559,0
5410,0,0
5402.26645,0.226877367,0
5400,1.816242427,1.947474342
5400,0.890805285,0.147692268
5404.589176,2,1.743916022
5400,1.984436177,2
5400.37996,1.622906875,1.668071361
5410,1.656069984,1.700668268
5407.511362,1.559830681,1.759496366
5400,1.889170246,1.333070313
5400,0,0.095507766
5410,1.695880584,1.754380727
5400,0.261381861,0
5409.847183,1.968045363,1.483861694
5405.780876,1.128827667,1.673618003
5406.048533,0.759022107,0.020949937
5400,0.412664052,0.01851061
5410,0.039861449,0
5400,0.121059867,0.21623865
5402.700375,0.376646221,0.096284812
5405.826879,1.837339945,1.63798199
5400,0.474140232,0.077085424
5407.32814,0.239647587,0.389422569
5400,1.611561703,1.773377675
5406.709457,1.647246097,2
5408.269351,0.02358885,0.04008994
5400,1.789734901,1.853717347
5400,0,0
5410,1.639675645,1.489733238
5401.213108,0.482713181,0.057412033
5404.477572,0,0
5400,0.472967016,0.203405429
5400.041367,0.731494262,1.725507151
5401.558884,0.166149434,1.876537479
5400,1.52546418,1.829358108
5400.279305,0.415625407,0
5400,0.36375552,0.008851055
5400,1.498208071,1.623090557
5407.44932,0.434746669,0.197597021
5400,0.324730643,0.044320738
5400,1.589336895,2
5405.51226,1.895691738,1.849429916
5410,0.337776716,0.095235611
5408.255902,2,2
5401.771565,1.413842928,1.68299732
5400,1.787072891,1.69779793
5410,1.855496106,1.72647632
5400,1.775260267,2
5400,0.321362289,0.002564433
5405.4428,0.198242084,0.100670482
5402.45544,0.276746544,0
