TOA_ns,Freq_MHz,PW_ns,Az_deg,El_deg,Ground_Truth,Predicted_Cluster
21620000,5900,4000,19.9476,7.4507,Emitter_1,Emitter_1
21680000,6100,4000,-25.0705,14.7925,Emitter_2,Emitter_2
21720000,5900,4000,20.3713,7.8185,Emitter_1,Emitter_1
21805000,6100,4000,-24.3992,15.2248,Emitter_2,Emitter_2
21820000,5900,4000,19.7864,7.6791,Emitter_1,Emitter_1
21920000,5900,4000,19.7383,8.1284,Emitter_1,Emitter_1
21930000,6100,4000,-24.7394,15.1865,Emitter_2,Emitter_2
22020000,5900,4000,19.9243,8.0986,Emitter_1,Emitter_1
22055000,6100,4000,-25.0149,15.0593,Emitter_2,Emitter_2
22120000,5900,4000,20.1448,8.3962,Emitter_1,Emitter_1
22180000,6100,4000,-25.4741,14.3441,Emitter_2,Emitter_2
22220000,5900,4000,19.8629,7.5569,Emitter_1,Emitter_1
22305000,6100,4000,-24.94,15.0972,Emitter_2,Emitter_2
22320000,5900,4000,20.4269,7.9006,Emitter_1,Emitter_1
22420000,5900,4000,20.4458,8.115,Emitter_1,Emitter_1
22430000,6100,4000,-24.5163,15.4714,Emitter_2,Emitter_2
22520000,5900,4000,19.9475,8.1046,Emitter_1,Emitter_1
22555000,6100,4000,-24.372,14.7006,Emitter_2,Emitter_2
22620000,5900,4000,20.7804,8.6231,Emitter_1,Emitter_1
22680000,6100,4000,-25.1409,15.1441,Emitter_2,Emitter_2
22720000,5900,4000,20.0278,8.0481,Emitter_1,Emitter_1
22805000,6100,4000,-23.9872,15.444,Emitter_2,Emitter_2
22820000,5900,4000,20.4305,7.7463,Emitter_1,Emitter_1
22920000,5900,4000,20.1332,7.9922,Emitter_1,Emitter_1
22930000,6100,4000,-24.5522,14.8837,Emitter_2,Emitter_2
23020000,5900,4000,20.1256,7.75,Emitter_1,Emitter_1
23055000,6100,4000,-25.3533,15.2367,Emitter_2,Emitter_2
23120000,5900,4000,19.3642,7.3781,Emitter_1,Emitter_1
23180000,6100,4000,-25.4403,14.9285,Emitter_2,Emitter_2
23220000,5900,4000,19.553,7.8624,Emitter_1,Emitter_1
23305000,6100,4000,-25.0459,15.4779,Emitter_2,Emitter_2
23320000,5900,4000,19.8827,8.5812,Emitter_1,Emitter_1
23420000,5900,4000,20.4424,7.7114,Emitter_1,Emitter_1
23430000,6100,4000,-25.1419,14.2682,Emitter_2,Emitter_2
23520000,5900,4000,20.1391,7.8779,Emitter_1,Emitter_1
23555000,6100,4000,-24.7982,14.7903,Emitter_2,Emitter_2
23620000,5900,4000,19.8863,8.0556,Emitter_1,Emitter_1
23680000,6100,4000,-24.9829,14.974,Emitter_2,Emitter_2
23713582,5902.0046,3692.2833,-62.9745,0.2652,Noise,Emitter_2
23720000,5900,4000,20.2477,7.8982,Emitter_1,Emitter_1
23754729,5906.1939,4000,-41.8331,-7.1942,Noise,Emitter_1
23805000,6100,4000,-25.1095,15.2371,Emitter_2,Emitter_2
23820000,5900,4000,20.4255,7.6574,Emitter_1,Emitter_1
23920000,5900,4000,20.0025,8.7793,Emitter_1,Emitter_1
23930000,6100,4000,-25.6131,14.8449,Emitter_2,Emitter_2
24020000,5900,4000,20.0892,8.43,Emitter_1,Emitter_1
24055000,6100,4000,-24.7264,14.8158,Emitter_2,Emitter_2
24077442,5794.4686,4465.419,16.8461,29.4273,Noise,Emitter_1
24120000,5900,4000,20.0366,8.1742,Emitter_1,Emitter_1
24180000,6100,4000,-25.6435,15.2006,Emitter_2,Emitter_2
24220000,5900,4000,19.9773,7.9489,Emitter_1,Emitter_1
24305000,6100,4000,-24.5508,14.9865,Emitter_2,Emitter_2
24320000,5900,4000,19.6882,8.1291,Emitter_1,Emitter_1
24389193,6102.8053,4221.961,-47.1177,14.5629,Noise,Emitter_2
24420000,5900,4000,19.6594,8.1997,Emitter_1,Emitter_1
24430000,6100,4000,-25.7843,15.2118,Emitter_2,Emitter_2
24520000,5900,4000,20.4341,8.11,Emitter_1,Emitter_1
24555000,6100,4000,-25.664,15.0926,Emitter_2,Emitter_2
24620000,5900,4000,19.8855,8.1362,Emitter_1,Emitter_1
24680000,6100,4000,-25.355,14.652,Emitter_2,Emitter_2
24720000,5900,4000,19.8765,8.2807,Emitter_1,Emitter_1
24805000,6100,4000,-25.1768,14.945,Emitter_2,Emitter_2
24820000,5900,4000,19.2674,7.8993,Emitter_1,Emitter_1
24874645,5780.7975,4000,-8.985,7.6103,Noise,Emitter_1
24920000,5900,4000,19.2037,7.5515,Emitter_1,Emitter_1
24930000,6100,4000,-25.2577,15.1766,Emitter_2,Emitter_2
25020000,5900,4000,20.5455,8.2686,Emitter_1,Emitter_1
25055000,6100,4000,-25.1784,15.2941,Emitter_2,Emitter_2
25120000,5900,4000,19.7122,7.5492,Emitter_1,Emitter_1
25180000,6100,4000,-24.8875,14.7907,Emitter_2,Emitter_2
25220000,5900,4000,18.8142,7.837,Emitter_1,Emitter_1
25305000,6100,4000,-25.3464,14.5058,Emitter_2,Emitter_2
25320000,5900,4000,20.9682,8.1305,Emitter_1,Emitter_1
25420000,5900,4000,19.7762,8.1395,Emitter_1,Emitter_1
25430000,6100,4000,-24.8837,14.8936,Emitter_2,Emitter_2
25520000,5900,4000,19.3756,7.9108,Emitter_1,Emitter_1
25555000,6100,4000,-25.9489,14.8393,Emitter_2,Emitter_2
25620000,5900,4000,20.0398,7.9742,Emitter_1,Emitter_1
25680000,6100,4000,-25.3604,15.4727,Emitter_2,Emitter_2
25720000,5900,4000,20.3163,8.1034,Emitter_1,Emitter_1
25805000,6100,4000,-25.6811,14.5676,Emitter_2,Emitter_2
25820000,5900,4000,20.2673,7.7935,Emitter_1,Emitter_1
25920000,5900,4000,20.3591,8.4887,Emitter_1,Emitter_1
25930000,6100,4000,-24.556,15.407,Emitter_2,Emitter_2
26020000,5900,4000,19.6119,7.7337,Emitter_1,Emitter_1
26055000,6100,4000,-25.298,14.8104,Emitter_2,Emitter_2
26120000,5900,4000,20.5343,7.9426,Emitter_1,Emitter_1
26180000,6100,4000,-24.7535,14.3019,Emitter_2,Emitter_2
26220000,5900,4000,20.5615,7.8672,Emitter_1,Emitter_1
26305000,6100,4000,-25.7445,14.9158,Emitter_2,Emitter_2
26320000,5900,4000,20.582,8.0394,Emitter_1,Emitter_1
26420000,5900,4000,20.1033,8.4694,Emitter_1,Emitter_1
26430000,6100,4000,-24.38,14.8693,Emitter_2,Emitter_2
26520000,5900,4000,19.8553,7.7177,Emitter_1,Emitter_1
26555000,6100,4000,-24.9596,15.3401,Emitter_2,Emitter_2
26620000,5900,4000,19.8206,8.1357,Emitter_1,Emitter_1
26680000,6100,4000,-24.1572,14.8269,Emitter_2,Emitter_2
26720000,5900,4000,19.3737,8.1912,Emitter_1,Emitter_1
26805000,6100,4000,-25.0067,15.5466,Emitter_2,Emitter_2
26820000,5900,4000,19.7845,8.3443,Emitter_1,Emitter_1
26920000,5900,4000,19.0423,7.764,Emitter_1,Emitter_1
26930000,6100,4000,-25.6089,15.3083,Emitter_2,Emitter_2
27020000,5900,4000,19.3254,7.7521,Emitter_1,Emitter_1
27055000,6100,4000,-25.4073,15.0307,Emitter_2,Emitter_2
27120000,5900,4000,20.0991,7.9462,Emitter_1,Emitter_1
27180000,6100,4000,-25.097,14.7126,Emitter_2,Emitter_2
27220000,5900,4000,19.8986,7.9522,Emitter_1,Emitter_1
27305000,6100,4000,-25.3932,15.0829,Emitter_2,Emitter_2
27320000,5900,4000,20.0814,7.6974,Emitter_1,Emitter_1
27420000,5900,4000,20.2827,8.1988,Emitter_1,Emitter_1
27430000,6100,4000,-24.6018,14.9611,Emitter_2,Emitter_2
27520000,5900,4000,20.154,8.167,Emitter_1,Emitter_1
27555000,6100,4000,-24.972,15.1714,Emitter_2,Emitter_2
27620000,5900,4000,20.1186,8.6105,Emitter_1,Emitter_1
27680000,6100,4000,-25.3886,15.2219,Emitter_2,Emitter_2
27720000,5900,4000,19.9652,7.9079,Emitter_1,Emitter_1
27805000,6100,4000,-24.6723,15.7811,Emitter_2,Emitter_2
27820000,5900,4000,19.6986,7.6903,Emitter_1,Emitter_1
27920000,5900,4000,19.5022,7.7334,Emitter_1,Emitter_1
27930000,6100,4000,-25.1504,14.8626,Emitter_2,Emitter_2
28020000,5900,4000,19.9717,8.1003,Emitter_1,Emitter_1
28055000,6100,4000,-24.6924,15.2457,Emitter_2,Emitter_2
28120000,5900,4000,20.0205,7.7703,Emitter_1,Emitter_1
28180000,6100,4000,-25.214,14.8791,Emitter_2,Emitter_2
28220000,5900,4000,20.3601,8.2218,Emitter_1,Emitter_1
28305000,6100,4000,-24.7835,14.7517,Emitter_2,Emitter_2
28320000,5900,4000,19.9361,7.8041,Emitter_1,Emitter_1
28324764,5956.6883,3615.617,24.158,25.6378,Noise,Emitter_1
28420000,5900,4000,20.2194,8.0564,Emitter_1,Emitter_1
28430000,6100,4000,-25.1642,15.0269,Emitter_2,Emitter_2
28520000,5900,4000,19.4207,7.9796,Emitter_1,Emitter_1
28555000,6100,4000,-24.6016,14.8186,Emitter_2,Emitter_2
28620000,5900,4000,20.1048,7.7301,Emitter_1,Emitter_1
28680000,6100,4000,-25.737,14.425,Emitter_2,Emitter_2
28720000,5900,4000,20.0759,7.5636,Emitter_1,Emitter_1
28805000,6100,4000,-25.5038,14.606,Emitter_2,Emitter_2
28820000,5900,4000,20.5345,8.3744,Emitter_1,Emitter_1
28920000,5900,4000,19.899,8.109,Emitter_1,Emitter_1
28930000,6100,4000,-25.0618,14.6433,Emitter_2,Emitter_2
29020000,5900,4000,19.036,7.6531,Emitter_1,Emitter_1
29055000,6100,4000,-25.2811,14.7678,Emitter_2,Emitter_2
29120000,5900,4000,19.8825,7.6784,Emitter_1,Emitter_1
29180000,6100,4000,-25.1762,15.3968,Emitter_2,Emitter_2
29220000,5900,4000,20.2858,8.5992,Emitter_1,Emitter_1
29305000,6100,4000,-24.7352,15.0048,Emitter_2,Emitter_2
29320000,5900,4000,19.5294,7.7488,Emitter_1,Emitter_1
29420000,5900,4000,20.0942,8.4833,Emitter_1,Emitter_1
29430000,6100,4000,-25.1844,14.87,Emitter_2,Emitter_2
29520000,5900,4000,19.5111,8.0747,Emitter_1,Emitter_1
29555000,6100,4000,-24.8689,15.1753,Emitter_2,Emitter_2
29620000,5900,4000,20.7285,7.5045,Emitter_1,Emitter_1
29680000,6100,4000,-25.363,15.0109,Emitter_2,Emitter_2
29720000,5900,4000,19.4876,7.8729,Emitter_1,Emitter_1
29805000,6100,4000,-25.8126,15.0635,Emitter_2,Emitter_2
29820000,5900,4000,19.7918,8.2438,Emitter_1,Emitter_1
29920000,5900,4000,20.0967,7.4675,Emitter_1,Emitter_1
29920190,6100.213,4169.0206,-60.9591,20.9174,Noise,Emitter_2
29930000,6100,4000,-24.6951,14.916,Emitter_2,Emitter_2
30020000,5900,4000,20.2062,7.8267,Emitter_1,Emitter_1
30055000,6100,4000,-24.2734,14.7356,Emitter_2,Emitter_2
30120000,5900,4000,20.5098,7.8117,Emitter_1,Emitter_1
30180000,6100,4000,-24.913,14.9893,Emitter_2,Emitter_2
30220000,5900,4000,19.7454,8.1623,Emitter_1,Emitter_1
30305000,6100,4000,-25.0401,14.9657,Emitter_2,Emitter_2
30320000,5900,4000,20.3052,8.1344,Emitter_1,Emitter_1
30420000,5900,4000,19.3258,8.1614,Emitter_1,Emitter_1
30430000,6100,4000,-24.9572,15.2544,Emitter_2,Emitter_2
30520000,5900,4000,19.5863,8.0706,Emitter_1,Emitter_1
30555000,6100,4000,-24.4489,14.9993,Emitter_2,Emitter_2
30620000,5900,4000,19.4305,8.1339,Emitter_1,Emitter_1
30680000,6100,4000,-24.6739,14.7895,Emitter_2,Emitter_2
30720000,5900,4000,19.6774,7.6152,Emitter_1,Emitter_1
30805000,6100,4000,-24.6936,14.7714,Emitter_2,Emitter_2
30820000,5900,4000,20.2855,8.0725,Emitter_1,Emitter_1
30920000,5900,4000,19.7544,8.4354,Emitter_1,Emitter_1
30930000,6100,4000,-24.5637,15.6632,Emitter_2,Emitter_2
31020000,5900,4000,19.8237,8.0096,Emitter_1,Emitter_1
31055000,6100,4000,-25.0488,14.3422,Emitter_2,Emitter_2
31120000,5900,4000,20.1076,7.8141,Emitter_1,Emitter_1
31180000,6100,4000,-25.2192,15.3696,Emitter_2,Emitter_2
31220000,5900,4000,20.1885,7.84,Emitter_1,Emitter_1
31305000,6100,4000,-24.7788,15.0747,Emitter_2,Emitter_2
31320000,5900,4000,19.8353,8.4088,Emitter_1,Emitter_1
31420000,5900,4000,19.5838,7.2762,Emitter_1,Emitter_1
31430000,6100,4000,-24.5965,15.1453,Emitter_2,Emitter_2
31520000,5900,4000,20.6444,8.7648,Emitter_1,Emitter_1
31555000,6100,4000,-24.5129,15.2758,Emitter_2,Emitter_2
31620000,5900,4000,19.8379,7.4189,Emitter_1,Emitter_1
31680000,6100,4000,-24.3913,15.1076,Emitter_2,Emitter_2
31720000,5900,4000,19.8758,7.9141,Emitter_1,Emitter_1
31805000,6100,4000,-24.6379,14.9079,Emitter_2,Emitter_2
31820000,5900,4000,19.924,7.666,Emitter_1,Emitter_1
31920000,5900,4000,20.2318,8.1574,Emitter_1,Emitter_1
31930000,6100,4000,-25.2406,15.512,Emitter_2,Emitter_2
32020000,5900,4000,19.4022,8.2098,Emitter_1,Emitter_1
32055000,6100,4000,-24.9135,15.2415,Emitter_2,Emitter_2
32120000,5900,4000,20.8211,8.0516,Emitter_1,Emitter_1
32180000,6100,4000,-24.9505,14.824,Emitter_2,Emitter_2
32220000,5900,4000,19.8651,7.9574,Emitter_1,Emitter_1
32305000,6100,4000,-24.9956,15.4308,Emitter_2,Emitter_2
32320000,5900,4000,20.2461,7.4808,Emitter_1,Emitter_1
32420000,5900,4000,20.0658,7.8829,Emitter_1,Emitter_1
32430000,6100,4000,-24.7779,14.4866,Emitter_2,Emitter_2
32520000,5900,4000,20.7391,7.9477,Emitter_1,Emitter_1
32555000,6100,4000,-25.0861,15.5347,Emitter_2,Emitter_2
32620000,5900,4000,20.6672,7.6689,Emitter_1,Emitter_1
32680000,6100,4000,-25.0855,14.4599,Emitter_2,Emitter_2
32720000,5900,4000,20.2349,8.0958,Emitter_1,Emitter_1
32805000,6100,4000,-24.2428,15.2047,Emitter_2,Emitter_2
32820000,5900,4000,19.6524,8.0532,Emitter_1,Emitter_1
32920000,5900,4000,20.485,7.9029,Emitter_1,Emitter_1
32930000,6100,4000,-25.028,14.8886,Emitter_2,Emitter_2
33020000,5900,4000,19.3232,7.9947,Emitter_1,Emitter_1
33055000,6100,4000,-24.5671,14.8374,Emitter_2,Emitter_2
33104490,6022.4915,4000,-29.8037,5.1137,Noise,Emitter_2
33120000,5900,4000,19.639,7.8973,Emitter_1,Emitter_1
33180000,6100,4000,-24.5407,15.1627,Emitter_2,Emitter_2
33220000,5900,4000,19.9674,7.4883,Emitter_1,Emitter_1
33305000,6100,4000,-24.9021,15.0437,Emitter_2,Emitter_2
33320000,5900,4000,19.3537,8.1446,Emitter_1,Emitter_1
33420000,5900,4000,19.7909,7.2306,Emitter_1,Emitter_1
33430000,6100,4000,-25.07,15.3137,Emitter_2,Emitter_2
33520000,5900,4000,20.3139,8.0817,Emitter_1,Emitter_1
33555000,6100,4000,-25.3461,14.5134,Emitter_2,Emitter_2
33620000,5900,4000,19.7145,7.605,Emitter_1,Emitter_1
33680000,6100,4000,-24.7542,15.1894,Emitter_2,Emitter_2
33720000,5900,4000,20.3343,8.1048,Emitter_1,Emitter_1
33805000,6100,4000,-24.8079,15.1223,Emitter_2,Emitter_2
33820000,5900,4000,20.953,8.1261,Emitter_1,Emitter_1
33920000,5900,4000,20.1551,7.9499,Emitter_1,Emitter_1
33930000,6100,4000,-25.1282,15.2362,Emitter_2,Emitter_2
34020000,5900,4000,20.3267,8.1875,Emitter_1,Emitter_1
34055000,6100,4000,-25.0182,14.8539,Emitter_2,Emitter_2
34120000,5900,4000,20.5007,7.8436,Emitter_1,Emitter_1
34180000,6100,4000,-25.1248,15.6062,Emitter_2,Emitter_2
34220000,5900,4000,19.8258,7.8563,Emitter_1,Emitter_1
34305000,6100,4000,-25.694,15.1499,Emitter_2,Emitter_2
34320000,5900,4000,20.3163,8.4495,Emitter_1,Emitter_1
34420000,5900,4000,19.8165,7.8726,Emitter_1,Emitter_1
34430000,6100,4000,-25.6716,14.9675,Emitter_2,Emitter_2
34520000,5900,4000,20.1256,7.9263,Emitter_1,Emitter_1
34555000,6100,4000,-25.1735,14.3745,Emitter_2,Emitter_2
34620000,5900,4000,20.3808,7.3245,Emitter_1,Emitter_1
34680000,6100,4000,-24.8444,14.886,Emitter_2,Emitter_2
34720000,5900,4000,19.6693,7.7653,Emitter_1,Emitter_1
34776940,6261.3641,4373.5969,-3.1314,16.8369,Noise,Emitter_2
34805000,6100,4000,-25.8397,15.2519,Emitter_2,Emitter_2
34820000,5900,4000,19.0719,7.7109,Emitter_1,Emitter_1
34920000,5900,4000,19.6339,7.9397,Emitter_1,Emitter_1
34930000,6100,4000,-24.426,15.447,Emitter_2,Emitter_2
35011135,6098.9,4046.3281,-27.2598,9.5941,Noise,Emitter_2
35020000,5900,4000,20.4452,7.9265,Emitter_1,Emitter_1
35055000,6100,4000,-24.8564,15.0138,Emitter_2,Emitter_2
35120000,5900,4000,19.5877,7.9829,Emitter_1,Emitter_1
35180000,6100,4000,-24.4687,15.5047,Emitter_2,Emitter_2
35220000,5900,4000,20.4197,7.7072,Emitter_1,Emitter_1
35305000,6100,4000,-24.5466,14.7175,Emitter_2,Emitter_2
35320000,5900,4000,19.6358,8.1676,Emitter_1,Emitter_1
35420000,5900,4000,19.9114,8.1942,Emitter_1,Emitter_1
35430000,6100,4000,-24.9195,15.1319,Emitter_2,Emitter_2
35520000,5900,4000,19.9945,8.2105,Emitter_1,Emitter_1
35555000,6100,4000,-25.7238,15.1408,Emitter_2,Emitter_2
35620000,5900,4000,19.586,7.9964,Emitter_1,Emitter_1
35680000,6100,4000,-24.0908,15.192,Emitter_2,Emitter_2
35720000,5900,4000,19.9157,7.6352,Emitter_1,Emitter_1
35805000,6100,4000,-24.4106,15.0549,Emitter_2,Emitter_2
35820000,5900,4000,19.3746,8.2057,Emitter_1,Emitter_1
35920000,5900,4000,19.8596,7.6933,Emitter_1,Emitter_1
35930000,6100,4000,-25.0293,15.1144,Emitter_2,Emitter_2
36020000,5900,4000,19.9615,8.3384,Emitter_1,Emitter_1
36055000,6100,4000,-25.3263,14.7109,Emitter_2,Emitter_2
36120000,5900,4000,19.0877,7.551,Emitter_1,Emitter_1
36180000,6100,4000,-24.4935,15.4117,Emitter_2,Emitter_2
36220000,5900,4000,19.6308,8.4384,Emitter_1,Emitter_1
36305000,6100,4000,-25.3964,15.2904,Emitter_2,Emitter_2
36320000,5900,4000,20.113,8.2302,Emitter_1,Emitter_1
36420000,5900,4000,19.5439,7.6641,Emitter_1,Emitter_1
36430000,6100,4000,-25.0348,15.1019,Emitter_2,Emitter_2
36520000,5900,4000,20.1791,8.0175,Emitter_1,Emitter_1
36555000,6100,4000,-24.8159,15.2983,Emitter_2,Emitter_2
36620000,5900,4000,20.2195,7.9437,Emitter_1,Emitter_1
36680000,6100,4000,-24.9669,15.423,Emitter_2,Emitter_2
36720000,5900,4000,20.1113,8.0474,Emitter_1,Emitter_1
36805000,6100,4000,-24.8762,15.1873,Emitter_2,Emitter_2
36820000,5900,4000,20.3111,8.2421,Emitter_1,Emitter_1
36920000,5900,4000,19.3521,7.3258,Emitter_1,Emitter_1
36930000,6100,4000,-25.3333,15.6476,Emitter_2,Emitter_2
37003797,6092.7961,4000,-59.8075,23.8011,Noise,Emitter_2
37020000,5900,4000,20.4007,8.3563,Emitter_1,Emitter_1
37055000,6100,4000,-24.8121,15.2139,Emitter_2,Emitter_2
37120000,5900,4000,19.5918,7.442,Emitter_1,Emitter_1
37180000,6100,4000,-25.6433,14.7532,Emitter_2,Emitter_2
37220000,5900,4000,20.0396,8.2793,Emitter_1,Emitter_1
37305000,6100,4000,-24.5048,15.0861,Emitter_2,Emitter_2
37320000,5900,4000,20.719,8.1549,Emitter_1,Emitter_1
37420000,5900,4000,19.8513,7.7321,Emitter_1,Emitter_1
37430000,6100,4000,-25.7655,15.3115,Emitter_2,Emitter_2
37520000,5900,4000,20.0046,7.9102,Emitter_1,Emitter_1
37555000,6100,4000,-25.2175,15.4234,Emitter_2,Emitter_2
37620000,5900,4000,19.594,8.6146,Emitter_1,Emitter_1
37680000,6100,4000,-25.0351,15.0614,Emitter_2,Emitter_2
37720000,5900,4000,20.7141,8.3408,Emitter_1,Emitter_1
37805000,6100,4000,-24.5284,14.7308,Emitter_2,Emitter_2
37820000,5900,4000,19.6317,8.2565,Emitter_1,Emitter_1
37920000,5900,4000,20.2559,8.1328,Emitter_1,Emitter_1
37930000,6100,4000,-25.3971,14.9411,Emitter_2,Emitter_2
38020000,5900,4000,20.4999,8.1906,Emitter_1,Emitter_1
38055000,6100,4000,-24.6691,14.6007,Emitter_2,Emitter_2
38104355,5869.7877,4501.6315,18.5543,18.1051,Noise,Emitter_1
38114324,5899.5655,4518.1744,26.7084,1.4507,Noise,Emitter_1
38120000,5900,4000,20.296,8.1911,Emitter_1,Emitter_1
38180000,6100,4000,-25.6672,15.2471,Emitter_2,Emitter_2
38220000,5900,4000,20.1363,7.4649,Emitter_1,Emitter_1
38305000,6100,4000,-25.2412,14.8823,Emitter_2,Emitter_2
38320000,5900,4000,20.0334,7.8331,Emitter_1,Emitter_1
38420000,5900,4000,19.4881,8.5045,Emitter_1,Emitter_1
38430000,6100,4000,-25.7427,14.7963,Emitter_2,Emitter_2
38520000,5900,4000,20.6916,8.4078,Emitter_1,Emitter_1
38555000,6100,4000,-25.003,15.2791,Emitter_2,Emitter_2
38620000,5900,4000,20.1021,8.4052,Emitter_1,Emitter_1
38680000,6100,4000,-25.3085,15.4972,Emitter_2,Emitter_2
38720000,5900,4000,20.0048,8.0608,Emitter_1,Emitter_1
38805000,6100,4000,-25.2738,14.7951,Emitter_2,Emitter_2
38820000,5900,4000,19.5626,8.1191,Emitter_1,Emitter_1
38920000,5900,4000,20.0242,7.6092,Emitter_1,Emitter_1
38930000,6100,4000,-24.3851,15.0634,Emitter_2,Emitter_2
39020000,5900,4000,19.9795,7.9761,Emitter_1,Emitter_1
39055000,6100,4000,-25.2208,14.9535,Emitter_2,Emitter_2
39120000,5900,4000,20.719,8.2683,Emitter_1,Emitter_1
39180000,6100,4000,-24.4588,15.4399,Emitter_2,Emitter_2
39220000,5900,4000,20.0046,8.0746,Emitter_1,Emitter_1
39305000,6100,4000,-25.3267,14.9873,Emitter_2,Emitter_2
39320000,5900,4000,20.0177,7.9391,Emitter_1,Emitter_1
39420000,5900,4000,19.567,7.9547,Emitter_1,Emitter_1
39430000,6100,4000,-24.9639,14.7041,Emitter_2,Emitter_2
39520000,5900,4000,19.7016,7.6249,Emitter_1,Emitter_1
39555000,6100,4000,-25.0223,15.0016,Emitter_2,Emitter_2
39620000,5900,4000,20.2045,8.1174,Emitter_1,Emitter_1
39680000,6100,4000,-24.5439,15.3622,Emitter_2,Emitter_2
39720000,5900,4000,19.2853,7.9632,Emitter_1,Emitter_1
39805000,6100,4000,-25.1317,14.9358,Emitter_2,Emitter_2
39820000,5900,4000,20.3983,8.3178,Emitter_1,Emitter_1
39920000,5900,4000,20.4103,8.0117,Emitter_1,Emitter_1
39930000,6100,4000,-24.7343,14.8244,Emitter_2,Emitter_2
40020000,5900,4000,19.662,7.6749,Emitter_1,Emitter_1
40055000,6100,4000,-24.7645,14.9736,Emitter_2,Emitter_2
40120000,5900,4000,20.1378,8.1138,Emitter_1,Emitter_1
40180000,6100,4000,-25.3878,14.7129,Emitter_2,Emitter_2
40220000,5900,4000,20.5149,8.33,Emitter_1,Emitter_1
40305000,6100,4000,-24.4212,14.9531,Emitter_2,Emitter_2
40320000,5900,4000,19.9471,7.6267,Emitter_1,Emitter_1
40420000,5900,4000,19.8724,8.0652,Emitter_1,Emitter_1
40430000,6100,4000,-24.3439,14.8459,Emitter_2,Emitter_2
40520000,5900,4000,19.9192,7.8266,Emitter_1,Emitter_1
40555000,6100,4000,-24.8835,15.7178,Emitter_2,Emitter_2
40620000,5900,4000,20.1012,7.8488,Emitter_1,Emitter_1
40680000,6100,4000,-25.423,14.4307,Emitter_2,Emitter_2
40720000,5900,4000,19.7488,8.0934,Emitter_1,Emitter_1
40805000,6100,4000,-24.4854,14.752,Emitter_2,Emitter_2
40820000,5900,4000,19.8392,8.0732,Emitter_1,Emitter_1
40920000,5900,4000,20.1093,7.6582,Emitter_1,Emitter_1
40930000,6100,4000,-25.0083,14.8242,Emitter_2,Emitter_2
41015079,5891.6529,4000,-9.8778,3.1079,Noise,Emitter_1
41020000,5900,4000,19.8075,8.4313,Emitter_1,Emitter_1
41055000,6100,4000,-24.8927,14.7148,Emitter_2,Emitter_2
41120000,5900,4000,19.5352,7.365,Emitter_1,Emitter_1
41180000,6100,4000,-25.072,15.1349,Emitter_2,Emitter_2
41220000,5900,4000,19.2553,8.0087,Emitter_1,Emitter_1
41305000,6100,4000,-25.4033,14.79,Emitter_2,Emitter_2
41320000,5900,4000,20.0124,7.9647,Emitter_1,Emitter_1
41420000,5900,4000,20.4857,7.1981,Emitter_1,Emitter_1
41430000,6100,4000,-25.139,14.5714,Emitter_2,Emitter_2
41520000,5900,4000,20.1584,8.4684,Emitter_1,Emitter_1
41555000,6100,4000,-25.169,15.0356,Emitter_2,Emitter_2
41620000,5900,4000,19.5489,7.8861,Emitter_1,Emitter_1
41680000,6100,4000,-25.1598,14.9186,Emitter_2,Emitter_2
41720000,5900,4000,19.6988,7.7317,Emitter_1,Emitter_1
41805000,6100,4000,-25.008,14.8033,Emitter_2,Emitter_2
41820000,5900,4000,19.8695,8.4282,Emitter_1,Emitter_1
41920000,5900,4000,20.735,7.8992,Emitter_1,Emitter_1
41930000,6100,4000,-24.7236,15.4308,Emitter_2,Emitter_2
42020000,5900,4000,20.762,8.0107,Emitter_1,Emitter_1
42055000,6100,4000,-25.1858,15.1456,Emitter_2,Emitter_2
42120000,5900,4000,20.7015,7.972,Emitter_1,Emitter_1
42136648,5920.0459,3860.1134,13.5024,0.7956,Noise,Emitter_1
42180000,6100,4000,-25.0958,15.1096,Emitter_2,Emitter_2
42220000,5900,4000,20.0524,8.1096,Emitter_1,Emitter_1
42305000,6100,4000,-24.3737,15.1526,Emitter_2,Emitter_2
42320000,5900,4000,21.2715,8.2554,Emitter_1,Emitter_1
42328884,6101.3384,3987.5654,26.8117,-4.7423,Noise,Emitter_1
42420000,5900,4000,19.7171,8.2907,Emitter_1,Emitter_1
42430000,6100,4000,-25.7094,15.1362,Emitter_2,Emitter_2
42520000,5900,4000,19.8553,7.8531,Emitter_1,Emitter_1
42555000,6100,4000,-24.5069,14.9335,Emitter_2,Emitter_2
42620000,5900,4000,20.3634,8.0093,Emitter_1,Emitter_1
42680000,6100,4000,-24.6017,14.793,Emitter_2,Emitter_2
42720000,5900,4000,20.1114,8.0042,Emitter_1,Emitter_1
42805000,6100,4000,-25.5942,15.0424,Emitter_2,Emitter_2
42820000,5900,4000,20.1346,8.1275,Emitter_1,Emitter_1
42920000,5900,4000,19.2252,8.2,Emitter_1,Emitter_1
42930000,6100,4000,-25.7026,14.9281,Emitter_2,Emitter_2
42972555,5984.9827,4000,-61.3315,19.0364,Noise,Emitter_2
43020000,5900,4000,19.6072,7.5673,Emitter_1,Emitter_1
43055000,6100,4000,-24.4853,14.4271,Emitter_2,Emitter_2
43105765,5906.226,5088.3562,-22.8639,14.5522,Noise,Emitter_2
43120000,5900,4000,19.9766,8.0252,Emitter_1,Emitter_1
