Radio Frequency,Pulse Width,Azimuth,Angle Of Elevation
5404.322507,148.0343878,0.308624946,0.32735009
5400,184.2500711,0.509321599,0.102416867
5400,124.4428289,1.403718844,1.632102561
5404.835251,100,1.483263298,1.801110543
5407.333725,175.8053767,0.282180636,0
5400,113.5508614,1.750243414,1.492020818
5410,147.9084861,1.587212909,1.714753957
5410,119.3091087,1.632209556,1.725753304
5403.060232,124.4856882,1.436238467,1.522750853
5405.120616,535.6329683,1.839364428,0.75308013
5407.020183,158.121063,0.631959478,0.118155727
5410,112.4499869,1.850427549,2
5400,154.8245683,2,1.832386735
5403.968568,150.64896,1.813407967,1.597615242
5400,165.1994487,0,0
5406.427467,163.7164727,2,1.612592817
5400,132.4675825,1.547923689,1.906589714
5400,173.9732897,1.861628812,1.518422142
5400,120.8924484,2,1.356666748
5402.623203,136.7079003,1.96582747,1.832841714
5406.23006,186.2719553,0.273645159,0
5410,105.4879601,2,2
5409.853112,795.7007818,0.548029632,1.814164385
5400,119.6245112,1.931742762,1.793436957
5410,100,1.725387619,2
5409.557828,170.0960995,0.24813786,0
5410,141.7848147,1.753708586,1.220290401
5400,143.3934528,0.257647322,0
5400,180.8522286,0,0.257640246
5408.167904,617.0321093,0.25428629,0.961635622
5410,142.0119361,1.672757738,1.661566699
5400,150.3353072,0,0
5409.220086,984.1414271,0.129165733,0.435535947
5400,113.325525,2,1.644634239
5400,135.7427899,0.363338137,0
5400,164.5408065,1.79475214,2
5405.74777,128.707363,1.719448123,1.847378511
5400,108.1100473,1.656100521,1.96304519
5403.827495,100,2,1.370527742
5400,185.9260165,0.144860182,0
5400.295428,134.2242051,1.421187959,1.437139876
5400,100,2,1.467621906
5400.450704,141.9678785,1.841473468,1.811592742
5410,100,1.547457822,2
5400,105.2457877,1.838650631,1.694700813
5403.949233,132.5359563,1.784113163,1.603122995
5400,106.3138234,2,1.603970138
5400,131.2900157,2,2
5410,135.9047905,2,1.52628166
5405.984209,105.2769822,1.875251543,1.761468855
5400,137.1823156,2,1.704117036
5400,108.1797082,1.597425994,1.824721872
5408.599401,567.7727339,1.855209643,0.83489771
5401.321612,112.0237404,1.977957606,1.966160073
5400,176.5402037,0,0
5400,127.4730112,1.86707816,1.865172729
5410,177.2191484,1.34586084,1.818014959
5405.609104,126.7764068,2,2
5400,114.0862516,1.717295842,1.719193832
5405.479429,662.9759793,1.940005868,1.869406725
5407.855494,100,1.458888095,1.891419676
5400,160.6002114,0.377240263,0
5406.079456,722.4301804,0.855165253,1.295093625
5400.068646,146.8726971,0.323919967,0
5409.227257,154.3666882,1.374883201,1.531857972
5400.440286,155.617777,1.828765248,1.802812625
5410,141.9750001,1.617795454,1.47431814
5400,159.5412571,0.417572735,0
5410,129.9586794,1.826622546,2
5400,130.3645205,1.686401765,1.716153533
5400,153.9208687,0.380437727,0.034817332
5408.120767,145.9817887,0.49640393,0.32997281
5400,138.288753,0.357322051,0
5405.795799,214.9148646,0.428211441,0.088476551
5400,132.2659796,1.908183287,2
5410,112.6949884,1.851424521,2
5407.114029,149.3210428,1.681931827,1.79588616
5401.47195,968.9872725,1.911773752,0.226429952
5400.086485,156.4430282,0.200690124,0
5400,148.5149528,1.676511968,2
5407.109175,153.6357706,1.631641059,2
5400.658748,160.8383239,1.836623303,2.109447454
5400,113.8623641,2,1.364766732
5400,107.9132906,1.809908249,1.713955622
5405.478445,131.7169097,0.20526524,0
5400,142.902021,1.891276748,1.848785399
5403.772742,184.4938085,1.434641436,2
5400,142.9518173,0,0
5400,144.0179484,0.301625242,0.191286785
5400.542601,118.32563,1.944865066,1.888645048
5400,144.7125195,2,1.965847358
5405.722926,549.9975975,1.561797176,1.336398437
5408.194621,559.4431455,1.250772547,1.04490786
5401.329407,768.1477465,0.607416068,1.843718025
5403.5767,288.9931936,0.803337691,0.330807741
5410,144.0361548,0.346034669,0.267620994
5402.830547,176.6172279,1.823282974,1.850182598
5405.367266,167.6231374,1.899731228,1.714912851
5406.240678,817.8788232,1.13989324,0.404533396
5400,154.4559877,0.266780422,0.144963133
5406.167853,111.1338299,1.987524272,1.851646664
5400,186.7900271,0.54279384,0.103520111
5404.095,110.5554353,1.978261203,1.417862321
5400,114.8084693,1.710616979,1.622907441
5400,133.7674969,1.880147152,2
5403.96802,111.9059476,1.612095826,1.750811712
5404.250451,172.1910214,1.052699013,0.43163804
5406.606298,821.1174119,1.327917609,0.754812217
5400.308918,177.0506428,1.954426779,2.063731854
5400.09891,136.9595572,1.344416959,2.015946405
5410,155.2349269,0.076942457,0.083327889
5400,109.1669494,2,1.762713984
5402.68507,678.7506976,1.914909691,1.609096562
5409.596348,115.6925531,1.816974378,1.364256124
5410,141.1670172,1.620816071,1.911756636
5410,146.0390349,0.656446755,0
5410,133.9241878,1.864613951,1.372623921
5400,143.5576357,1.865260223,1.641711934
5400,109.3628245,2,1.684435091
5400,100,1.751346608,1.921682087
5400,168.4875122,0.28422518,0.217763912
5406.98992,134.5598765,2,1.87928703
5410,103.6282065,1.885598134,1.503613434
5408.648621,1050.375928,1.210205073,0.580810383
5407.595774,147.5897695,0.393550083,0
5400,141.9125955,1.911716613,1.854645956
5400,156.3446156,1.657124219,2
5409.760037,118.5823285,1.965458371,1.489556235
5401.236659,106.9771166,1.755434509,1.860633329
5402.952301,114.9766184,1.960882118,1.420128325
5408.059238,167.1202899,0.453178462,0.156608316
5408.355457,144.5207286,0.759202816,0.008543037
5409.891639,903.9829851,1.77367889,1.707886019
5400,109.4924292,1.956560064,1.232508642
5400,186.3745871,2,1.979234781
5407.581073,156.8402387,1.712124644,1.726816161
5400,100,1.367989263,1.81268357
5400,116.3768021,1.84773197,1.835603736
5401.426003,150.6983241,1.389005006,1.531519468
5406.646508,162.4721566,1.718205386,1.755025739
5410,191.205637,0.430178189,0.008405992
5402.960489,1070.398026,0.558974803,1.158309846
5410,100,2,1.748909494
5401.122706,129.4392111,0.164696908,-0.077646296
5400,157.9204453,0.070821166,0.16800733
5400,160.5903188,1.52037629,1.625970999
5401.957016,140.5318247,1.768126226,1.761186935
5400,152.1896581,1.497843331,1.462801613
5400,163.1692153,0.210130448,0.126439742
5400,100,2,1.682536437
5408.86237,1059.741374,0.439271145,0.709867388
5400,144.8056741,1.922757037,1.638180451
5410,131.7623755,1.764673629,1.618724625
5407.916375,145.1051598,2,1.834596953
5410,171.0911471,1.683345723,1.498293335
5404.383908,723.5040165,1.00028687,0.031602528
5400.913407,205.9909506,0.331447094,0.489216252
5400,165.2780132,0.424826829,0
5400,182.1912178,0.33072595,0.275438431
5403.324308,165.1084831,0.156001002,0.002493054
5405.058083,146.1696549,0.138237113,0.273674602
5400,140.5331718,0.216333951,0
5400,123.051451,1.894801478,1.684861063
5400,137.1610543,1.853215819,1.743600734
5404.578798,146.1401177,1.73401822,1.805887535
5410,100,1.97758259,1.586288724
5400,173.8666327,0,0.087408362
5402.829135,106.0707798,1.430873713,1.579394167
5400,100,1.847783076,1.994298816
5410,179.4737006,0.174628475,0.122466183
5409.435033,144.3471139,1.809653436,1.73305322
5400,150.7589898,1.916183822,2
5400.272288,151.2775359,0.268830382,0
5400,110.1533505,1.696452787,1.649559006
5410,167.1553943,0.463470237,0
5408.538828,126.3195916,0.315868735,0.046830336
5400,159.3407531,0.211666339,0
5400,145.0788794,2,1.686660152
5400.023516,140.9740584,0.51112802,0.011566637
5400,138.5188722,0.038998474,0
5400,111.6132267,0.053942088,0
5406.900278,178.4845014,0.271686521,0
5410.301284,174.4295523,0.305713143,-0.026423473
5400,104.2259375,2,1.874265333
5400,116.383765,1.802983337,1.546073706
5402.221629,578.3168492,0.710265633,0.143276033
5402.536746,140.1100917,1.732614243,1.74495347
5410,123.3206548,1.832037158,2
5410,161.5413233,0.080701078,0.064899274
5406.163171,708.9452991,1.765773249,0.840978922
5407.450467,100,1.483063118,1.803496219
5407.322715,106.1240946,1.997673298,2
5408.831194,145.4444574,1.966057502,2
5400,133.9342136,1.717694414,1.944191584
5402.29453,126.7606587,0.742819085,0.148150837
5400,152.6259561,1.345773633,1.742296358
5400,126.1186128,1.628698374,2
5400,138.2158055,1.800365172,1.850138591
5400,134.8663969,0.246479831,0.158807169
5403.748769,118.6748996,1.70901449,1.901560144
5400,139.6253064,1.681071588,1.692127229
5404.301125,704.1427126,0.756394793,1.173224086
5400,100,1.700769503,1.889493518
5402.554062,209.5759539,0.403798155,0.139257618
5401.73285,1019.301086,0.750396107,1.377197909
5410,143.0725675,0.287229344,0
5400,188.4569668,0.309370701,0.329796397
5403.771399,1030.385845,1.908695106,0.380194613
5400,118.6927736,1.837982191,1.917471287
5400,125.2734181,1.669057991,1.9336452
5400,153.3749296,0.467910582,0
5400.527897,209.9930514,0.010646951,0.291231535
5407.479676,100,1.716153963,1.971576215
5410,139.6010772,1.780994239,1.52415282
5405.614905,140.8418826,1.779563988,1.97709255
5407.643112,114.1783225,1.667879389,1.844533933
5402.323552,653.4533484,0.078838572,1.409405065
5400.076018,156.2135756,2.197629729,1.991004021
5403.77639,100,1.201746042,1.74965038
5400,162.2751604,1.877481317,1.923338522
5400,167.0656374,0.471902799,0.047451543
5400,100,2,1.517038265
5402.172596,113.2842857,1.810098204,1.661262481
5410,125.8602062,1.523880303,1.740590386
5405.850812,329.0216583,1.686664139,1.963926281
5400,100,2,2
5400,128.0514161,1.237162809,1.73574052
5400,123.5712088,1.778439142,1.820687274
5400,114.5552376,1.816219056,1.437415033
5409.253285,126.469714,0.353107689,0
5410,182.0169112,0.671862628,0
5400,126.7093054,1.958888598,2
5400,168.872873,0.470291911,0
5410,119.9337986,1.717199505,1.699351097
5402.440401,141.0560949,0.501094052,0.164432327
5405.812325,127.153801,1.701060368,1.670988273
5400,146.0801034,1.766210752,1.594872461
5411.210216,123.4832925,1.765288137,1.933620039
5403.409428,158.0771801,1.697705088,1.907731893
5400,142.199367,1.640199857,1.97164443
5407.53034,131.9111566,0.203911854,0.292400876
5400,146.2564319,1.508500085,2
5400,146.6946884,0.183121207,0
5400.809984,683.0462734,1.16490035,0.717490126
5404.018922,133.5487745,1.720482246,1.557646011
5405.248903,171.9474623,0.356148194,0.1808598
5404.437584,153.7603373,1.926752165,1.848186462
5410,117.1199398,2,1.900733846
5400,164.2310244,1.797960459,1.867893445
5410,160.4269666,1.751977109,1.953550573
5400,132.867502,2,1.918797433
5400.278881,158.0903711,1.860991638,1.426428051
5403.116145,765.4711484,1.450404591,1.591088703
5405.822752,129.0708193,2,1.543674609
5400,100,1.807643348,1.620088186
5401.194156,376.5527889,0.226812113,0.056691645
5409.918124,124.0819821,1.951819193,2.066605849
5403.199166,134.2245873,1.646317855,1.708289793
5408.085615,189.9459453,0.599902716,0.092849365
5410,154.977039,1.734568937,1.74196149
5410,138.9373223,1.658809013,1.915308587
5402.332569,134.7663194,0.487224248,0
5409.620544,137.8129952,1.921701941,1.76448686
5400,173.1282082,1.660222935,1.62295297
5400.002617,121.3466708,2,1.782945634
5400,155.3285429,2,1.981097577
5400,154.5251844,2,1.57601473
5400,154.6493368,0.467235455,0
5410,116.7816933,1.827535306,1.975877431
5409.279151,663.9077706,0.846307302,1.271332754
5404.288774,278.3015202,0.914883558,0.998271011
5410,143.4822497,0.281250837,0
5402.23856,846.0618068,1.384111384,1.518638746
5400,156.3004079,2,1.933761593
5400,126.1351198,2,1.429608373
5410,100,1.674670071,1.464309796
5410,113.9717214,0.758717001,0
5400,134.6365442,0.406510869,0.034601542
5400,116.874289,2,1.858761868
5407.23541,106.4346099,1.985933172,1.7443918
5401.420151,116.1941572,1.85337561,1.313908986
5400,159.5455151,1.592904919,1.464839721
5400,135.3488191,2,2
5400,120.5448076,2,1.557655497
5402.52751,124.1670426,1.589384779,1.81478082
5405.259916,135.0408134,2,1.58491692
5400,178.3735426,0.152838796,0
5400,150.1977382,1.503925482,1.624355052
5401.88858,126.2271259,1.53663696,1.562022389
5408.221462,131.8364051,1.262824951,2.021157148
5403.773879,166.9035714,1.656398184,1.924291966
5403.704064,162.5259524,1.839804292,1.491186663
5400,121.4483623,1.942779092,1.896396076
5400,181.9747793,0.122844895,0.042066083
5410,165.5186505,1.62715904,1.843122903
5402.581498,152.2942813,1.868495557,2
5402.302694,114.3725351,2,1.861293764
5404.891048,100,1.890710623,1.559434412
5400,132.5032821,1.727400398,1.968980196
5410,158.7388579,1.968623138,1.563562184
5400,104.7045432,1.946890093,2
5410,100,1.932210785,1.823967317
5401.832868,183.4882088,0.440627188,0.101702908
5404.355506,599.9082078,0.246615159,0.604751171
5400,175.9408701,0.262216987,0.078883648
5400,163.2323693,0.49471345,0
5400,162.3084538,0.098902694,0.115613965
5410,178.063621,0.310155277,0.124893751
5400,139.4470091,0.266164439,0
5410.411152,162.4042243,0.346208534,0.087519798
5410,100,1.973281245,2
5400,100,1.54312664,1.879784896
5400.627457,154.3249623,1.688190843,1.752669256
5400,132.0864988,1.804976376,1.597492537
5400,151.2927709,0.34142087,0.16627491
5403.36602,121.5023734,1.788020521,2
5410,154.2544455,1.973717033,1.816699792
5402.217982,1097.404226,1.164468203,0.792468479
5400,173.5265175,0.604153386,0
5400,183.4273169,0,0
5400,168.204931,0.242455152,0
5400,156.0957,0.071578947,0
5400,138.5784179,2,1.932969596
5402.94905,970.9632129,0.561001682,0.447098945
5402.878187,100,1.85376638,1.552766131
5400,117.4822532,1.937577625,1.712183488
5402.501167,743.5024199,1.398019711,0.275199399
5407.735672,155.5842262,0,0
5400,115.9554526,1.5674681,2
5407.396516,620.3724355,1.309320532,1.400406669
5400,100,1.916600365,1.618808017
5400,174.2706765,0.162267559,0.009307091
5410,122.0720646,1.696316205,2
5400.615248,120.6678653,1.766337827,1.972561651
5400,109.2293762,1.807488805,1.696377253
5400,114.809994,1.526426333,1.559020485
5400,138.7341298,2,1.750236456
5406.07722,777.7189894,1.076672254,0.2019047
5400,100,1.766126584,2
5407.451688,158.5004954,1.571500874,1.628982189
5400,106.8982011,1.694101131,2
5410,131.7105611,1.673293617,1.570091816
5401.905414,153.7727146,2,1.405847887
5410,100,1.862616142,1.475939932
5400,160.5209178,0.248504022,0.273487476
5402.39282,925.7079681,1.112284275,0.086487359
5403.981055,127.4925657,1.79967006,1.963237602
5401.445356,1026.055088,1.380702294,0.170867608
5409.799532,130.3972854,0.275377208,0
5409.275012,100,1.865916264,1.170586013
5404.110522,105.4369159,1.036794493,0.990486494
5400,107.3000968,2,2
5409.390301,116.9003086,1.805939561,1.640801365
5400.698393,451.5473314,0.57705985,0.030766032
5400,157.2584472,1.872609189,2
5400,109.0033484,1.677584267,1.938520443
5409.191281,160.8258035,1.637095142,1.552321838
5407.004898,139.6234627,0.27243913,0.249904813
5404.329019,108.3046859,1.761591107,1.596827314
5400,118.4736026,1.85236611,1.59090309
5400,142.9776896,1.764550833,1.859637814
5400,188.8587561,0.250375777,0
5406.170504,139.1329206,0.247566077,0.080474499
5403.482237,161.9241433,0.37341376,0
5400,146.4117372,0.081850839,0
5410,100,1.428299889,1.650435906
5410,135.1231688,1.936549975,1.854299563
5405.446365,155.0660369,1.447949911,1.870965139
5406.351336,135.5791039,1.782200371,1.580184795
5402.483472,374.5908634,1.539792063,1.133134431
5400,147.307653,1.629627372,1.656943023
5403.257451,120.6417714,1.997604343,1.619724295
5405.73235,224.7578278,0.966838535,0.528038476
5410,145.9920372,1.802889213,1.701074745
5410,182.2189187,1.571470444,1.576095441
5406.623972,141.4968562,1.871446319,2
5400,176.7740755,0.703701881,0
5410.486153,101.3827175,1.484041634,1.971677442
5410,124.1728824,0.446168158,0.332199885
5400,168.7276666,0.361537769,0
5400,127.8994247,1.796695046,1.751307819
5400,130.1716222,1.757085763,1.665091107
5400,166.9005641,1.73305999,1.969639356
5410,136.7113695,2,1.873276389
5404.72974,970.2648462,0.329188762,0.094000435
5406.149394,113.4527589,2,1.462118497
5400,157.0292732,1.619406037,1.569059186
5400,126.2733897,1.874466302,2
5410,183.4792021,0.132216389,0.086484241
5400,149.2734025,0.039660597,0.041378474
5406.431054,115.6704356,1.877289309,1.734529533
5403.778115,822.883082,1.291029601,0.352052
5410,137.5791037,2,1.333994055
5400,156.5605564,0.286214924,0.105373388
5400,151.9096469,1.488123356,2
5400,161.0733487,2,1.616159115
5400,122.4909612,1.764906027,1.821098892
5406.979096,169.9936712,0.819866174,0
5405.887009,100,2,1.629650977
5400,100,1.674870199,1.916886643
5400,106.3147765,1.788755045,1.977522341
5400,164.1477978,0.346384399,0
5400,135.6627323,1.872492171,1.616698213
5410,162.5148765,1.950218471,1.745403905
5410,204.6176947,0.217604694,0
5400,156.2667561,1.715978575,1.955232216
5404.635778,444.1292015,1.450522366,1.933000816
5400.108206,109.3986489,2,1.786015724
5400,131.7140739,1.639750868,1.877919433
5400,102.4067334,1.522092851,1.831308643
5400,135.6504816,1.595021458,1.993240891
5400,105.9572845,1.560077507,1.68551494
5403.330476,144.8986576,1.786115645,1.872055203
5405.155946,120.2964172,1.983833643,1.693409547
5409.92403,668.6453761,0.046787414,1.03644698
5408.334358,767.9933058,1.139485328,1.611549217
5400,121.2195101,2,1.503880906
5400,142.7886663,1.525827156,1.501653078
5400,143.7126646,1.776832234,1.950682582
5403.664736,122.633734,1.769104987,2
5403.770942,192.6317856,0.154133655,0
5400,132.2609467,1.575111845,1.867024162
5400,152.1559442,1.745974954,2
5405.04577,153.6440238,1.767777244,1.532597909
5411.116297,103.8418438,1.939355648,1.729268256
5410,171.3150056,0.033114455,0.338876817
5404.438759,468.9942002,1.880134771,0.870614966
5400,103.0615311,1.837886511,1.286712631
5409.681869,302.3920152,0.736809176,0.50326996
5410,100.8289254,2,1.814560303
5402.97734,896.9519366,1.653985756,0.735494492
5410,112.8715172,1.646409619,2
5411.662601,146.4570042,1.92632378,1.678707347
5407.4882,121.9170264,1.988957527,2
5400,133.3428934,1.979603789,1.903179279
5400,172.4837167,1.623826847,1.833825934
5406.97203,208.2088537,0.432459973,0
5406.272061,128.6368336,1.801842961,1.834533014
5410,155.9293109,1.863173279,1.417816938
5400,100,1.890651794,1.539861913
5404.043549,117.8311201,1.927460927,2
5404.323982,193.1118563,0.238229232,0
5408.135645,603.3097915,1.293069865,1.321561368
5404.268991,661.9048691,1.890802327,0.375874266
5400,195.6405458,0.186941643,0
5410,177.7091131,0.569967928,0
5400,145.5862357,1.653391347,1.653289502
5407.237887,878.3278685,1.36378332,0.849934567
5404.243137,139.9210307,1.613667367,2
5400,130.650902,1.81853352,2
5400,176.8771018,0.33678271,0.144294372
5400.824789,760.248834,0.029131102,1.085169814
5404.179864,122.1926818,1.697208982,1.728537693
5410,169.038508,0,0.402305041
5400,100,2,2
5403.00478,157.1079008,0.33956532,0.226995596
5408.282141,154.6752916,1.689984993,1.601017325
5407.027274,172.0606345,2,1.701614226
5400,115.6686434,1.430144312,1.773740304
5400,126.3029792,1.715956079,1.588899927
5400,119.7611733,1.897952928,1.384409802
5407.034309,104.488371,1.719718623,1.949972407
5408.026888,509.3680848,0.765564137,1.854331081
5402.070292,115.4449274,2,2
5400,100.5941674,1.976067486,1.688697715
5410,161.176632,1.42658808,1.799226068
5405.278475,116.0629898,1.764102489,1.455413036
5400,144.5751528,1.987555877,1.799741775
5409.645374,126.5719394,1.88511154,1.89973936
5400,151.6720042,1.986153307,1.874702762
5400,159.3108273,0.640579564,0
5404.318901,105.4614768,1.984151591,1.397600096
5400,100,1.940366684,2
5400,132.1672387,1.628733339,1.758198317
5400.269268,172.8650995,1.933061239,1.334322237
5400,153.6621984,1.58759595,2
5400,101.4710306,1.911651377,1.764595853
5410,153.6774075,1.681554539,1.947418191
5400,194.8534582,0.388489374,0
5406.874825,568.3835349,0.987509358,0.362253642
5400,133.9687779,0.377713998,0
5400.152604,157.5140258,2,1.441804878
5410,109.4184682,1.568960454,2
5410,117.9942816,1.415700599,1.696290377
5400,127.350788,1.770865076,1.779606288
5408.264148,339.9242193,0.114404202,1.979237226
5406.912024,100,1.81987844,1.707926385
5403.460269,161.2320405,1.721561242,1.794593924
5400,189.4234376,0.40185258,0.10768631
5409.789062,113.1751557,1.815773674,2
5403.332104,104.2189195,2,1.832170074
5400.272239,818.4094631,1.635182051,0.899429329
5402.58409,117.5726218,1.666550173,1.894502443
5409.976941,131.75682,1.98084794,1.976044949
5407.496391,114.1699115,1.828876543,1.770716525
5400,158.60052,0.211065378,0.015104683
5405.90721,561.0643001,0.766054233,1.860399695
5400,133.4045944,1.584533891,1.626177846
5404.261306,125.8138782,1.648525841,2
5400.177496,126.5041267,1.366441107,1.870199271
5407.10893,124.3689931,1.751087835,1.681160579
5400,126.4070182,1.80336096,1.748352021
5404.369459,633.8529811,0.655184072,1.15658323
5400,155.6000367,0.315507992,0
5409.07484,113.70022,2.103718949,1.728194795
5400,174.0951977,1.840595438,1.75554704
5404.380282,859.8814899,1.900058638,0.346729737
5404.829679,169.1132719,0.33515913,0
5409.462955,127.6651575,1.92648666,2
5400,174.1012465,0.095418183,0
5405.72171,151.3769472,0.240648385,0.022584678
5410,133.4232659,1.928471525,1.742569663
5410,152.6175985,0.539283901,0
5400,170.3538857,0.380567511,0
5400,114.1220493,1.790609357,1.599730092
5400,159.9081541,1.351973963,1.943156679
5400,136.3389033,0.291977778,0.123358258
5400.909809,137.6178914,1.970321017,1.703634107
5400,127.0309784,1.923509356,2
5400,117.6903779,1.714125375,1.863672933
5401.74687,170.448818,1.90222234,2
5400,146.2177951,1.901490395,1.686998222
5400,140.3398428,0.521219905,0
5400,122.7055741,1.856121306,1.861816139
5407.853017,176.1460022,0.165017869,0
5400,129.8732881,2,1.696303195
5400,136.0562419,1.596330595,1.551095315
5408.527195,138.1590576,0.329494407,0
5402.648063,100,1.702653067,1.507419976
5400,154.1286945,1.739712521,1.977967615
5400,154.5083038,0.572974371,0
5400,100,1.53996465,1.745945177
5403.703975,119.170889,1.813718636,1.516098235
5400,165.1406473,0.181101088,0
5400,140.7448091,1.65177507,1.487989236
5404.741066,130.558062,1.783717958,2
5410,104.3188717,2,1.890786964
5404.555843,131.4618313,1.959892837,1.812005577
5400,118.3661042,2,1.637744941
5408.053833,115.6103698,1.768936725,1.78179015
5401.03188,174.7767435,0.649458983,0
5400.739167,163.9843034,1.858084222,1.797209588
5410,112.3844189,1.400736947,1.899660263
5400,100,1.632954714,1.463465775
5401.152726,143.6658639,1.683489274,2
5409.110032,151.1248324,0.072969776,-0.00503109
5400,122.6778116,1.797425692,2
5400,155.2957711,0.277411987,0.043491767
5406.902019,124.9283746,1.686074084,1.93615579
5410,100,1.865877977,1.69208966
5410,145.8068479,1.905142507,1.644267657
5400,121.5321166,1.812006206,1.681090299
5403.997042,118.8785458,1.992995213,1.94821203
5400,201.9786701,0.192417436,0.051795629
5410,144.4581554,1.765793367,2
5400,100,1.810364097,1.662432504
5401.566552,163.3948025,1.856423933,1.709107663
5410,196.1736977,0.158207154,0.03187456
5400,100,1.764317413,2
5407.802377,1012.833552,0.068339732,1.709074782
5401.204904,1056.067882,0.648815878,1.795259742
5405.394284,183.4342954,0.498914685,0
5400,181.2777453,0.736242151,0.113958301
5400,120.5855963,1.821160511,1.554593441
5406.039142,545.7243777,1.749975425,0.648245524
5400.39553,104.0768527,1.658948353,1.772539009
5404.088264,165.5477865,2,1.460439134
5405.708716,126.9555997,1.375094864,1.976589776
5401.580601,120.5763349,1.774668189,1.850293995
5400,109.2826269,1.891710815,1.874419076
5405.89241,569.6840031,0.536985145,1.754470493
5400,131.8902234,0.295720788,0
5402.623889,133.1158803,1.682095429,1.561505667
5405.628323,120.841968,2,1.956522066
5400,140.6108702,1.562057693,1.831631867
5410,113.9227761,1.689551826,1.925747349
5402.33068,110.532636,1.254107204,1.729834778
5410,137.6712894,1.761188076,1.821293881
5399.69907,139.657112,1.691753033,1.7931081
5410,151.3003609,1.850418541,1.757865516
5400,141.4492946,1.919322057,1.860239641
5409.746698,184.1510002,0.324880036,0.42707946
5410,100,1.668557552,2
5400,108.5315591,1.84687595,1.910882293
5406.53825,142.2645261,0.501456671,0
5400,112.2018176,1.909145096,1.781584084
5410,122.20719,0.561896206,0
5400.66306,171.6248079,1.041035148,0.562308735
5409.688375,149.9069737,1.756123372,1.353502278
5400,117.5381674,1.665561396,1.97161119
5400,160.6261441,0.595243871,0.111231714
5400,160.4806016,1.701015686,1.85274448
5410,130.6255402,1.60298358,1.768391717
5400,136.228762,1.840368892,2
5409.99548,183.4218362,0,0
5400.181787,152.8647282,1.760593565,1.444108442
5398.750772,171.2249521,2.082028679,1.866017268
5400,107.2766637,0.355815646,0.047638764
5404.610136,116.3693749,1.931718802,2.020531143
5400,127.4498296,1.567773617,1.983601537
5400,103.1027097,2,1.750978542
5410,100,1.957843965,1.978905393
5400.658351,153.8838601,1.700997016,1.961234033
5405.21765,118.4931954,1.696024004,1.527930411
5409.592748,205.272732,1.409973733,1.116957732
5401.23989,428.3958819,1.129869879,1.493030384
5404.421189,134.4773283,1.669088192,1.570333277
5410,167.4291281,0.261531468,0
5405.97401,182.9541967,1.58065731,1.605542167
5400,168.8887603,0,0.115977843
5410,137.4751879,1.506565366,1.861545838
5407.66934,119.2256582,1.818894318,1.898003185
5404.413398,106.9184656,1.839035073,2
5400,145.938453,1.797619523,2
5400.524213,107.9658553,1.627685941,1.741428947
5410,100,1.528331363,1.524456079
5405.729235,668.5035506,0.399360815,0.644873579
5410.907567,140.0271312,1.827522283,1.852706921
5400,101.4296484,1.682252612,1.709119645
5406.098692,166.6612061,0.371673357,0.377303797
5400,127.5193099,1.958757348,1.614586453
5405.51388,631.6802002,1.608103333,1.814797161
5410,109.0922309,1.906876733,1.902874599
5409.939882,122.6251699,1.652447072,1.732624089
5398.857584,126.2741085,1.369643742,1.7511532
5400,100,1.950863335,1.702985029
5400,119.8873464,1.885909194,1.620813695
5400.141658,646.7950793,1.699615033,1.501127548
5400,105.0795912,1.929794756,1.836528781
5408.220442,100,1.840433024,1.823058677
5400,113.4508828,1.773122939,1.65076446
5407.931312,309.1262001,1.275921999,0.908460386
5403.302405,129.3248304,1.373634793,1.573179522
5400.380656,122.8313968,2,1.696863096
5400,150.8510717,0.358458517,0
5402.245971,181.0381046,0.089245773,0.243813348
5400,138.6619978,2,2
5400,121.8907524,1.666081838,1.39697593
5402.489081,205.4686227,0.238047446,0
5407.509225,125.4267642,1.995359491,1.516739868
5410,116.7231741,1.733619457,2
5410,162.6363782,1.607976422,1.51266511
5410,136.4267251,2,1.603122358
5400.236096,120.6685583,1.460002641,1.927557406
5400,146.1196555,0.223987607,0
5410,139.3495395,1.963164355,1.816148579
5410,127.1002368,1.967533555,2
5408.381136,139.7700517,0.249782003,0.083209952
5400,163.77707,0.47833499,0
5400,133.3020336,1.955769703,1.972227234
5400.932987,131.5064868,1.926327107,1.998613546
5408.248715,117.8765522,1.551247622,1.690497248
5410,145.8750929,0.258259318,0.157975539
5405.105811,115.142365,2,1.676709111
5404.178433,478.926466,0.09656928,0.266497098
5400,157.0801944,2,1.748533675
5400,122.3670913,1.590654392,1.558624543
5400.88989,185.8513639,1.653258309,1.959256678
5400,179.5404167,0.442274106,0
5400.365436,112.6073861,2,1.93408462
5409.23925,492.1018456,0.292743217,0.247003485
5400,100,1.873829522,1.780405866
5410,152.8697207,1.615687454,1.925881305
5400,114.555636,1.967665545,1.498838076
5406.946767,136.5023682,2,1.607698882
5406.222463,115.1593763,1.714969253,2
5400,129.2683178,1.894560243,1.682015626
5400,100,1.211114841,1.401792304
5400.118951,179.451877,1.884989213,1.530265883
5400,126.1621198,0.44475669,0.091047403
5401.891955,133.7539888,1.696708401,1.604547615
5400,148.9426998,1.846123335,1.455665088
5404.696015,111.5520121,1.416802655,1.928941913
5400,150.3772228,0.340511581,0.165843775
5400,210.3670286,0.350351655,0
5404.731458,124.78115,1.331120728,1.755392485
