Radio Frequency,Pulse Width,Azimuth,Amplitude,Angle Of Elevation,Emitter,,,,
5400,149.9958346,1.577842163,7,1.831039626,0,,,,
5406.212645,543.5747008,0.571707272,40.91162284,1.669988614,-1,,,,
5405.637931,822.1535277,1.456275981,7.26188613,0.200887297,-1,,,,
5400,1019.81757,0.169191193,22.42110899,0.426464556,2,,,,
5404.966903,657.5609379,0.877229772,39.26082155,0.916084924,-1,,,,
5403.039778,990.085844,0.610117378,21.12382082,0.137614035,1,,,,
5400,968.6527581,0.125574428,16.03481766,0,1,,,,
5404.811584,110.659321,1.730479044,8.234203142,1.849643735,0,,,,
5400,1026.445248,0.379927106,18.4444014,0,1,,,,
5400,147.0585669,1.989153737,8.88322987,1.749050054,0,,,,
5410,129.8277021,1.741126966,17.61165098,1.549653515,0,,,,
5408.911534,1007.67647,0.050282435,24.44231345,0,1,,,,
5410,133.9952148,1.884728425,7.259121404,1.715438915,0,,,,
5404.9478,1013.546536,0.494341038,11.40225908,0.068649362,1,,,,
5398.371934,145.8192695,2.013307913,12.45289469,1.79112083,0,,,,
5403.926814,1046.80492,0.803254356,30.48795269,0.818843156,-1,,,,
5401.033519,694.9551611,0.706178514,32.98397058,1.685887755,-2,,,,
5410,115.601382,1.633689358,7,2,0,,,,
5406.756143,489.8881063,0.130347101,25.3654358,1.663475034,-1,,,,
5403.265428,192.8582097,1.669965992,7,1.887092064,0,,,,
5409.180429,1025.610726,0.058853385,20.94666322,0.22821481,1,,,,
5407.808334,760.171524,0.619242486,43.161423,1.799993247,-1,,,,
5409.658284,1062.021542,0.497992383,8.832461171,0,1,,,,
5400,124.6869343,1.727413779,20.03259699,1.759471792,0,,,,
5400,134.5177705,1.634211852,12.73021661,1.612754849,0,,,,
5400,114.0256073,2,14.8303889,1.77047046,0,,,,
5400,131.457789,2,9.432723411,1.49874855,0,,,,
5407.183606,140.5745738,1.675411252,15.18991936,1.737029778,0,,,,
5400,142.8584425,1.987512803,12.57889041,1.846578815,0,,,,
5400,995.0528439,0.278965583,14.77579048,0,1,,,,
5410,1028.071323,0.607473176,22.6044922,0.029145478,2,,,,
5400,136.5698168,1.624375084,7.78102271,1.893665691,0,,,,
5402.903441,1009.216702,0.256994951,11.83529743,0.459463577,1,,,,
5400.056475,1017.865492,0.329178072,7.23534857,0.142733074,1,,,,
5403.716516,233.7260992,0.400816703,14.47988734,0.977355925,-1,,,,
5400,1007.149187,0.182489033,13.77799627,0.068028929,1,,,,
5400,136.3778088,1.856902777,14.45603735,1.99512522,0,,,,
5400,149.5253003,2,14.9874791,1.737025919,0,,,,
5400,132.2919805,1.8972682,15.48053777,2,0,,,,
5405.180758,790.7969913,1.70942662,43.51324857,0.4273299,-1,,,,
5400,1031.708662,0.384996577,27.00192296,0.139798573,2,,,,
5401.825156,498.3963433,0.3708777,12.04406151,0.842446839,-1,,,,
5406.248206,1053.776219,0.418671729,16.67838624,0.052320031,2,,,,
5400,152.8647084,2,14.57058483,1.925652349,0,,,,
5400,145.1071406,1.901057396,23.45412709,1.880680386,0,,,,
5400.268382,947.0747109,1.856765356,43.77648213,1.185381823,-1,,,,
5401.160367,140.0338264,1.525897364,10.53081612,2,0,,,,
5401.85344,129.3328209,1.572803147,7,1.939047901,0,,,,
5402.719072,1057.407071,0.276024787,7.100363327,0,1,,,,
5402.433063,148.5326357,1.65406321,8.540041235,1.847359228,0,,,,
5409.7861,1038.65973,0.173325859,10.94392722,0.087819273,2,,,,
5400,144.4205046,2,14.95559099,1.523391366,0,,,,
5410,1073.546251,0.559910922,15.2326472,0,2,,,,
5400,138.55342,1.997465426,14.17460243,2,0,,,,
5400,122.4916299,1.48873253,16.69072397,1.639877785,0,,,,
5410,119.9491608,2,12.14303616,1.712812373,0,,,,
5400,1022.570012,0.36166006,17.27632355,0.11751594,1,,,,
5410,1019.414118,0.110784175,22.02762764,0,1,,,,
5400,1022.27194,0.503901186,15.48282751,0.039732145,1,,,,
5400,106.8606709,1.373200922,19.70058442,1.614952035,0,,,,
5410,1025.291471,0.309193425,8.450542264,0.038888969,2,,,,
5410,167.1315774,1.952063511,16.79744459,1.914258412,0,,,,
5400,123.0143808,1.758579779,7,1.874235631,0,,,,
5407.33661,131.3764056,1.668970346,7,1.334930566,0,,,,
5400,1074.328884,0.233798271,27.12093328,0.105548301,2,,,,
5400,1038.533605,0.020076166,22.46369712,0,2,,,,
5410,141.2531229,1.645610396,12.92852372,2,0,,,,
5400.513476,132.1168381,1.531658932,17.11940567,2,0,,,,
5400,138.2951414,1.916376013,12.65034137,1.638863017,0,,,,
5407.248178,119.7405081,1.860840197,12.58705118,1.889885395,0,,,,
5409.522774,842.4135861,0.89929299,22.4919612,0.30887666,-2,,,,
5400,106.2395631,1.933637849,9.26326682,1.658006423,0,,,,
5400,1045.52769,0.351886242,18.80518891,0.133242357,1,,,,
5400,178.5022625,1.824136207,8.986599597,1.807036982,0,,,,
5405.522744,149.1837705,1.551688224,7,1.545248493,0,,,,
5400,1015.652697,0.006969661,12.59036847,0,1,,,,
5400,1035.744614,0.470616806,12.90964203,0,2,,,,
5410,1007.844118,0.230658716,9.655570216,0.200795517,1,,,,
5401.502328,1021.045809,0.130307602,17.24064962,0.2749795,1,,,,
5407.455981,129.0989839,1.961936704,17.83616852,1.787844667,0,,,,
5400,149.3076815,2,15.21054604,1.721370926,0,,,,
5400,1013.362851,0.378173401,13.5573152,0.177354128,2,,,,
5400.905135,890.8025839,0.626969004,42.98083476,0.241499852,-1,,,,
5400,125.8193178,1.729690948,14.82952304,1.706229975,0,,,,
5403.68574,989.6921175,0.025084785,22.32780117,0.178270506,1,,,,
5408.576034,725.4448354,1.49156464,48.33053644,0.707731163,-2,,,,
5410,138.389407,1.999019468,17.70211726,1.79190945,0,,,,
5410,140.0349492,1.659387239,7,1.68531962,0,,,,
5400,146.7111171,2,16.25899455,1.731551241,0,,,,
5403.838171,1021.146282,0.465387184,11.34661692,0,1,,,,
5403.062403,1037.306964,0.549440987,9.694353584,0,1,,,,
5410,146.1302441,1.937097644,12.10012557,1.901377384,0,,,,
5402.143823,98.50533896,1.686429598,12.15672242,1.830609676,0,,,,
5400,138.7812098,1.894954219,10.19419905,1.60589466,0,,,,
5400,133.6690859,1.956001192,10.56818107,1.604906266,0,,,,
5408.018823,139.3949726,2,10.90642395,1.506689492,0,,,,
5400,131.7122657,1.539508058,13.85442969,1.857754164,0,,,,
5410,1014.494539,0.057893749,12.94205055,0,1,,,,
5400,1031.171462,0.437597378,13.69459645,0,2,,,,
5406.889611,607.4161082,0.541945197,10.23655519,0.777877673,-1,,,,
5402.586905,1019.38304,0.435757374,16.7343537,0.083592495,1,,,,
5403.612853,1017.278676,0.465291891,8.785260499,0.322770569,1,,,,
5400,120.4504933,2,7,1.702658363,0,,,,
5398.659075,1026.039116,0.385097013,10.8271426,0.298865566,2,,,,
5400,996.4799148,0.218044057,24.52505442,0.02853467,1,,,,
5408.051744,284.3319669,0.399179508,23.43611526,1.247411922,-2,,,,
5401.492381,553.1621638,1.205377997,32.86319086,0.109805845,-1,,,,
5410,1006.827401,0.115243403,17.90292374,0,2,,,,
5407.884365,126.2080531,1.882176268,7,1.884142698,0,,,,
5401.149738,1024.703385,0.286326004,14.2075365,0.210050521,2,,,,
5400,1024.857061,0.648485907,19.37798687,0,1,,,,
5407.655258,428.0571205,1.896949169,50.67835828,0.001828622,-1,,,,
5400,172.007946,1.345677243,13.96592116,1.685078447,0,,,,
5400,132.5366752,1.814710415,14.20523254,1.806482101,0,,,,
5400,1033.495963,0.133152466,13.4065176,0.200233928,1,,,,
5410,1040.993499,0.478049454,24.77503667,0,1,,,,
5400,144.4835897,1.364283161,9.502380159,1.948254607,0,,,,
5410,162.8192586,2,7,1.585299609,0,,,,
5400,135.3095415,1.690151549,21.58398602,2,0,,,,
5407.540965,1015.516553,0.789607201,13.07363332,0.204798776,1,,,,
5400,138.0991599,1.449090704,18.02495129,1.894169646,0,,,,
5400,149.4729955,1.710070853,11.87300218,1.918023813,0,,,,
5410,1023.750214,0.419588625,15.63528854,0,1,,,,
5404.606495,875.8795732,1.240353697,20.84628332,0.544279695,-1,,,,
5400,154.9399208,1.944752142,10.1080217,1.592609504,0,,,,
5400,126.9261863,1.631207042,20.64769887,1.761721313,0,,,,
5410,120.5052964,2,10.04513945,2,0,,,,
5400,1037.256111,0,15.14411621,0,1,,,,
5400.800417,100.8553692,1.77841715,11.67815362,1.950014616,0,,,,
5402.587561,156.9054206,1.507452087,13.20067077,1.858540441,0,,,,
5407.941498,1018.692306,0.333208343,13.57107589,0,1,,,,
5400,1055.631577,0.221528742,15.9447281,0.120926309,1,,,,
5408.364233,1015.988909,0.039240993,14.42966223,0.196393112,1,,,,
5410,142.0140643,1.772150241,7.997334067,1.924668605,0,,,,
5400,108.9075775,1.545612827,11.86129316,1.878879012,0,,,,
5400,1020.907393,0.316763409,16.80932648,0,1,,,,
5400,1011.001948,0.411854665,15.27955701,0,1,,,,
5405.709649,1015.33893,0.226484392,7,0,1,,,,
5408.656743,704.2485347,1.734264211,27.05823469,1.966649815,-1,,,,
5400,167.6389864,1.381391129,15.59176989,1.937095531,0,,,,
5410,127.784422,1.795743367,11.1741137,1.457693396,0,,,,
5400,117.5223446,2,14.81704922,1.86873199,0,,,,
5408.552614,1053.487782,0.039065162,17.61439482,0.561820953,2,,,,
5399.842085,1031.266867,0.132407982,12.58087428,0.12563302,1,,,,
5400.786565,1017.43545,0.246335694,20.11821202,0,1,,,,
5401.361485,1040.676333,0.172968953,20.77192866,0,2,,,,
5406.062085,970.1421189,0.200658972,20.29370289,0.073531247,1,,,,
5407.820695,166.4548566,1.842939726,7,1.399767,0,,,,
5410,1029.110458,0.120907884,23.55836379,0.077962866,1,,,,
5403.40898,1019.45013,0.268553119,22.07279485,0.267347981,1,,,,
5400,152.5474534,1.814480534,10.23525553,1.490514587,0,,,,
5400.486063,141.0587894,1.450777073,10.94868768,1.83586519,0,,,,
5410,1042.136361,0.059418749,14.04792598,0.20711122,1,,,,
5403.078605,140.5781319,1.675505809,13.881982,1.834621524,0,,,,
5400,121.2442667,2,14.70970993,1.723438598,0,,,,
5410,133.8130166,1.418346119,10.67421752,1.532187971,0,,,,
5410,124.12767,2,19.56201147,1.973147617,0,,,,
5408.738772,137.5643411,2,7,1.864769793,0,,,,
5407.95331,910.0684046,1.86626776,46.49369848,0.129368928,-1,,,,
5400,1034.900144,0.030114229,20.93748967,0,2,,,,
5400.433342,1020.348649,0.548217604,18.16978996,-0.035367441,1,,,,
5410,992.2348757,0,18.48689559,0,1,,,,
5410.982586,134.8607191,1.587398708,8.019164055,1.542875335,0,,,,
5405.583799,924.7469302,0.166465828,25.11430464,0.702827476,-2,,,,
5404.16156,153.2237095,1.747876669,7,1.718903514,0,,,,
5410,1019.432519,0.196974282,7,0,1,,,,
5400,1045.13085,0.372872113,13.84208141,0,1,,,,
5403.602721,1061.867841,0,15.90739348,0.200493266,2,,,,
5400,1041.453683,0.577120412,27.1945209,0.030740823,2,,,,
5399.139128,1091.776503,0.379135177,15.07905127,0.019239708,2,,,,
5408.51283,286.1433129,1.79954958,46.66078627,1.385941391,-2,,,,
5402.463722,994.0650956,0.19837167,29.39347267,0,2,,,,
5400,1026.372466,0.145937536,7,0,2,,,,
5400,1043.04983,0.367493784,21.7935842,0.056891846,2,,,,
5400,1042.828491,0.352386264,21.04854978,0,1,,,,
5407.779532,985.8332961,0.002768842,50.51912582,1.312629959,-2,,,,
5405.381682,430.8103874,0.461075607,15.26349334,0.328912481,-1,,,,
5410,150.7773365,1.484862901,11.7580072,1.516404891,0,,,,
5410,1057.565934,0.402822811,26.35669473,0.188375426,2,,,,
5400,1047.402816,0,18.96204314,0.081037707,1,,,,
5400,123.1775726,1.840217132,18.09030537,1.943493154,0,,,,
5400.635316,1060.992656,0.142284291,16.42286601,0,2,,,,
5407.80707,681.0224517,1.020413136,7.192850548,1.56863153,-2,,,,
5405.30803,639.8768842,1.038864544,39.87963173,1.611694695,-1,,,,
5400,135.0477693,1.992298658,19.6970898,1.307609535,0,,,,
5410,136.3219084,2,18.83667143,2,0,,,,
5400,182.8396528,1.775016506,22.23051242,1.864097781,0,,,,
5400,1022.610846,0.52908641,7,0.111833722,1,,,,
5400,122.416936,1.836003828,15.35183304,1.700197785,0,,,,
5401.794873,1001.794651,0.38496385,25.74507498,0.289697313,2,,,,
5400,118.9855361,1.764983463,7.550712276,1.601820232,0,,,,
5400,1014.693127,0.016487652,12.51156084,0.038444703,1,,,,
5409.054485,1000.326298,0.245803606,36.30580848,0.515395577,-1,,,,
5405.59427,632.3469275,0.99985239,13.18928268,0.138403625,-1,,,,
5400,100,1.683753946,7,2,0,,,,
5400,142.3907026,1.827013613,19.10199812,2,0,,,,
5400,1035.667117,0.684948998,13.40071539,0.109074266,1,,,,
5403.298352,167.5628113,1.915013272,6.62508871,1.939683548,0,,,,
5406.845241,117.0230346,1.661864339,7,1.677841894,0,,,,
5401.683716,142.0311197,1.79787138,22.46694132,2,0,,,,
5410,178.1452885,1.8297447,13.89673609,1.586590338,0,,,,
5408.380058,1040.576542,0.146829347,10.72028054,0.138090327,1,,,,
5400,155.4631032,1.768075163,23.97452988,1.882586293,0,,,,
5400,136.2899294,1.840024813,14.940323,1.756773685,0,,,,
5410,162.4660506,1.443351619,7,2,0,,,,
5409.827081,697.0070947,1.342457965,26.89367375,0.357394422,-2,,,,
5404.630907,293.0234282,1.488909273,7.432810456,0.532527975,-1,,,,
5400,1057.792192,0.519225644,15.89417241,0,2,,,,
5409.261215,155.7607543,1.642526197,25.98270569,1.100761316,-1,,,,
5410,1069.089329,0.296649444,16.03618083,0,2,,,,
5406.929649,580.2010709,0.708585166,9.537168442,0.091564031,-1,,,,
5408.125959,452.5545656,1.915309625,14.85001589,1.10773786,-1,,,,
5400.638385,435.7525055,1.887019701,14.76398967,1.110567803,-2,,,,
5405.559042,128.6187722,1.935802386,7.178483243,1.790759395,0,,,,
5407.648106,1031.200412,0.108936012,14.01346407,0.102391426,1,,,,
5410,163.1222923,1.827528328,11.82741628,1.828771705,0,,,,
5400,1002.988503,0.121524645,14.00292089,0,2,,,,
5400,117.026515,2,7,1.398045806,0,,,,
5400,116.7352034,1.750522364,20.25333265,1.986697632,0,,,,
5400.356624,117.140656,1.880189628,8.217992541,1.827999644,0,,,,
5409.416508,972.7134666,0.299036115,12.54039855,0,1,,,,
5404.958035,136.8814781,2,17.89536006,1.961554839,0,,,,
5408.942647,147.3265497,2,7,1.933329254,0,,,,
5410,1034.071287,0.412585498,14.26907415,0.060329342,1,,,,
5408.707502,168.942696,1.847895308,11.85354469,1.597281423,0,,,,
5407.279845,968.1400064,0.953302073,29.84868075,1.714599968,-1,,,,
5400,1003.815457,0.567797178,12.25669397,0.17945441,1,,,,
5400,148.2184199,2,18.2727516,2,0,,,,
5410,157.5056285,1.956711616,7,1.785465868,0,,,,
5400,135.1397574,1.898524899,12.29819642,1.748447049,0,,,,
5407.97587,171.8439583,1.913956002,15.50374076,1.801389491,0,,,,
5407.22382,1038.937317,0.087441744,15.93801641,0,2,,,,
5400.596289,342.012914,0.269766167,19.25826942,0.420481762,-2,,,,
5407.453387,1003.082775,0.494082277,16.06410514,0,2,,,,
5410,146.264765,1.663531115,11.49007087,1.688298062,0,,,,
5403.749927,1017.780121,0.345893013,15.12643503,0.292239046,1,,,,
5400,1035.228981,0,16.81638645,0,1,,,,
5410,106.2693988,2,11.86964615,2,0,,,,
5400.232211,891.3040102,0.526746432,23.24833438,1.184437276,-1,,,,
5408.313722,1012.672362,0.416671508,22.43241432,0,1,,,,
5402.919938,150.2631055,1.767993882,13.0577722,1.830581489,0,,,,
5407.080378,855.7285443,1.232069689,43.16345139,1.661982591,-2,,,,
5400,125.5312555,1.637621694,15.82584312,1.620618323,0,,,,
5400,100,2,9.220909788,2,0,,,,
5410,1015.462568,0.037545042,15.27728349,0,1,,,,
5403.693665,1018.819171,0.278478085,14.6616879,0,1,,,,
5402.52987,1026.790059,0.694716356,12.32599994,0.047027881,1,,,,
5400,1018.80928,0.577508012,9.795548679,0.027834978,1,,,,
5400,1007.238325,0.281082763,23.97710064,0.346791393,1,,,,
5400,1048.550785,0.564239958,11.45146146,0.111939973,1,,,,
5404.462006,1040.39423,0.400477385,12.96853305,0,1,,,,
5401.845168,1038.649785,0.326645089,18.2699803,0,1,,,,
5400,151.95322,1.785368435,12.49105941,1.636692112,0,,,,
5405.365338,1026.250813,0.129875646,14.51734861,0,2,,,,
5400,136.7737455,1.885884412,10.3406093,1.816652136,0,,,,
5400.536365,1049.743125,0.150396306,17.80747779,0.212205814,1,,,,
5406.523193,1003.561891,0.612758811,15.50781908,0.198382671,1,,,,
5400.16196,227.6873472,0.265229099,28.26559913,1.763497254,-1,,,,
5402.017883,124.7716206,1.617226362,15.16435391,1.447732282,0,,,,
5400,131.2056328,1.563519833,8.564243956,1.893566594,0,,,,
5400,112.4935864,1.611647273,15.88332509,2,0,,,,
5400,1045.501104,0.520905917,22.53146956,0,2,,,,
5400,110.0057038,1.698990148,13.57970443,1.633118062,0,,,,
5409.250983,128.2637457,1.56565094,17.96874063,1.167128314,0,,,,
5400,198.0530052,1.345701047,7,1.532996368,0,,,,
5406.100987,169.4544548,2,12.75670839,1.762185855,0,,,,
5401.960093,142.4012779,1.759917803,8.537467121,1.921377323,0,,,,
5410,1027.45447,0.394232208,23.35666622,0.29810929,2,,,,
5400,1036.897832,0.221619058,19.33241039,0,1,,,,
5400.115115,1001.847372,0.381015098,10.89258605,0.301763039,1,,,,
5405.300135,160.4913633,1.898407733,7.516562322,1.986487192,0,,,,
5400,1017.55718,0.263685253,7,0,2,,,,
5400,1018.77899,0.148077223,7,0,1,,,,
5409.231706,180.2180607,1.926480009,19.74697949,1.579797655,0,,,,
5400,153.2717392,1.882194088,10.59042915,1.760901334,0,,,,
5410,976.5354917,0.136612539,11.96277456,0.085025843,1,,,,
5410,129.3832719,1.899378031,14.43562043,2,0,,,,
5410,113.3098186,1.969313249,7.512359086,1.708931246,0,,,,
5408.729555,441.0984553,1.571554376,25.84785002,1.034564696,-2,,,,
5410,1002.176564,0.013093509,14.5188999,0,1,,,,
5400,1008.42103,0.447111184,19.40027191,0.099589496,1,,,,
5410,156.4976808,1.795396003,7,1.604546907,0,,,,
5410,1042.983318,0.087867565,24.47140691,0.114674859,1,,,,
5400,127.6675272,1.610044429,17.17351712,1.630122003,0,,,,
5400,1031.971865,0.402535088,8.952967986,0,1,,,,
5400,155.9713625,1.577879256,8.763088143,2,0,,,,
5408.423179,1017.054096,0,20.31660847,0.160515901,1,,,,
5410,1041.036671,0,7,0.114848764,1,,,,
5410,1014.30853,0.236284346,12.85423969,0,1,,,,
5400,1058.991521,0.489117006,17.71887273,0.565907201,2,,,,
5405.781525,460.3691809,1.070515141,45.85326848,0.679859786,-2,,,,
5401.79908,126.6389761,1.607651871,4.290191921,2.083202413,0,,,,
5400,112.0502132,1.579056325,22.80847626,1.727081405,0,,,,
5400,112.9778759,1.683083491,8.555424877,1.534150854,0,,,,
5410,1028.952443,0.20137686,20.26549404,0.100760174,2,,,,
5400,1036.479429,0.518779586,11.44407027,0.153684277,1,,,,
5400,1032.641201,0.455362135,7,0,2,,,,
5402.430265,1043.097882,0.325474652,13.52760694,0,2,,,,
5401.405229,142.811391,1.619617794,10.41218338,1.950521457,0,,,,
5404.782049,1038.760934,0.246684988,15.13851507,0,2,,,,
5405.765834,1009.468142,0.433015403,7,0,1,,,,
5402.110884,142.4798157,1.79506255,10.83226123,2,0,,,,
5400,144.4674239,1.757670889,17.94974862,1.922428317,0,,,,
5400,138.5078922,1.635164344,9.642889065,1.902078704,0,,,,
5407.43406,1049.739587,0.346090925,17.52541632,0.101112363,2,,,,
5402.373525,127.073654,1.907085191,7,1.540978834,0,,,,
5410,1056.192587,0.333969212,12.20480795,0,2,,,,
5400,144.7711614,1.954978126,7,2,0,,,,
5400,1059.749379,0.385335793,30.30580535,0.038337385,2,,,,
5400,991.4492418,0.294833387,13.91628411,0.0785147,1,,,,
5400,160.6939939,1.911384527,13.43580358,1.808491975,0,,,,
5400,126.072991,1.842819305,9.623998156,1.523383231,0,,,,
5409.324935,1069.811669,0.348208956,15.5084597,-0.113708125,2,,,,
5409.049334,148.8095959,1.806466234,9.113497803,1.878623175,0,,,,
5400,105.6661253,1.711377158,11.20003706,1.904772407,0,,,,
5400,1033.179283,0,10.65017542,0.02509797,1,,,,
5400,148.2333466,1.80501091,19.04621052,1.4848975,0,,,,
5400,133.2857209,2,15.27732814,1.726910809,0,,,,
5403.513805,1039.332964,0.490849146,13.5122604,0.161554327,2,,,,
5400,1010.749447,0.711689023,7,0.009524826,1,,,,
5400,1024.682013,0.398482452,13.66501524,0,1,,,,
5400,163.7723743,1.673349826,10.50134695,1.961894287,0,,,,
5400,157.0410756,2,16.06876713,1.793094887,0,,,,
5410,1020.441967,0,12.59455084,0,2,,,,
5406.286082,1004.832737,0.603174462,16.78666087,0.064893438,1,,,,
5410,128.0055631,1.825786209,7,1.712655132,0,,,,
5410,1012.665679,0.46393111,22.01691268,0,2,,,,
5400,146.8226444,1.76559897,8.027021266,1.953263235,0,,,,
5407.150189,856.9796311,0.405631384,28.67981656,0.572386633,-1,,,,
5410,1004.744406,0.440108888,11.18068731,0,1,,,,
5410,1017.025706,0.45375936,18.52596264,0.146762826,1,,,,
5400,1004.142256,0.551725632,18.84736706,0.243760478,1,,,,
5410,121.9250256,1.664906551,18.56929114,1.993619433,0,,,,
5400,113.2145937,1.773700353,11.96078579,1.643227198,0,,,,
5402.871071,123.5910307,1.610224543,7,1.804943591,0,,,,
5410,1002.69844,0.096191584,17.97832474,0,1,,,,
5400,1022.498161,0.304887517,10.52333555,0,1,,,,
5400,139.6892368,1.885748219,15.37650463,2,0,,,,
5410,1026.226607,0.146480164,7,0.284052692,1,,,,
5400,1029.294254,0.406532459,12.81911311,0.014346386,1,,,,
5400.081552,131.6435296,1.855711156,7,1.910609767,0,,,,
5409.086108,1040.288406,0.539701981,11.37300792,0,2,,,,
5400,160.8799038,1.923715057,7,1.58647349,0,,,,
5410,1053.496126,0.140964727,7.040821625,0,1,,,,
5400,111.2272597,1.695850739,11.64597306,1.688136349,0,,,,
5400,189.506276,1.453432249,11.67312896,1.606513213,0,,,,
5400,1028.59135,0,17.61358489,0,1,,,,
5410,138.5818379,1.788841676,12.22774428,1.459876686,0,,,,
5400,127.0295674,2,12.26207441,1.915288461,0,,,,
5400,1015.630296,0.404024972,19.49122452,0.488790242,1,,,,
5406.657385,112.8347443,1.770651924,12.95344738,2,0,,,,
5400,1017.544982,0.543055717,7,0.285880562,1,,,,
5406.500521,139.8664285,1.804112031,15.24306115,1.899148211,0,,,,
5401.019768,138.9540572,1.518567966,10.16407221,1.878496809,0,,,,
5400,1043.438032,0.470382225,20.72483964,0,1,,,,
5402.90305,146.7262512,1.333349578,19.13886451,0.506363021,-1,,,,
5407.378983,153.5084654,1.616297977,22.35126297,1.508178027,0,,,,
5400,163.1283554,1.9009814,16.38798496,1.774730506,0,,,,
5406.3891,155.8985204,1.987986514,8.799670414,1.703455617,0,,,,
5410,167.5575928,1.767563328,7,1.484341467,0,,,,
5400,1022.240361,0.395712752,15.16400838,0,1,,,,
5410,101.6282115,1.86833702,16.91684817,1.810903315,0,,,,
5410,138.0788983,1.703504911,17.34603147,1.738667419,0,,,,
5408.603623,1069.221801,0.215139463,11.84084313,0.118707716,1,,,,
5400,1032.583646,0.216908871,14.67823281,0,1,,,,
5400,129.2950859,1.858905665,15.40857447,1.544578966,0,,,,
5409.046266,667.4034855,0.453769088,39.93253571,1.332909876,-2,,,,
5410,1082.992036,0.095528138,8.843333381,0,2,,,,
5410,153.2952618,1.67319101,18.3824655,1.921747853,0,,,,
5400,1011.044015,0.240701982,10.19793638,0,1,,,,
5400,1020.211072,0.198318942,18.43161753,0.154566639,1,,,,
5408.914974,151.8604695,1.765411368,7,1.709605775,0,,,,
5400,151.5007681,1.684937961,11.08979769,1.970102677,0,,,,
5410,1023.411548,0,13.26670971,0.453144997,1,,,,
5400.879564,162.3312854,1.722790184,17.67255384,1.809752666,0,,,,
5400,117.5467687,1.976021741,10.22606502,1.887729347,0,,,,
5400,137.3775907,1.843962571,8.324392436,1.503375337,0,,,,
5410,1027.114112,0.193965737,15.18999731,0.168029241,1,,,,
5400,1032.162376,0.158319321,21.13186936,0,2,,,,
5410,1037.00636,0.31793495,16.96223451,0,1,,,,
5400,1046.820699,0.14062204,11.44395948,0,2,,,,
5400,1035.316245,0.538394598,11.44686105,0.157132664,2,,,,
5400,1054.279113,0.548851392,17.84482538,0.235388229,2,,,,
5400,1032.702992,0.087090147,20.38293752,0.05924237,1,,,,
5410,137.4389764,1.783792226,11.32584908,1.469814623,0,,,,
5408.740598,1047.698837,0.300762213,7,0,1,,,,
5409.487465,1035.862884,0.442648477,7.662211822,0,2,,,,
5403.005195,1008.156201,0.627360557,15.16547796,0,1,,,,
5400,1024.649601,0.356175879,12.83208882,0.204513788,1,,,,
5400,131.9281333,1.307065103,20.48022008,1.783640445,0,,,,
5400,119.0065177,1.573839159,23.95078071,1.617290383,0,,,,
5406.078358,136.771442,1.737577495,12.9397671,1.782524095,0,,,,
5405.920143,148.6858292,1.747839794,8.049614078,1.749764468,0,,,,
5400,148.4194557,2,12.40015544,1.779922682,0,,,,
5400,1079.600881,0.345505214,21.60295442,0.37880756,2,,,,
5400,1033.478535,0.359224994,7,0,1,,,,
5406.153555,1017.10095,0.478918405,19.68961378,0.232797566,1,,,,
5403.589304,143.2755374,2,7,1.951918154,0,,,,
5410,1069.780743,0.287345894,7,0.08865524,2,,,,
5400,151.5271204,1.748851257,13.84504318,1.655594699,0,,,,
5403.466009,1090.869738,1.853304114,11.46721409,1.085027088,-1,,,,
5407.672885,1013.794556,0.190005751,22.09395602,0.278527029,1,,,,
5401.445696,160.6359751,1.752442213,11.94929263,1.875673581,0,,,,
5400,1029.468228,0.262975063,17.01550612,0,1,,,,
5410,153.9477496,1.688495388,15.69373111,1.754944985,0,,,,
5400,120.2083919,1.856425305,11.10502233,1.668697849,0,,,,
5409.426284,1087.130337,0.053745946,17.18069412,0.134173598,-1,,,,
5400,1058.065881,0.13556446,15.36002103,0.281247984,2,,,,
5400.859931,331.2264655,0.607675271,30.43693579,0.312395243,-1,,,,
5404.852127,109.3717004,1.597070843,15.54176529,1.655437163,0,,,,
5410,125.7240107,1.83291961,10.40154132,1.543623973,0,,,,
5400,1036.756975,0.600929029,17.34518693,0.029350564,2,,,,
5400,112.9592715,1.619337547,7,1.562061167,0,,,,
5410,1010.238889,0.186675615,7,0.259538684,1,,,,
5400,124.874365,1.967573677,13.72631106,1.722258467,0,,,,
5400.057273,168.2844135,1.710370036,14.44622879,1.990221515,0,,,,
5405.097156,1036.027958,0.412666402,12.03873091,0.001042817,1,,,,
5400,997.2333847,0.439992766,19.8041988,0,1,,,,
5410,152.6415877,2,16.6216806,1.779141316,0,,,,
5402.440302,1080.839564,0.248595898,29.73296083,-0.087992235,2,,,,
5400.193975,993.5654668,0,14.49579832,0.237911172,1,,,,
5410,100,2,18.0928385,1.601672644,0,,,,
5403.839279,132.711463,2,7.342933767,1.682492565,0,,,,
5403.539453,1022.015472,0.146700983,20.66362745,0,1,,,,
5400,1000.449215,0.12591036,16.58936493,0,2,,,,
5400,152.308785,1.892412109,7.788561301,1.823862278,0,,,,
5400,1007.949738,0.019038194,12.50666859,0.1545016,1,,,,
5410,106.2219666,1.846807932,12.5821368,1.460902649,0,,,,
5400,173.4803885,1.752757844,15.41239985,1.714752472,0,,,,
5409.795882,120.6276751,1.799630839,14.81510713,0.154238599,-1,,,,
