Radio Frequency,Pulse Width,Azimuth,Angle Of Elevation
5400,1000.906057,0.156879609,0.477392912
5400,189.6481879,1.833501895,1.859381501
5410,1035.160993,0,0.673734999
5403.891474,220.5625486,1.623917702,0.040377577
5409.577348,1013.430032,0.354710934,0.592432769
5400,1068.200263,0.159087174,0
5400,145.459275,1.974851514,1.502766598
5410,153.7686671,1.530726478,1.898511816
5404.751137,1009.237214,0.245138769,0.222294369
5401.697945,1008.569481,0.435249752,0.555627983
5404.327123,1030.711735,0.586176407,0.606973261
5403.511417,126.644899,2,2
5400,1038.856136,0.090416829,0.634335738
5401.940052,1080.470141,0.144790638,0
5410,1052.315792,0,0.0075695
5400,141.8899258,2,1.633654157
5400.300678,139.4352564,1.698602614,1.88976928
5410.135782,107.8990934,1.758614906,1.844574044
5404.585177,137.146582,1.853146814,1.495769955
5408.630407,1048.745044,0.2720894,0.660235606
5400,1042.34815,0,0
5400,111.3156015,2,1.74709035
5410,979.2043559,0.184990279,0.681250216
5400,181.163489,1.811178351,1.759091182
5401.269316,117.2741502,1.686781479,1.846362046
5400,1055.89457,0,0.17826002
5400,152.5859677,1.808117592,1.994430971
5400,100,2,1.681462089
5401.951205,916.0313319,0.646458658,0.772070992
5403.044892,1056.686083,0.474912872,0.592703717
5400,1013.784845,0.176450016,0.512109151
5401.178391,1041.728256,0,0.608713237
5410,1032.106971,0.495346507,0.757796003
5404.470652,1014.08337,0.392757364,0.298218086
5410,131.6444211,1.816164841,1.446420304
5402.717948,721.8794486,0.61241178,1.000562277
5403.652731,151.1532174,1.789273912,1.820068911
5400,1064.949422,0,0.194506155
5401.326021,1051.39403,0.179955631,0.561697762
5400,1006.582229,0.146733619,0.453754449
5403.326768,515.3541135,0.584302504,0.317622225
5400,1079.718396,0.178023089,0.009630288
5400,131.2794795,1.836757888,1.776704611
5400,1075.858183,0,0
5400,126.9908454,1.761704631,1.581259548
5402.584535,126.2803213,1.902566867,1.955404962
5400,1005.75068,0.09898716,0.210331787
5400,1026.58559,0,0.43787232
5410,1045.06036,0.295805957,0.031730075
5402.469516,109.4259442,2,1.650498094
5400,1042.293918,0.188167688,0.615385693
5400,1012.444817,0.649259585,0.45989687
5400,135.7803351,1.871773932,1.856268995
5405.129637,163.0834954,2,2
5400.866545,976.7129834,0.521972753,0.452536389
5402.758506,776.4961681,0.627461721,1.49824205
5410,170.9844607,1.832937833,1.990607524
5401.415796,1023.524144,0.198248024,0.375374239
5400,130.8766697,1.543917602,1.934516757
5403.855344,1010.006548,0.919012939,0.570369645
5400,1059.015321,0,0
5408.936132,1042.456994,0.263752511,0.634637476
5405.523785,1036.834973,0.545616301,1.016024744
5400,143.1342125,1.654062088,1.717616277
5410,103.9143564,2,1.892445796
5400,144.612295,1.877340703,2
5400,991.5146836,0.256030785,0.126138301
5403.208434,259.0002329,1.322626997,0.838812285
5406.105977,323.6221674,0.056290542,1.977545485
5408.016183,108.8330093,1.653055324,2
5406.765667,142.4043066,1.730982426,1.631644453
5400,142.859811,1.563470321,1.80871255
5400,120.5694529,1.805832853,1.791799465
5410,107.7393111,1.786687064,1.704015912
5400,147.1264093,2,1.864404421
5403.463223,131.5754452,2,2
5400,137.9836815,1.638242049,1.552124634
5406.296036,156.8026377,1.164438834,1.500223451
5400,1040.010184,0.217043557,0.541626371
5410,133.482936,1.792219904,1.864521814
5404.546375,1013.807393,0.238879948,0.516245216
5410,178.1700006,1.82493713,1.760289409
5410,1009.300304,0.363832068,0.503567075
5403.704361,1052.381505,0,0
5400,157.258145,2,2
5400.455344,1041.145743,0.177192618,0.463155122
5400.998945,969.4141976,1.088641776,1.42750501
5410,1011.208657,0.357271303,0.351756544
5400,113.4494212,1.906816175,1.665916466
5406.640297,183.0922355,1.815007352,1.92296914
5403.991574,715.4464564,0.189114836,0.282703246
5400,990.1128017,0.586308148,0.951570965
5400,132.6865697,1.930561358,1.987378319
5410,142.2531894,1.960891519,1.87236193
5400,122.8726651,1.922304858,1.545772996
5400,132.5857132,1.73987487,1.422583664
5410,1027.222012,0.221686088,0.614799396
5400,1005.933938,0.016174917,0.463473327
5408.087174,100,1.919324035,1.748706935
5410,1039.400849,0.513465822,0.365378455
5404.980275,1045.703299,0.344040043,0.850992594
5400.919734,1086.379203,0.070732981,0.177604079
5400,988.3960248,0.39016345,0.576048522
5400.270058,147.3761159,2,1.941388525
5400,129.8265208,1.809364318,1.628690525
5401.713587,139.7550302,1.718426041,1.836491542
5406.691088,111.7233932,1.648751447,1.739274704
5410,128.6886345,1.871935877,1.816554208
5400,133.09538,1.895994476,1.898251592
5401.960046,1032.620144,0.392534081,0.558383049
5401.42909,192.5393936,1.490726806,0.878446327
5400,1003.472707,0.372382925,0.531230595
5400,153.9759317,1.912302001,1.765879598
5400,1004.038789,0,0.526259648
5400,1044.540678,0,0
5410,116.5965355,2,1.694751509
5400,984.8233924,0.364883735,1.173587014
5410,128.1936257,1.688950458,1.812464525
5400,110.1752464,1.627169665,2
5400,110.5193677,1.80857374,1.856206489
5400,1069.033755,0.227897376,0
5402.415965,1046.321406,1.179464846,0.6813068
5406.314417,141.0081211,1.976974909,1.806135955
5400,1038.732808,0.022065042,0.327978081
5400,1039.77985,0.318795596,0.545553723
5403.627563,1025.979016,0.198333242,0.394061534
5400,102.8963091,2,1.695646483
5405.594806,1006.663261,0.20439586,0.857192431
5400.672214,170.1035167,1.599709109,2
5407.684059,1009.726228,0.438641558,0.673875359
5401.940779,119.4847318,2,1.79167206
5403.352277,133.4348687,1.962735224,1.98110206
5400,146.7663399,1.969679305,2
5408.934076,1034.14654,0.096150989,0.555464253
5400,1003.820249,0,0.640599229
5400,996.0522788,0.326548865,0.601902022
5400,130.696076,1.886037839,1.995279303
5400,100,1.703212973,1.718615988
5407.542561,135.5602435,1.739138652,1.860164801
5400,142.9928071,1.83439252,1.435014896
5400,153.4862628,2,1.805754594
5410,1048.406372,0.072308818,0.25807889
5403.921035,396.7034176,1.352745858,1.570877278
5400,1097.497232,0.355359596,0
5409.042782,1042.478324,0.377371986,0.548699409
5400,174.1266012,2,1.588182596
5406.086174,120.9084052,2,2
5407.782877,1028.444264,0.180540899,0.848879627
5407.870299,1034.014876,0.038264419,0
5400,1057.641094,0.205757706,0.425540294
5400.810469,1045.243243,0,0
5407.620118,1017.957874,0.231182196,0.349211885
5400,162.7172975,1.893399422,1.833703345
5400,131.2888544,1.73975697,1.886788394
5408.998437,128.7718645,1.994783217,1.749578897
5401.595629,1003.268176,0.456020604,0.642038119
5400,150.2071858,1.786482017,1.868938522
5408.594848,122.4633731,1.852546481,1.854421386
5410,1042.087498,0.64665431,0.290506129
5400,1013.327112,0.296575181,0.536884773
5400,1047.440196,0.131981195,0.410592896
5401.855502,130.7585541,1.988600032,1.57806592
5400,110.5292274,1.616676492,1.617530716
5403.93367,143.476899,2,1.771484605
5408.970904,1019.837315,0.845320946,0.691289421
5400,140.9554044,1.569822286,1.948422453
5400,134.6035773,2,1.485806512
5401.612023,124.1749417,2,1.711865072
5400,1046.955347,0.069629128,0
5400,1030.976106,0.269139962,0.282032705
5410,149.6227867,2,1.588371318
5400,1041.581684,0,0
5400,1062.09115,0,0
5400,148.5562165,1.74745863,2
5400.431478,129.1843353,1.783674748,1.990430683
5406.825111,465.6545436,0.996011622,0.777247343
5400,1024.360664,0.490937205,0.897658849
5400,158.9536322,1.966554756,1.329250972
5402.704087,112.8949597,1.716256023,1.662433291
5400,1008.526861,0.506695954,0.664568314
5408.976795,369.9965917,0.861545403,0.913360583
5400,104.8477865,1.995420404,1.931381611
5403.956191,144.3422554,1.811293122,1.729955721
5410,1045.695626,0.071810217,0.067837992
5400,150.2810081,1.58430913,1.833587725
5407.420231,153.880983,2,1.351353211
5410,114.5860519,1.615513222,2
5402.894726,111.7265569,1.800374635,1.868192395
5400,140.5761773,1.908300197,1.923365334
5404.289307,1026.501624,0.65723463,0.527523356
5400,162.903674,2,1.799560094
5400,1011.505548,0.230556163,0.412526139
5407.058692,162.7113153,1.68324117,1.474414722
5400,156.23015,1.951911795,1.67279296
5406.727366,999.5427143,1.091148513,1.19148389
5401.982171,381.9737816,0.366634941,0.151892285
5410,127.152727,1.952171085,1.640951479
5408.37729,155.5969956,2,1.727334481
5409.976963,648.3031834,0.295037882,0.887879225
5410,1017.741252,0.438069748,0.387288718
5400,132.7573001,1.8898952,1.779631639
5410,1022.696574,0,0.371387749
5400,141.2654535,1.664515999,1.906708266
5400.476678,152.9876379,2,1.762966664
5410,125.3174676,1.720027657,1.998740349
5400,1048.003318,0,0
5400.300921,1010.956882,0.730903869,0.531504658
5410,1052.424429,0.381462327,0.527475675
5400,149.5038512,1.92994403,1.990862142
5400,131.9259767,1.367251844,1.783531638
5400,165.3204626,1.712745224,1.655757598
5404.593941,1029.437742,0.39687068,0.194017181
5400,157.786383,1.762397316,1.578441649
5410,136.1498716,1.919180001,1.904377747
5400,1042.33549,0,0.698745838
5407.084681,107.7310146,1.961445761,1.669983292
5410,164.7675848,1.708462338,1.900832721
5400,166.3507719,1.790638712,2
5400,132.2556535,1.63433378,1.467537114
5404.370719,1058.861779,0.336334187,0.152108219
5402.879053,826.5296697,0.407309913,0.114897755
5400,1032.73102,0.327513901,0.4704657
5400,100.3976837,1.881193385,1.803378014
5402.864128,124.7909681,1.529042175,1.988741486
5402.205597,1002.553766,0.336252836,0.642364535
5400,1031.846626,0.017601334,0.418712243
5403.641898,152.8673138,2,1.828415716
5401.538189,1068.668699,0.070561095,1.760895315
5400,133.1995565,1.769019313,1.877729675
5402.289547,1024.197202,0.263939269,0.394140422
5410,1022.992111,0,0.028826868
5400,977.2285301,0.089396199,0.616201197
5403.29317,532.591672,0.752178435,1.973962136
5400,111.2498836,2,1.54809495
5400,120.5161597,2,1.499796543
5409.501923,1042.013869,0.372753259,0.257153526
5400,139.0980269,1.791241176,1.81300533
5400,121.2980323,1.764571807,1.619680725
5408.993302,999.3817721,0.981801282,1.667237117
5400,1035.580654,0.225343552,0.752782007
5400,1023.297841,0.242246992,0.153642573
5400,167.9340879,1.768680241,1.529999643
5400,1061.127912,0,0
5404.215435,1079.133599,0,0.186960307
5400,139.6183806,1.923835566,1.725828527
5406.83355,1054.778675,0.043342527,0
5408.270029,127.7404571,1.613484126,1.687026809
5405.873011,847.3760193,0.019605967,0.114852011
5410,130.0155126,1.979727263,1.341568314
5410,111.8223605,1.680517795,1.789049136
5400,1057.471561,0,0
5400,1071.635725,0.258049375,0
5410.170294,116.8821166,1.718283568,1.711153216
5410,1030.974506,0.073611653,0.33948273
5409.706694,130.5987299,1.832960032,2.105693667
5400,1045.789845,0.414258235,0.115906587
5400,160.2927033,2,1.888362177
5400,1080.627583,0.123534328,0
5400,989.4809817,0.318840674,0.326999185
5400,152.6914755,1.637676224,1.728877103
5399.460576,1078.998702,0.27739336,0.137938444
5403.667207,258.3121038,1.044505855,0.232063775
5405.673568,1023.574801,0.514366898,0.735912839
5400,1038.662876,0,0.179339768
5403.415181,155.8089399,1.881092136,1.608830224
5400,121.177578,1.843075729,1.52962693
5400,148.3678993,1.720033814,2
5400,1038.760797,0.240529746,0.29963993
5400,1058.054383,0,0
5406.250765,1061.950505,0,0.046456112
5400,1026.147371,0,0
5400,987.1818633,0.131319237,0.472005349
5406.548124,1021.973811,0.32445409,0.708361887
5400,1020.227892,0.388701644,0.070366342
5400,1010.43739,0.394052786,0.857541355
5400,130.8938811,2,1.761644358
5400,121.6486593,1.528074157,2
5400,149.9265067,2,1.607272768
5408.170034,1065.7596,0.051348757,0.313278876
5400,1035.775658,0.351604322,0.428235234
5401.384677,137.0124187,1.708337885,1.626112502
5401.241607,142.3899177,1.985626952,1.704025122
5400,1035.194734,0.4338349,0.689970614
5406.383494,133.7127979,1.87808764,1.838829317
5408.681112,993.6398185,0.351628848,0.987418866
5400,155.3600264,1.773228401,1.766591345
5410,144.2907438,2,1.676319401
5405.444049,149.4078821,1.578028727,1.933541333
5400,139.7566331,1.749161672,2
5400,1016.806242,0,0.531919427
5406.8662,809.8448292,1.09888769,0.156652761
5405.579076,1017.622108,0.267254984,0.660426448
5400,120.1488625,1.487763848,1.902197552
5410,144.7743006,1.577223274,1.766731921
5401.205711,1048.909752,0.162900445,0.667293993
5400,111.0922807,1.65938096,1.542164856
5400.789055,124.5226441,1.86093862,1.900640697
5400,120.1105583,1.99101811,1.751259878
5403.425348,172.9055671,1.720335484,1.821583738
5407.268477,326.0828619,0.009597484,0.866397908
5400,153.6771718,1.764235042,1.793892826
5409.236701,152.7942139,1.721900088,1.604759089
5402.319727,1072.953418,0.239934887,0.23863269
5402.21426,502.5538902,1.194880081,0.708595767
5406.551742,147.4764824,1.74073549,1.775183093
5406.962086,1073.14717,0,0
5401.604061,831.198685,1.381523923,0.145411115
5403.066215,1041.427201,0.622992444,0.454329106
5405.52441,145.5388117,1.689339494,1.745623561
5408.985476,478.2612348,0.482662556,0.713731241
5410,154.9698824,2,1.680194274
5400,1060.087655,0,0.029929725
5400,133.2299302,1.362912202,2
5404.379542,1087.855907,0,0.202223609
5400,1095.61852,0.001896545,0.412756293
5400,1021.147367,0.257621104,0.410437038
5410,147.6889201,1.623169407,2
5400,1042.168417,0.506167292,0.35222597
5401.978858,144.7826806,1.860495492,1.861197561
5410,118.4603444,1.903159318,2
5410,134.9073668,1.645520878,1.611535242
5408.325989,335.6763986,1.214478382,1.781114117
5408.920916,1012.90125,0.469320486,0.292455324
5403.704765,152.6015152,1.803035704,2
5410,1050.154744,0,0.058925955
5404.842626,130.1622243,1.52428328,1.838837501
5400.530772,136.9819017,1.843395497,1.857526272
5410,1018.273782,0.648389599,0.220750155
5400,1000.341745,0.12279384,0.334637936
5400,151.5433085,1.72341075,1.630587527
5400,1079.544725,0,0.087139738
5408.191645,1000.967981,0.363715991,0.613106666
5400,999.7046699,0.303871684,0.453146939
5407.718621,1075.021391,0,0.098527968
5400,1034.584017,0.222862894,0.791346134
5400,135.7550075,1.959450382,1.523296416
5400,154.9631471,1.559406558,1.660063463
5407.526892,107.8831672,1.931924137,1.708304884
5400,1031.167011,0.214722303,0.253033904
5400,994.4611821,0.293827095,0.48523337
5410,1043.524509,0.151516161,0.405187461
5406.364423,1026.437177,0.418199885,0.597381959
5403.287574,110.6830765,1.346671247,1.672580556
5410,1001.165696,0.248884298,0.995756294
5400.18331,178.3022969,1.684180072,1.679411418
5400,978.2304738,0.697478242,0.594165135
5410,119.8739722,1.528291689,1.869316486
5405.737762,162.3231307,0.179067854,1.321103994
5407.45521,1013.544651,0.507062443,0.313314339
5406.234228,135.089697,1.980566616,2
5407.217665,377.7854908,1.031159592,1.083990057
5400,146.782291,2,1.749425955
5406.3735,1044.784879,0.502448256,0.334420263
5399.247991,1102.372377,-0.005177958,-0.110415818
5404.95607,151.1587237,1.96619331,1.853843381
5400,164.6993786,1.673138444,2
5410,1066.05162,0.243464995,0
5400,1053.791532,0.21462491,0
5409.799262,327.7715448,1.506006272,0.564942996
5400,1036.02267,0,0.140535395
5402.934165,137.3034871,1.958150766,1.802110562
5402.777012,740.134267,1.525503458,0.120039936
5400,1029.097468,0.205422226,0.244008332
5404.292698,143.4559281,1.996442341,1.888346411
5403.723796,1014.634185,0.095006801,0.539165521
5407.517871,598.2402079,0.020488207,1.070770245
5400,149.5369919,1.80519388,1.542427679
5400,156.9568418,1.823036415,1.80339088
5405.030657,144.5144305,0.98897596,1.710618926
5410,132.3086076,1.617240189,1.963280849
5400.523034,117.1679168,1.856718015,2
5400,100.7825059,2,1.726660215
5410,1025.338167,0.13102899,0.097289301
5410,1007.470126,0.531857321,0.474626121
5400,1027.445351,0.065667085,0.34990759
5402.659157,1033.05223,0.36646724,0.614851588
5402.043585,578.6526936,0.219774891,0.226401119
5400,1009.351097,0.732609357,0.376851769
5400.442341,1075.314297,0,0
5400.447716,1034.560767,0.500289877,0.779132742
5408.489008,1027.892886,0.143939771,0.432074326
5408.625483,1035.733329,0.402115585,0.864484296
5407.872154,1009.897799,0.348281517,0.228515193
5400,1050.638256,0.166817897,0.279895105
5400,995.1700215,0.094476977,0.549835674
5410,1035.809986,0.316771971,0.455808477
5400,989.2863961,0.292934489,0.441811211
5403.19336,124.4480471,1.841721961,1.706744476
5410,1035.43425,0.573785587,0.833858771
5400,123.3594034,1.988176057,1.549488884
5407.904183,1057.121788,0.189098301,0.332850772
5400,165.2601433,1.804571719,1.93539869
5403.570622,912.3632871,0.816756134,1.353414574
5400,1021.668965,0,0.269187095
5405.25045,1009.160075,0.477680159,0.869394797
5406.440744,98.41468646,1.569378948,1.948628605
5410,151.8010838,1.493103922,1.858537309
5409.606416,132.9895911,2,1.58277067
5400,100,1.849276938,1.856677864
5402.839894,497.9745976,0.112961854,0.472870365
5402.168388,137.2956797,1.827592771,1.848163784
5401.881823,1049.473662,0.436082357,0.169281726
5400,167.1080838,1.716294223,2
5400,106.2362381,1.446233881,1.633145701
5410,1008.329384,0.680962099,0.409032562
5403.946719,985.1681516,0.343036188,0.703135284
5400,1016.672891,0,0.061565339
5402.589546,143.7764791,1.732617028,1.794184933
5400.935337,1031.680462,0.527567606,0.477376837
5400,123.692518,1.618776957,1.96621994
5409.803378,1010.050529,0.389670564,0.448686658
5400,113.2683222,1.342946155,1.870135734
5400,123.3362127,1.881352263,1.441997253
5400,1015.170575,0,0.518895793
5410,1017.431457,0.035811644,0.47201919
5406.462384,126.7835469,1.781149851,1.567515704
5400,1087.975758,0.173527443,0
5400,107.5865301,1.651908553,1.520957624
5405.568193,394.8975863,1.605851286,0.504295861
5408.11188,1026.623201,0,0
5410,137.4050453,1.98767243,1.670864412
5400,1055.997577,0.088083261,0
5408.001735,927.4835728,0.305009423,1.035014348
5410,156.7204829,2,1.72125209
5400,155.5915725,1.620926299,1.61341817
5400,137.7790701,1.700740412,1.595330485
5400,145.6316694,1.993594205,2
5403.066651,1001.200447,0.156767794,0.746324088
5401.265582,111.8594115,1.633376991,2
5400,1008.319863,0.279038021,0.611003975
5404.260707,1003.423907,0.142127664,0.509369277
5405.786589,144.2980204,1.729865257,1.832852408
5406.698883,735.7248528,0.673176954,1.31399689
5400,1000.856423,0.065274678,0.394524669
5410,115.2793638,1.870642354,1.84903813
5400,1030.798703,0,0.439266586
5400,1021.185873,0.260882607,0.20318531
5400,1028.574679,0,0
5410,991.3327362,0.386324258,0.556165961
5405.232418,962.832691,0.46045088,0.347371639
5400,1057.785756,0,0.017454923
5400,1040.778219,0.573101429,0.55749269
5406.64799,1065.023278,0,0
5408.802629,1088.214497,0.844231281,1.982693333
5406.841987,145.1242051,2,1.806710898
5400,998.5959212,0.049379342,0.279485043
5402.239562,1001.230902,0.295065839,0.43746613
5400.747018,168.6517055,1.888693463,1.928754024
5409.142132,100,1.896658718,1.697909442
5400,161.6104621,1.53480572,2
5410,1004.524263,0.358217493,0.741132418
5400,1014.992318,0.32966824,0.521787866
5410,165.4141196,1.984508521,1.856979249
5405.117528,167.1407003,1.622940748,1.989977226
5400,1030.512003,0.262121013,0.380347775
5405.665676,260.1551349,0.293356473,0.24907984
5410,157.4958398,1.84414709,1.847964196
5410,177.5288134,1.834262891,1.870850585
5410,1036.809294,0.061089874,0
5400,141.0715991,1.837840854,1.828917734
5400,1052.405048,0,0.005942104
5400,1052.697063,0.668436949,0.49723282
5403.358179,978.5370476,0.25401583,0.241042467
5400,122.8649385,1.573836922,1.897990941
5410,173.5513672,1.748531844,2
5400,131.0232471,1.54092495,1.755347548
5400,1084.552121,0,0.111547929
5400,1045.85199,0,0
5400,119.3549981,2,1.992184187
5410,1043.857613,0.41656155,0
5404.160206,980.9363758,0.329010797,0.725685951
5400.392066,548.28388,1.749401109,1.27538629
5410,136.4251103,1.954255831,1.912364229
5403.28518,466.8330487,0.62430073,1.276206424
5404.544768,1016.684378,0.294528541,0.383022252
5410,1057.647121,0,0.224359986
5400,987.8483059,0.321858387,0.484512959
5408.148939,995.9140652,0.157383604,0.583079355
5400.667301,1037.220355,0.020696666,0.447646196
5410,1100,0,0
5408.706454,121.2527164,1.922413758,1.74443522
5400,121.2673155,2,1.674196904
5400,1083.543727,0,0
5400,1037.729756,0.541276346,0.66160108
5400,119.5049178,1.637699275,1.65667973
5400,1019.930259,0.318314791,0.277435084
5400,1028.91976,0.161021645,0.208628096
5402.656582,899.2053378,0.622768844,1.10260884
5402.713859,851.1521435,0.484895372,1.204059032
5400,1026.591305,0.352761922,0.14202491
5400,173.7547444,1.856500859,1.44380798
5400,135.094465,1.275658185,1.883712276
5408.104358,1035.143331,0.203088727,0.51199848
5400.145801,100,1.900831225,2
5410,150.5672495,1.781276266,1.616055897
5410,997.2596789,0.682509395,0.379958911
5405.265752,1043.017206,0.232154542,0.437338455
5400,1095.691492,0.235185203,0.360434252
5400,145.1680908,1.877163957,2
5400.337393,1053.272485,0.105679306,0.05891858
5400,141.4062757,1.903931248,1.591542956
5400.43639,132.550593,1.412833756,1.526281848
5410,1010.017957,0.300747175,0.322094463
5400,1007.5619,0.25142153,0.635778553
5410,148.9063569,1.782809208,1.30013075
5400,1009.077716,0.312781367,0.617523551
5403.724884,937.0199417,1.979710533,1.325508854
5400,181.9645806,1.9633848,1.950106616
5404.110545,843.7141863,1.344889986,1.615828704
5400,1061.671685,0.346790583,0.830029406
5400,113.7679217,1.858458973,1.628650174
5404.802438,1043.087246,0.413455681,0.698292273
5400,1013.191004,0,0
5410,1031.856108,0.653359759,0.357064444
5410,1060.717827,0.060024304,0.050156438
5400,146.3689825,1.81817684,1.542329734
5405.92809,1078.176256,0,0.101747612
5402.429651,180.8667637,2,1.747104275
5400,1061.659793,0.128086416,0
5400,1070.759155,0,0.245855742
5407.929018,852.9337008,0.50076795,1.160918257
5407.652938,120.2877604,1.960942034,1.777844928
5400,1062.239252,0.329787905,0
5400,1030.083016,0,0.094264574
5409.840933,153.7957108,1.714739296,1.676137337
5400,996.3271215,0.649321446,0.564565874
5400,998.7406793,0.483213528,0.423037788
5407.583487,151.7863175,1.791952067,1.729742483
5410,1008.756327,0.51399533,0.694171826
5407.590559,653.295136,0.42410268,0.574005797
5410,1049.73416,0,0
5408.603034,1024.708458,0.318574728,0.453763712
5406.734219,1058.627226,0,0
5410,1002.598921,0.417219257,0.593783437
5400,1019.026898,0.005131155,0
5400,1037.098465,0.346574879,0.495066381
5410,1005.187317,0.587238109,0.441808199
5400,1063.727292,0.26890406,0.891096343
5400.678813,1094.579147,0.199600071,0.111297947
5400,997.416181,0.19496275,0.615676651
5410,990.3936965,0.409324832,0.591326257
5409.385493,945.3807108,0.971980022,1.035115648
5400,160.457115,1.544207901,1.658305102
5400,123.6345432,1.935559233,1.906190714
5404.030247,758.1565323,0.01229858,1.805516413
5410,1038.786521,0.202427144,0.726439573
5405.894995,337.8965229,0.617039384,1.869076621
5405.505025,1046.440683,0.09456797,0
5400,180.2003523,1.654648427,1.728145361
5410,1016.555882,0.332428979,0.367361539
5400,1030.003311,0.426869446,0.379504742
5404.014534,386.1774374,1.367454562,1.104465602
5400,1022.177484,0.040463035,0.362980316
5410,1099.47504,0.111268964,0.524129016
5400,141.4913672,1.769612749,1.81228374
5407.692383,100,1.78324694,1.789029429
5410,1063.536777,0,0.329958516
5407.760917,1074.231733,0.145357539,0.434058953
5401.401341,1013.754972,0.445801618,0.320491925
5400,154.6986999,1.584555531,2
5410,142.1517667,1.792200791,2
5400,156.27549,1.766545607,1.578814439
5401.500237,1019.096354,0.503731553,0.623436745
5402.735411,1017.188612,0.096932502,0.528803538
5400,993.3124886,0.37810649,0.535439117
5400,154.3204935,1.483988151,1.50841969
5400,1059.753565,0.369413021,0
5400,162.4758526,1.572629953,1.999643626
5405.056948,929.4397509,0.092470655,1.566351909
5408.153689,1009.856644,0.464913405,0.206748591
5409.588715,163.2717277,1.998002611,2
5403.748697,1093.644412,0.239358554,0.069679457
5405.329232,122.6602962,1.719200055,2
5400,1073.99121,0.008274929,0
5400,163.3706317,1.710887986,1.926452041
5409.151838,1007.534921,0.143372603,0.832692017
5409.682661,579.867752,0.548138045,0.860405297
5408.87003,155.8564409,1.596201207,2
5400,1044.094055,0.349779273,0.680257021
5410,121.8954334,1.776751274,2
5410,1038.504243,0.380372308,0.615317863
5400,132.4707169,1.763509176,1.899553698
5410,1058.834756,0.250316996,0
5400,112.053415,1.415287057,1.854343416
5400,124.8305903,1.949723711,1.962662647
5410,1019.504228,0.20914286,0.579466187
5400.955251,540.6509321,1.872923327,1.955429635
5400,1021.037286,0.131278274,0.478259962
5400,164.4281477,1.484840295,1.828939145
5401.030821,1030.075901,0.506012394,0.669968506
5401.844669,105.5011268,1.586516918,1.692718745
5400,1002.863988,0.063169132,0.257599608
5405.164619,529.8079626,1.233415096,0.460896486
5400,1026.855004,0.482362734,0.314002175
5400,1032.988702,0.370226209,0.143188131
5403.702458,168.8422926,0.666954943,1.069606012
5400,1062.588192,0.004975167,0
5406.153422,1041.859489,0.256041409,0.401135576
5400.88717,1027.723985,0.269484211,0.594566146
5408.553999,144.5878639,0.500551485,1.947415136
5400,1055.203009,0.018781806,0.408203101
5406.037835,328.8417349,0.304377626,1.134489337
5398.642537,1051.11276,0.002965889,0.606912415
5401.910532,130.2496018,1.657296564,2
5399.972187,153.1874823,1.64873591,1.630672159
5400,1018.127813,0.469178227,0.488085339
5400,1028.821409,0.463226945,0.401581959
5400,142.0749205,1.507523741,1.589370365
5401.415127,1023.283097,0.2658216,0.674671076
5400,1052.914425,0,0.216045694
5408.335367,1017.014356,0.201265803,0.430611392
5405.10334,151.4789509,1.178288712,1.904086972
5400.852449,123.3615304,1.999734962,1.906158618
5400,1074.588227,0.242925725,0.50372773
5398.564985,1040.255767,0.076450432,0.423974179
5404.914123,1037.568547,0.061867781,0
5400,1031.17764,0.009477488,0.324682498
5400,149.7749747,1.558788094,1.631542734
5407.803991,159.1474735,1.433186896,1.896128714
5403.993431,133.1591884,1.63253886,1.714530186
5400,1056.39595,0,0.063831787
5408.670746,1005.294918,0.096058065,0.585892551
5409.297757,1035.62226,0.178518192,0.250541532
5400,104.4932725,1.673026637,2
5400,1028.501756,0,0.263927221
5400,1038.020345,0.272945638,0.144012496
5400,1052.809239,0.462829467,0.222045463
5407.628866,130.4532867,2,1.881175927
5409.179252,1027.637615,0.35113495,0.522151207
5402.138553,994.4599349,0.19715074,0.706872267
5410,161.9530006,2,2
5410,117.7044778,1.790868387,1.456363996
5400,130.3252605,1.632608272,1.92276539
5400.184056,877.0804417,0.188772142,0.055800038
5410,1045.500811,0.307003142,0.140275431
5403.064667,1062.218463,0.300557911,0.500068173
5400,111.6685448,1.859860983,1.529312363
5400,127.2798188,1.846077209,2
5401.753683,1010.255201,0.220049888,0.280652682
5407.754227,1063.842463,0,0.524519797
5410,154.3685491,2,1.707007082
5408.699706,1023.819225,0,0.609447526
5400,154.9692958,1.914175876,2
5400,143.7969574,1.761908275,1.843625228
5410,1004.955617,0.356363055,0.125251251
5410,1027.847478,0.533147512,0.679866303
5400,1100,0.163118819,0.180061024
5402.226942,1009.988534,0.471430415,0.670822557
5410,1002.607193,0.275324534,0.33372358
5401.257744,746.3945291,1.442428606,1.13254806
5400,1039.149708,0.230150633,0.411843117
5407.994243,1030.699095,0.219455159,0.308757915
5410,125.3185378,1.956412991,1.83095664
5410,1031.863694,0.41139642,0.304617719
5400,1032.23157,0.225977398,0.368919171
5404.589132,1080.338101,0,0.119511049
5400,135.0897623,1.653094357,1.483264872
5402.188966,1044.073544,0.38358562,0.64136861
5409.971706,1069.570915,1.456773176,0.782731928
5400,1005.912141,0.24131517,0.475375898
5405.075277,737.730895,1.325340851,0.970082562
5402.696503,694.6419692,0.945937618,1.810805348
5401.455488,125.0423618,1.833653833,1.65681853
5400,1026.885939,0.285337657,0.211203538
