Radio Frequency,Pulse Width,Azimuth,Amplitude,Angle Of Elevation,Ground_Truth
5410,146.9588031,2,11.39342344,1.867092216,Emitter_1
5410,132.3327124,1.712809086,11.86509186,1.741380506,Emitter_1
5400.703355,1013.702417,0.276941893,25.6621968,0.620624276,Emitter_2
5400,134.7963344,1.921503031,7,1.645694763,Emitter_1
5400,126.8282494,1.730845724,14.27153741,1.932204444,Emitter_1
5400,125.6313036,1.966678009,13.82692381,1.802426247,Emitter_1
5405.624785,957.171846,0.986391854,22.27944426,0.176172865,Noise
5400,151.3056564,1.574356221,11.97693886,1.578006259,Emitter_1
5400,1037.45954,0.240252699,29.71311312,0.59022065,Emitter_2
5400,1011.774847,0,29.31871942,0.532058408,Emitter_2
5402.908131,1034.150802,0.160161076,27.28377521,0.465615788,Emitter_2
5409.289595,1062.454704,0.101449045,49.20364111,0.130879567,Emitter_3
5401.941609,137.2219518,1.996715978,11.27281629,1.757615593,Emitter_1
5406.621334,1006.292185,0.443105341,32.80100936,0.649110387,Emitter_2
5410,1038.721537,0.0090556,43.1003694,0,Emitter_3
5400,1028.184868,0.001995655,33.00431507,0.540643893,Emitter_2
5403.964639,1023.971212,0,22.03810272,0.443729034,Emitter_2
5400,116.2585579,1.578490829,16.6834552,1.882332576,Emitter_1
5400,1054.147106,0.156823282,37.75312954,0,Emitter_3
5401.06564,560.8762622,1.780873781,22.65726687,0.636912729,Noise
5405.778414,1041.619146,0,51,0.195615102,Emitter_3
5400,1067.006348,0.058882581,46.99359398,0,Emitter_3
5410,118.0810329,2,22.8680454,1.856723911,Emitter_1
5400,1011.159613,0.167872757,24.59834659,0.919980983,Emitter_2
5401.102808,151.3418296,1.570460676,39.50781832,0.977565979,Noise
5400,128.241326,1.812052122,12.35250542,2,Emitter_1
5400.384048,148.0881096,1.599902757,7,2,Emitter_1
5400,133.2730599,1.367648295,11.22723765,1.884287304,Emitter_1
5400,1022.862422,0.288711775,31.02225666,0.449851575,Emitter_2
5404.751765,696.6677986,1.389205488,7.427595598,0.352383328,Noise
5400,1077.372712,0.266581667,42.40090375,0.139949248,Emitter_3
5400,1079.247375,0,43.15509095,0,Emitter_3
5400,106.5706618,1.724600519,10.41127878,1.686296824,Emitter_1
5400.4818,1080.296384,0.159336855,51,0.061659175,Emitter_3
5400,1018.544395,0.258871644,28.30044799,0.288182517,Emitter_2
5400.491519,319.5856311,1.520725838,32.16080491,0.158914819,Noise
5400,137.1012505,1.67383842,7.561367417,1.680353247,Emitter_1
5400,139.2342819,1.956996028,15.87650227,1.584811057,Emitter_1
5400,1017.666546,0.210701922,18.86267382,0.626866501,Emitter_2
5400,996.7561869,0.36972643,27.17278027,0.828030426,Emitter_2
5407.649221,157.2110923,1.434618672,10.81338623,1.745727346,Emitter_1
5400,140.4131233,1.842569583,20.25565657,1.690091625,Emitter_1
5400,152.9332191,1.774795056,13.22907526,1.792615469,Emitter_1
5402.180302,128.9715955,1.430663789,8.089471065,1.907342195,Emitter_1
5408.838875,141.6892528,1.819064839,13.78703404,1.821307306,Emitter_1
5402.138606,179.621264,0.89866175,28.2818251,1.769061688,Noise
5400,1038.355511,0,46.29672497,0,Emitter_3
5406.817913,1069.226954,0.085201037,44.46244266,0.011427751,Emitter_3
5406.261919,988.6236776,0.523033708,27.1146537,0.551175814,Emitter_2
5410,1039.219038,0.253480218,25.79203795,0.519065713,Emitter_2
5403.636964,1026.548404,0.030453931,42.63035541,0.190750815,Emitter_3
5410,1029.452655,0.494262115,30.32609085,0.526008191,Emitter_2
5402.589155,690.1264456,0.009428608,38.78150384,0.248084008,Noise
5405.607461,416.6786565,1.970434352,26.70394593,1.63898517,Noise
5400,125.8272352,1.780072382,17.41350417,2,Emitter_1
5406.778047,125.7476636,1.763191963,7,2,Emitter_1
5399.662302,135.7125798,1.614962003,14.45727305,1.98731368,Emitter_1
5400,1009.27509,0.587242181,27.50159356,0.652184474,Emitter_2
5410,1058.234477,0.210730619,27.75061631,0.406371303,Emitter_2
5410,1037.840215,0.239800743,29.12495708,0.367414495,Emitter_2
5408.351049,1061.273562,0,35.86396952,0,Emitter_3
5404.525213,141.5136375,1.658023736,8.160680403,1.725689759,Emitter_1
5400.160795,349.6986111,1.529755022,13.94927672,0.56895158,Noise
5406.837481,996.4166437,0.241470838,30.79194448,0.545226436,Emitter_2
5404.29222,998.1133797,0.464157621,26.41339063,0.141580528,Emitter_2
5400,1026.064689,0.323566578,29.69720763,1.032009259,Emitter_2
5400,1078.552769,0.012700895,42.66957004,0.070495569,Emitter_3
5406.120493,1007.72222,0.021824202,37.49135876,0.404051264,Emitter_2
5400,133.8561603,2,16.63982171,1.914196427,Emitter_1
5410,1020.312884,0.201180095,30.05946707,0.517969232,Emitter_2
5400,154.3260005,1.774378702,16.46047333,1.850459243,Emitter_1
5401.417168,187.4090609,1.068457194,22.01655877,0.694632694,Noise
5400.295958,1046.081733,0,46.52308864,0,Emitter_3
5401.537778,850.4512983,0.155539893,31.47564032,0.293281953,Noise
5407.130035,1008.159471,0.318724078,33.31969661,0.323600493,Emitter_2
5400,139.666233,1.441235816,14.23626164,1.437966024,Emitter_1
5400,1055.269585,0,47.05558226,0.176173792,Emitter_3
5410,145.2236761,1.929918215,16.76950962,1.526838811,Emitter_1
5400,136.1968386,1.666853705,8.866341952,2,Emitter_1
5400,132.016112,1.417635727,21.3787981,2,Emitter_1
5399.580964,1082.902326,0.388984063,46.12724614,0.165386895,Emitter_3
5400,1093.502455,0.337398264,46.43183424,0.267026707,Emitter_3
5400,1029.032254,0.377544194,33.66588501,0.675041754,Emitter_2
5406.497474,125.0763467,1.752424826,15.1852528,1.613178308,Emitter_1
5401.301422,1062.866464,0,47.23027481,0,Emitter_3
5400,159.9076724,1.53552866,21.5031601,1.978908777,Emitter_1
5400,134.6048074,1.691886893,11.70259229,2,Emitter_1
5400,1069.663298,0,44.73570259,0.18314143,Emitter_3
5400,1007.879928,0.329337436,27.07704495,0.597115475,Emitter_2
5409.226463,941.2448567,1.896523851,9.058656773,0.528124259,Noise
5410,1066.166859,0,43.50925683,0,Emitter_3
5410,1019.471438,0.142003424,42.29422352,0,Emitter_3
5401.155487,1017.139704,0.345550055,26.1755849,0.454378227,Emitter_2
5409.20628,992.5557493,0.434993668,24.61881953,0.314863284,Emitter_2
5401.050279,120.0749249,2,18.54999171,2,Emitter_1
5410,133.6182137,1.72914855,9.98769401,1.896205385,Emitter_1
5402.224166,241.3490797,1.107223417,48.77236851,0.109283521,Noise
5407.647213,261.0997075,1.16433311,46.52386184,1.340991291,Noise
5408.996119,997.8428565,0,27.97953231,0.356170445,Emitter_2
5410,136.480235,2,14.82234191,1.532327214,Emitter_1
5410,155.3816161,1.876447783,18.86185941,1.523000361,Emitter_1
5408.237361,632.931164,0.11566424,18.76228253,0.193111143,Noise
5402.554529,148.8403821,2.042888412,13.33576281,1.932315721,Emitter_1
5402.64836,1100,0.034898402,36.9376565,0.06674271,Emitter_3
5400.052909,143.9680245,1.834617376,7,1.873860816,Emitter_1
5403.613608,994.730655,0.511980442,26.42547533,0.574488195,Emitter_2
5409.235835,117.1098169,2,22.0644873,1.975454112,Emitter_1
5400,1007.111948,0.26222784,28.62445843,1.047459143,Emitter_2
5400,148.6431536,1.744878364,12.10868346,1.671404658,Emitter_1
5406.867008,1034.894126,0.229834391,26.71953244,0.33673231,Emitter_2
5400,145.5740082,1.485253096,18.53526422,1.909233649,Emitter_1
5410,1041.18784,0.433554363,28.32532562,0.249311637,Emitter_2
5404.210998,151.9048587,1.863038863,13.68609381,2,Emitter_1
5407.253776,1046.855274,0.116058856,27.9047789,0.234832863,Emitter_2
5400,1017.845684,0.23238822,27.58913905,0.503956619,Emitter_2
5400,165.4797729,1.675957139,12.94761174,1.521762318,Emitter_1
5400.484737,947.521137,0.966548914,24.87456732,0.961457194,Noise
5411.465055,990.6336893,0.386095119,27.56542283,0.397071593,Emitter_2
5406.309116,102.4960421,1.687174057,11.6149755,1.916393026,Emitter_1
5400,1030.829277,0,31.49744979,0.79097384,Emitter_2
5400,1019.362548,0.37148612,28.2839077,0.347031482,Emitter_2
5400,118.5893498,1.471835582,15.47648731,2,Emitter_1
5410.559656,127.4436743,1.95553266,18.41779387,1.622354823,Emitter_1
5400.439236,1048.178089,0.283252704,31.27599235,0.56664675,Emitter_2
5400,1029.562124,0.078573513,46.61585532,0.30243328,Emitter_3
5400.366279,100,1.674304116,12.78546206,1.55992522,Emitter_1
5410,1009.57149,0.433825027,36.19408927,0.559691862,Emitter_2
5410,1020.589912,0.444492061,28.2536758,0.602856453,Emitter_2
5400,982.1448826,0.385545952,29.19897102,0.309622583,Emitter_2
5400.083499,139.7615312,1.525752436,7,2,Emitter_1
5400,989.060975,0.063075143,44.1427701,0.48736804,Emitter_2
5410,171.0125635,1.756648349,7,2,Emitter_1
5400,160.8876708,1.781737014,10.88385232,1.750810149,Emitter_1
5410,1034.349306,0.460332416,19.96216083,0.469841584,Emitter_2
5401.651987,1024.014314,0,33.91399604,0.682915965,Emitter_2
5400,115.8584405,1.436653047,18.8272769,1.557224681,Emitter_1
5400,129.1381283,1.951220123,14.89000666,1.980689826,Emitter_1
5400,146.9356136,1.782222248,15.15678987,1.922346712,Emitter_1
5403.629035,1063.44393,0.087116772,49.18264259,0,Emitter_3
5400,1028.737816,0.104420257,33.19865763,0.510607628,Emitter_2
5401.945304,137.5772904,1.795926191,12.65683788,1.529869562,Emitter_1
5400,100,1.883111846,7.586579048,1.80392825,Emitter_1
5403.493026,177.8421295,2,15.15150373,1.757791513,Emitter_1
5400,1052.835108,0.195562472,31.76443798,0.294369525,Emitter_2
5400.332817,1027.179892,0.170181823,30.68291855,0.204975252,Emitter_2
5405.503577,1025.79509,0.421991146,28.94415225,0.578433418,Emitter_2
5400,1025.809518,0.6218197,35.38663644,0.347411433,Emitter_2
5409.541839,354.6435981,1.877267804,46.90980526,0.679923291,Noise
5406.458417,131.2942941,1.916145692,15.73162043,1.483686005,Emitter_1
5400,1036.057014,0.323172844,34.57783842,0.207961751,Emitter_2
5411.656098,156.3030426,2.066552487,18.34312869,2.027303831,Emitter_1
5401.890334,155.9368505,1.747614801,9.378104183,1.925942307,Noise
5400,1009.80966,0.356519141,28.22705109,0.638526106,Emitter_2
5400,116.4575857,1.564400568,17.53380054,1.965409006,Emitter_1
5400,1038.964604,0,50.24856683,0.171038186,Emitter_3
5400,1046.538,0.35161969,33.53379069,0.523361654,Emitter_2
5402.254375,1004.109713,0.364646243,30.80614998,0.333030863,Emitter_2
5410,145.9245277,2,7,1.786303571,Emitter_1
5400,1038.70053,0.0311339,43.36850381,0,Emitter_3
5410,153.3608597,2,17.95611289,2,Emitter_1
5400,118.1321797,1.420292943,15.75979435,1.762160809,Emitter_1
5400,1003.274443,0.072710302,28.0414408,0.252962596,Emitter_2
5400,165.7705179,1.291558127,7.02677597,1.536557111,Emitter_1
5400,1053.886505,0.03991396,36.37690535,0,Emitter_3
5406.505312,1020.511947,0.38492462,34.51819347,0.127848154,Emitter_2
5400.907166,1049.476338,0,49.47689567,0,Emitter_3
5408.428325,996.4009431,0.424909937,33.00682999,0.487489519,Emitter_2
5410,1025.77627,0.113457515,39.98760465,0.505343952,Emitter_2
5407.611874,1062.189933,0.098547997,47.38873776,0.00306157,Emitter_3
5400,1000.364567,0.50008971,31.42450818,0.726412032,Emitter_2
5400,1021.232958,0.723288204,31.27474536,0.636486649,Emitter_2
5402.178842,606.2157388,0.077889508,14.42174743,1.518060876,Noise
5406.278675,1046.90258,0.788112867,31.06613245,0.69983319,Emitter_2
5400,154.8928212,2,9.87569957,1.316151222,Emitter_1
5408.255035,1076.287156,-0.000706864,39.05939374,-0.130028552,Emitter_3
5400,1023.825242,0.466790727,36.65706201,0.430431546,Emitter_2
5410,1055.245546,0.510521947,24.49329969,0.062455731,Emitter_2
5401.269554,1037.172156,0,45.58406699,0.032955596,Emitter_3
5400,1079.309784,0,42.87604836,0,Emitter_3
5400,105.438032,1.859588242,7,1.926257274,Emitter_1
5400,127.9811458,1.709715374,17.11253434,2,Emitter_1
5404.672506,1025.774544,0.277855186,32.05831842,0.657430434,Emitter_2
5400,1035.2879,0.539377389,34.40890332,0.18325027,Emitter_2
5400,1013.4277,0.463166488,36.78752072,0.558946149,Emitter_2
5400,1074.635506,0.076616365,50.33033458,0.197612098,Emitter_3
5400,119.7655872,1.771767418,10.73253259,1.721575631,Emitter_1
5404.065975,291.6213783,0.177782745,20.50184793,1.475075598,Noise
5400.384134,1078.91537,0,51,0,Emitter_3
5400,1003.631668,0.20367096,28.51825391,1.05795538,Emitter_2
5403.753409,175.0875033,1.567171455,15.60277258,1.910648338,Emitter_1
5400,1057.069125,0,42.21553522,0.196312887,Emitter_3
5400.536214,141.084347,1.819735562,11.85530692,1.722297634,Emitter_1
5400.346885,650.956819,0.56277524,37.56065217,0.207764622,Noise
5410,1025.073972,0.049108028,36.93710264,0,Emitter_3
5407.130085,463.3924021,0.841098024,11.2006503,0.615230166,Noise
5400,1098.563478,0.327522977,47.76938824,0.178264482,Emitter_3
5403.824157,148.5792129,1.915262369,8.23179279,1.744725209,Emitter_1
5410,1058.014113,0,39.13324519,0.14368053,Emitter_3
5401.247877,1023.013061,1.513296555,29.32405062,1.815673609,Noise
5400,1055.538952,0.12754599,51,0,Emitter_3
5400,188.848611,1.68101676,15.15288467,1.700093579,Emitter_1
5400,171.6131817,2,17.58897248,2,Emitter_1
5409.016308,600.815976,1.713404659,12.24995267,1.505143499,Noise
5410,1046.610446,0.459156781,25.68775911,0.240633827,Emitter_2
5410,1005.682257,0.286056524,33.45752199,0.522527381,Emitter_2
5404.149802,168.4700595,2,15.11549092,1.667517161,Emitter_1
5400.831779,173.1177403,1.753406187,8.257873561,1.95717519,Emitter_1
5402.430351,1013.402802,0.290554725,36.53694198,0.432976044,Emitter_2
5405.769327,142.3661329,1.524153024,7.342994519,2,Emitter_1
5408.820797,154.7499129,1.967037474,8.406000804,1.510226302,Emitter_1
5408.584534,148.4062295,2,19.41530232,1.382943235,Emitter_1
5405.224733,991.4932284,0.276364985,20.65444675,0.67072574,Emitter_2
5404.517309,1073.521444,0.452031138,33.21567473,0.03317781,Emitter_2
5399.038531,138.2866311,1.507199219,9.753737193,1.779514542,Emitter_1
5400,169.515161,2,7,1.811752036,Emitter_1
5400,112.529179,2,7,1.654375517,Emitter_1
5410,1071.073588,0.005561095,42.10031252,0,Emitter_3
5400,1059.545004,0,48.60258586,0.06915464,Emitter_3
5410,977.179627,0,25.76172984,0.575527191,Emitter_2
5400,145.2916427,1.899439581,9.456551637,1.664499693,Emitter_1
5400,146.1541482,1.895470094,14.44539048,2,Emitter_1
5400.676624,213.1589656,0.06854607,32.26723858,0.771749105,Noise
5406.759193,843.9298783,1.973941402,22.71231084,0.865793373,Noise
5410,145.365797,2,14.65297625,1.531420724,Emitter_1
5401.73269,130.2109443,1.81485908,11.3157946,1.894976654,Emitter_1
5400,149.8697048,1.852560725,12.77869322,1.549218045,Emitter_1
5400,1008.611397,0.331391554,31.84376333,0.650722107,Emitter_2
5400,1100,0.19212348,44.34355381,0,Emitter_3
5400,136.0225955,1.82675744,10.30653634,1.594259526,Emitter_1
5400,1083.031127,0,40.51549943,0,Emitter_3
5400,1036.314386,0.23313121,38.38453714,0.312595469,Emitter_3
5405.203631,1036.849892,0.255593269,28.96313157,0.645420915,Emitter_2
5400.095735,1043.930872,0.594364815,35.6555332,0.708030121,Emitter_2
5410,1015.796394,0.36719939,26.33091431,0.617162759,Emitter_2
5410,1005.975359,0.143964792,38.30258727,0.438621869,Emitter_2
5400,1088.647365,0.118774162,49.11678152,0,Emitter_3
5403.502686,1025.018487,0.29722282,20.92548584,0.663795638,Emitter_2
5400,997.4503993,0.344345435,34.15582559,0.776185014,Emitter_2
5409.847117,1045.990226,0.153716263,25.43727099,0.606998572,Emitter_2
5400,171.3927148,1.944698988,7.472250106,1.712069448,Emitter_1
5400,1056.016285,0.491791913,33.83108125,0.355181545,Emitter_2
5400.107601,1042.995574,0.683746197,27.04474235,0.501735216,Emitter_2
5406.843229,154.697074,1.606865435,24.47156829,0.227706071,Noise
5400,1026.488874,0.283106333,30.5894537,0.271806966,Emitter_2
5400,127.5336657,1.815788949,8.848917605,1.985098439,Emitter_1
5400,1041.756489,0,46.3331451,0,Emitter_3
5400,103.5335383,1.773649947,14.76970935,2,Emitter_1
5400,1059.701765,0,51,0,Emitter_3
5404.227722,157.8400448,0.082946995,24.13021846,1.237128133,Noise
5400,1017.004007,0.046847352,26.61010626,0.965133043,Emitter_2
5407.580335,346.2050829,1.38377921,23.59775695,0.674279339,Noise
5410,1053.546898,0,48.40524601,0.041687648,Emitter_3
5400,172.1365933,1.793865972,7,1.395721549,Emitter_1
5406.821707,1001.786474,0.302709182,32.2524041,0.826959084,Emitter_2
5402.370108,176.8982556,1.464790691,12.72825299,1.860443575,Emitter_1
5400,180.5658314,2,12.68790892,1.894612408,Emitter_1
5401.354076,146.4853297,1.764486269,10.90233874,1.666896759,Emitter_1
5404.404659,137.5623262,1.916300724,12.71399186,1.822610613,Emitter_1
5410,130.9353409,1.562096093,13.6213045,2,Emitter_1
5400,1008.819968,0.424600894,26.50998601,0.697614137,Emitter_2
5410,147.9279646,2,13.91865619,1.749662647,Emitter_1
5400,165.3818769,2,10.97454284,1.884100611,Emitter_1
5404.13666,136.5235508,1.259773259,22.78728202,0.804321959,Noise
5410,1068.293264,0.067578339,37.85748479,0.156861526,Emitter_3
5401.27367,1047.31441,0.565060652,31.81902833,0.380740449,Emitter_2
5403.009673,135.3748343,1.756655863,7.048374755,1.822062684,Emitter_1
5400,138.0293564,1.765415918,13.02544577,1.928452534,Emitter_1
5400,151.3181747,2,16.94499361,1.789523416,Emitter_1
5400,1063.405267,0.198859202,47.10342164,0,Emitter_3
5410,1039.847547,0.552249208,28.09240444,0.239404557,Emitter_2
5406.846999,122.8615815,2,7,2,Emitter_1
5401.577314,1003.745438,0.046677882,38.77677927,0.265950327,Emitter_2
5410,146.1356617,1.527386685,9.876472476,2,Emitter_1
5407.459966,1099.545317,0.462098542,34.00464893,1.453379402,Noise
5400,1034.719614,0.143710181,32.19151144,0.507527478,Emitter_2
5400.684177,1034.024036,0,27.88095293,0.77628671,Emitter_2
5400,132.8910795,1.905467098,16.50189176,1.850945222,Emitter_1
5408.60606,1037.453661,0.584570093,28.8521706,0.54733931,Emitter_2
5400,1086.558826,0,35.11565663,0.217450131,Emitter_3
5404.856822,275.5224965,0.135211602,29.37465922,1.035368222,Noise
5408.370576,660.4194799,1.806070996,34.14786452,1.133192034,Noise
5409.392758,1017.037308,0.398165691,24.63244953,0.392638783,Emitter_2
5404.294496,289.0456692,0.045837763,7.005997644,1.231106235,Noise
5400,1002.829522,0.44100552,43.33227225,0.286557471,Emitter_2
5404.057255,1087.000206,0.122201586,39.99786665,0.387909917,Emitter_3
5400.529738,145.5298148,1.895949446,14.90469766,1.607422909,Emitter_1
5400.396186,1012.247422,1.27976692,38.51537713,1.075663913,Noise
5404.640802,160.5981462,1.536377361,15.75631902,1.758614579,Emitter_1
5400,1032.06617,0,47.43305679,0.085928991,Emitter_3
5400.683832,1027.291466,0.265787122,31.41383392,0.005357041,Emitter_2
5408.036554,139.2308857,1.544446725,30.85837788,0.977032168,Noise
5400,123.7770885,1.526949664,10.69743932,2,Emitter_1
5410,152.4294346,1.637809902,10.85822544,1.815644904,Emitter_1
5400,1000.251686,0.426948321,27.79763383,0.381477056,Emitter_2
5400,1046.968914,0.009187045,27.99070922,0.215968911,Emitter_2
5400,100.2772838,1.424764247,9.344944088,1.891257728,Emitter_1
5403.368831,148.4676209,1.81292747,7,1.713560894,Emitter_1
5400,123.9556882,1.948171301,17.72959647,2,Emitter_1
5410,149.0240632,1.963539209,11.6440272,1.739943718,Emitter_1
5400,1074.970293,0,44.37798853,0.250256381,Emitter_3
5400,1004.75857,0.182585216,28.60665646,0.678667104,Emitter_2
5400.871126,604.4157237,0.088451389,22.02035093,0.521093007,Noise
5403.653225,1042.312815,0,46.96178915,0.157753016,Emitter_3
5400.55478,1056.630185,0.095148104,36.94748577,0.401137466,Emitter_3
5400,1071.03585,0,49.20898035,0.065325445,Emitter_3
5406.992262,128.6048345,1.708080581,7,1.758817775,Emitter_1
5410,1055.520357,0,40.00012923,0.184462267,Emitter_3
5400.123596,1030.6287,0.951828449,36.09321564,0.477883357,Noise
5410,1037.248675,0.084558574,24.35847993,0.436807484,Emitter_2
5407.579879,387.4920797,1.840570868,21.68991736,1.281380248,Noise
5400,1084.318625,0.11139591,46.89424175,0,Emitter_3
5402.786187,163.0920325,1.857179414,10.88659949,1.726923828,Emitter_1
5400,140.3405659,1.89268714,26.40826298,2,Emitter_1
5406.323403,108.4024099,1.480012462,9.535135276,2,Emitter_1
5400,1048.471061,0,42.96304267,0.232367489,Emitter_3
5400,1048.787545,0.603961185,41.76026534,0.478542302,Emitter_2
5400,1060.661571,0.375553405,18.36681289,0.737218658,Emitter_2
5405.574631,388.1282908,1.551681641,11.25992673,0.477822018,Noise
5407.611003,1050.891921,0.488212956,36.42490789,0.50813342,Emitter_2
5410,1022.730849,0.392232985,25.37977786,0.358654504,Emitter_2
5403.111144,1053.764449,0.205384854,49.24630008,0,Emitter_3
5409.855333,133.6390143,1.574583323,11.91035918,1.837936538,Emitter_1
5404.781396,135.0463659,1.683914864,11.26022167,1.914989142,Emitter_1
5410,1000.069135,0.083967684,34.38180169,0.475444864,Emitter_2
5400,1052.86458,0.341708487,47.1706152,0,Emitter_3
5407.636909,138.8094395,1.887903202,9.48158408,2,Emitter_1
5400,1022.014902,0.29357559,34.75912594,0.540134545,Emitter_2
5400,129.4889394,2,14.43621784,1.596319089,Emitter_1
5404.850399,1049.397724,1.395991994,8.807405991,0.708224863,Noise
5400,1036.398467,0.136507457,38.73758833,0.441037492,Emitter_3
5400,132.6456017,2,7.642960667,1.595573569,Emitter_1
5408.104445,959.5260927,0.066164354,30.68268247,1.113020716,Noise
5400,134.2452373,1.637217264,9.210304003,1.94628049,Emitter_1
5406.217307,135.1965662,1.753828736,17.16095445,1.861818935,Emitter_1
5402.249313,999.310603,0.122230151,27.25982867,0.689524786,Emitter_2
5410,160.3406837,1.776688969,13.75613345,1.821803867,Emitter_1
5410,1034.712186,0.366904217,36.07148406,0.526176255,Emitter_2
5402.0786,873.5313324,1.83816429,28.51286159,1.960234109,Noise
5402.257553,1006.1673,0,20.9737635,0.767260666,Emitter_2
5403.016588,1043.790668,0.358529413,39.69089955,0,Emitter_3
5400,987.6298193,0.260467652,35.77412922,0.409824719,Emitter_2
5400.308162,138.1068996,1.716199877,8.154035395,2,Emitter_1
5400,1028.568104,0.516236842,38.48768539,0.551598452,Emitter_2
5405.312923,990.966119,0.103470765,49.13674746,1.216129231,Noise
5400,139.3558453,1.839669499,7,1.851212945,Emitter_1
5409.306947,128.0944062,1.914337742,11.88628639,1.780009237,Emitter_1
5407.29814,140.0855507,1.91983798,12.71922529,1.798707657,Emitter_1
5400,151.6632358,1.861319159,20.26534792,1.968413861,Emitter_1
5404.645539,174.5274447,1.650694821,7.233752594,1.877997509,Emitter_1
5400,153.2810508,1.827975115,7,1.48726103,Emitter_1
5410,1027.153304,0,45.91852756,0,Emitter_3
5400,125.7511545,1.922567291,11.47206362,1.894685304,Emitter_1
5400,993.6414224,0,25.15873888,0.360053123,Emitter_2
5409.518127,1030.388274,0.448208371,31.91193052,0.588796931,Emitter_2
5407.428439,356.6022516,1.685319206,33.87620806,0.276913227,Noise
5400,140.8206605,1.338977767,7.138686821,1.954462567,Emitter_1
5410,1051.469685,0,40.06241947,0.120591211,Emitter_3
5410,1034.442421,0.456477003,26.64101152,0.53509539,Emitter_2
5400,169.0946799,1.860280297,7,2,Emitter_1
5400,161.8200216,1.985384579,16.42723831,1.587022039,Emitter_1
5400,107.5331204,2,17.24689803,1.831925318,Emitter_1
5402.809608,134.5762885,1.910195224,14.28298931,2,Emitter_1
5400.167462,665.3223601,0.300246314,48.10087048,0.76953658,Noise
5400.387237,1028.492569,0,39.66913321,0,Emitter_3
5400,994.564161,0.195462253,28.14361666,0.289805833,Emitter_2
5411.618517,150.7521462,1.803436959,12.63333858,1.765859361,Emitter_1
5406.320198,166.6613364,2.113743703,10.36205217,2.165647987,Emitter_1
5400,1046.886689,0.340860452,32.22953495,0.658951879,Emitter_2
5400,1020.330314,0,37.20539357,0.523653585,Emitter_2
5403.994971,299.584833,1.018311085,46.91695328,1.623915345,Noise
5402.632377,816.4491247,0.464997347,43.00207036,0.067405476,Noise
5400,148.5077459,1.750231011,14.68357235,1.517144466,Emitter_1
5410,1088.131206,0.089935947,43.54039852,0.316201348,Emitter_3
5400,1029.294284,0,46.5004089,0,Emitter_3
5402.719263,911.4716872,1.480972747,22.49640484,0.251219184,Noise
5400,146.659365,1.697185218,14.08213949,1.897543916,Emitter_1
5400,1020.061839,0.565189399,33.59399471,0.36952988,Emitter_2
5405.730897,182.3476244,0.817614853,16.2332598,1.780127089,Noise
5400,130.2976947,2,7,1.70761445,Emitter_1
5400,1047.546501,0,37.04908846,0.199114239,Emitter_3
5410,130.5731309,1.984190784,13.89447587,1.988313284,Emitter_1
5400,140.3484391,1.763901939,13.34012846,1.595077738,Emitter_1
5400,1087.338163,0,41.91815133,0,Emitter_3
5400,134.4294042,1.478274224,12.23737258,1.902639534,Emitter_1
5410,154.6452985,1.615695206,15.24602601,1.853182213,Emitter_1
5400,147.7828942,1.64491463,7,2,Emitter_1
5400.011093,1042.716761,0.393477462,30.82846222,0.691241321,Emitter_2
5403.86561,988.9763315,1.62511588,34.04781551,1.130711593,Noise
5400,150.850761,1.94844566,17.00952464,1.440194988,Emitter_1
5403.622914,159.5648508,1.872870443,11.05016358,2,Emitter_1
5410,158.9688019,2,18.16537282,2,Emitter_1
5400,1026.593108,0.559529451,32.79166936,0.743984706,Emitter_2
5400,138.0177049,1.725848751,10.56178252,1.893614398,Emitter_1
5402.105333,999.5584898,0.271486638,33.90034303,0.555663738,Emitter_2
5400,1048.976559,0,38.0373142,0,Emitter_3
5400,152.306944,2,20.67828152,1.803631119,Emitter_1
5400,1047.193461,0.257536283,43.21702098,0,Emitter_3
5410,1080.276025,0.200866536,44.05777522,0.120277724,Emitter_3
5400,156.92189,2,21.10819446,1.819607815,Emitter_1
5403.351414,116.512008,0.161328972,30.33665661,1.678735665,Noise
5400,131.8255261,2,18.47744632,1.525609897,Emitter_1
5400,1018.551795,0.519643128,27.80063624,0.425879487,Emitter_2
5400,1027.699873,0.227530046,21.46890575,0.516378442,Emitter_2
5403.48074,599.8660224,0.652293685,30.09496279,0.400049209,Noise
5402.377338,133.1593295,1.494736859,11.09060391,1.670859065,Emitter_1
5410,153.6769343,1.508673902,14.38020671,2,Emitter_1
5400,127.7200645,1.721262637,12.71988275,1.704959892,Emitter_1
5410,974.9158058,0.444187511,32.5796627,0.397388084,Emitter_2
5400,151.5232053,1.617577248,9.992255204,1.679449106,Emitter_1
5400,990.1449524,0.445972054,27.99030725,0.78722616,Emitter_2
5400,158.5455511,1.46427371,20.15502034,2,Emitter_1
5410,150.3291807,1.675123191,13.93111664,1.964577054,Emitter_1
5410,1085.946181,0,43.55276975,0.051852706,Emitter_3
5410,140.1879822,2,17.23369185,1.733626164,Emitter_1
5402.341122,1042.255336,0.526996663,34.54436438,0.008287449,Emitter_2
5400,1045.809066,0.103078525,50.9255636,0,Emitter_3
5400,119.3751199,2,12.57932509,1.717432951,Emitter_1
5410,158.143184,1.702039702,11.70679219,1.546754174,Emitter_1
5400,1010.563507,0.315609802,31.64066609,0.305476067,Emitter_2
5400,1020.031845,0.129145463,23.56808697,0.82530494,Emitter_2
