Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth,Predicted_Cluster
5400,0.262938537,0.370101878,Emitter_2,Emitter_2
5400,1.514144041,1.833486706,Emitter_3,Emitter_3
5406.020346,1.641912585,1.71158906,Emitter_3,Emitter_3
5410,1.9453341,1.935969725,Emitter_3,Emitter_3
5410,1.783932475,1.505587401,Emitter_3,Emitter_3
5409.827665,2,1.790294883,Emitter_3,Emitter_3
5403.239347,0.441158992,0.095952468,Emitter_1,Emitter_2
5404.722639,1.068857838,1.329827168,Noise,Noise
5400,1.889105082,1.5572287,Emitter_3,Emitter_3
5410,0.185191015,0.343946312,Emitter_2,Emitter_2
5403.972906,1.731909004,1.39818238,Emitter_3,Emitter_3
5403.015538,0.198536977,0.149457498,Emitter_2,Emitter_2
5400,1.441690404,1.816713041,Emitter_3,Emitter_3
5400,2,1.827671856,Emitter_3,Emitter_3
5401.256965,0.047590187,0.254261833,Emitter_1,Emitter_2
5408.718895,1.744293382,1.61078415,Emitter_3,Emitter_3
5404.817915,1.954499159,2,Emitter_3,Emitter_3
5400,0,0.04611792,Emitter_1,Emitter_2
5402.604694,0.0763509,0.244336358,Emitter_2,Emitter_2
5406.789499,0.751873617,1.104401574,Noise,Noise
5404.727534,1.829088201,2.032860914,Emitter_3,Emitter_3
5410,1.97790094,1.956297529,Emitter_3,Emitter_3
5402.076454,0.638417401,1.965986755,Noise,Noise
5400,1.720022551,1.736607254,Emitter_3,Emitter_3
5403.063928,0.064000446,0,Emitter_1,Emitter_2
5409.40315,0.052394768,1.55953424,Noise,Noise
5400,1.655020269,2,Emitter_3,Emitter_3
5402.087395,0,0.192843648,Emitter_1,Emitter_2
5405.530415,0.204083965,0.439964349,Emitter_2,Emitter_2
5405.184325,0,0.152246712,Emitter_1,Emitter_2
5400,2,2,Emitter_3,Emitter_3
5406.793858,1.576101488,1.831397174,Emitter_3,Emitter_3
5405.807937,0.379922542,0.373560508,Emitter_2,Emitter_2
5410,1.871713696,1.84357399,Emitter_3,Emitter_3
5406.205256,0.186205829,0.094224111,Emitter_1,Emitter_2
5405.393579,0.082878449,0.268536941,Emitter_2,Emitter_2
5400,0.566062929,0.365792911,Emitter_2,Emitter_2
5400,0.280061505,0.737834211,Emitter_2,Emitter_2
5400,0.421160115,0.456525959,Emitter_2,Emitter_2
5409.365501,1.849928209,1.857928563,Emitter_3,Emitter_3
5401.966952,2.035949449,1.828555318,Emitter_3,Emitter_3
5410,1.999761704,1.342461872,Emitter_3,Emitter_3
5401.929766,1.789084732,1.803175135,Emitter_3,Emitter_3
5410,1.647402719,1.887975433,Emitter_3,Emitter_3
5403.034823,0.385530694,0.32251473,Noise,Emitter_2
5408.871062,0.264569095,0.082178086,Emitter_1,Emitter_2
5408.033544,0.331194605,0.797584989,Noise,Emitter_2
5402.758871,1.397984767,0.102376925,Noise,Noise
5400,0.176709003,0.828864218,Emitter_2,Emitter_2
5400,0,0,Emitter_1,Emitter_2
5404.604383,1.606718778,1.905946755,Emitter_3,Emitter_3
5404.59884,1.672125442,2,Emitter_3,Emitter_3
5400,1.684601533,1.944432921,Emitter_3,Emitter_3
5408.055802,1.63735396,1.546018273,Emitter_3,Emitter_3
5400,0.318647541,0.436562967,Emitter_2,Emitter_2
5408.279356,0.374745652,0.537724232,Emitter_2,Emitter_2
5403.563758,0.265620036,0,Emitter_1,Emitter_2
5400,0.128259763,0.120453089,Emitter_1,Emitter_2
5410,0.35314157,0.483779092,Emitter_2,Emitter_2
5401.991389,1.750774987,1.777213281,Emitter_3,Emitter_3
5400,0.337740896,0.487700697,Emitter_2,Emitter_2
5400,0.068382393,0.449949808,Emitter_2,Emitter_2
5406.685698,1.024137275,1.909742438,Noise,Noise
5402.584144,0.06425197,-0.106425026,Emitter_2,Noise
5400.53305,0.193862529,0.642713309,Emitter_2,Emitter_2
5400,1.915381169,2,Emitter_3,Emitter_3
5401.071971,1.583344054,1.943184864,Emitter_3,Emitter_3
5410,0.522609412,0.629312761,Emitter_2,Emitter_2
5410,1.60763741,1.947365966,Emitter_3,Emitter_3
5400,0,0.047680281,Emitter_1,Emitter_2
5402.669726,0.049046888,0.326347008,Emitter_1,Emitter_2
5404.950272,1.313670866,1.209887436,Noise,Noise
5410,1.581818351,1.978412615,Emitter_3,Emitter_3
5402.427508,1.754032419,1.935837759,Emitter_3,Emitter_3
5410,0.390514727,0.626243963,Emitter_2,Emitter_2
5410,1.623950004,1.432067874,Emitter_3,Emitter_3
5400.063553,1.956194695,1.631233197,Emitter_3,Emitter_3
5403.231532,0.102795527,1.228124203,Noise,Noise
5400,1.832230274,1.876039209,Emitter_3,Emitter_3
5404.58486,0.375123164,0.525451562,Emitter_2,Emitter_2
5403.278276,2,1.88196311,Emitter_3,Emitter_3
5404.152134,0.222973879,0.596799288,Emitter_2,Emitter_2
5400,2,1.701268989,Emitter_3,Emitter_3
5400,1.660944203,1.646822831,Emitter_3,Emitter_3
5409.030556,2,1.632633661,Emitter_3,Emitter_3
5400,1.490747728,2,Emitter_3,Emitter_3
5400,0.179825784,0,Emitter_1,Emitter_2
5400,1.631344625,1.884115209,Emitter_3,Emitter_3
5400,1.763618298,1.700014042,Emitter_3,Emitter_3
5400,0.246130078,0.274594097,Emitter_2,Emitter_2
5410,1.900849114,1.966573772,Emitter_3,Emitter_3
5400,0.248839233,0,Emitter_1,Emitter_2
5400,0.421320068,0.479089778,Emitter_2,Emitter_2
5410,0,0.027041822,Emitter_1,Emitter_2
5399.972316,0.654513361,0.646549305,Emitter_2,Emitter_2
5400,0.53393725,0.413951834,Emitter_2,Emitter_2
5400,0,0.137137493,Emitter_1,Emitter_2
5410,1.85883258,1.588522772,Emitter_3,Emitter_3
5400,1.81822228,1.850760273,Emitter_3,Emitter_3
5408.610272,1.411392593,1.854077076,Emitter_3,Emitter_3
5404.331687,1.650841958,1.490212762,Emitter_3,Emitter_3
5408.384666,0.12670968,0.062103497,Emitter_1,Emitter_2
5405.362469,0,0,Emitter_1,Emitter_2
5400,0.399482652,0.604684158,Emitter_2,Emitter_2
5403.522952,0.41341311,0.01642186,Emitter_1,Emitter_2
5400.089772,1.249385272,0.264533939,Noise,Noise
5405.515058,0.221834487,0.469544374,Emitter_2,Emitter_2
5400,0.082702409,0,Emitter_1,Emitter_2
5400,0.592866574,0.206524555,Emitter_2,Emitter_2
5401.392505,1.510690131,1.660372039,Emitter_3,Emitter_3
5400,1.618682831,1.706394619,Emitter_3,Emitter_3
5410,0,0,Emitter_1,Emitter_2
5409.430222,1.739774195,1.346228889,Noise,Emitter_3
5400,0.268297123,0.525647353,Emitter_2,Emitter_2
5400,0.023138401,0,Emitter_1,Emitter_2
5402.431888,0.049837642,0.705529543,Noise,Emitter_2
5409.691494,0.423124151,0.864093918,Noise,Emitter_2
5409.585741,1.381933001,1.841475065,Emitter_3,Emitter_3
5402.005497,0.082562608,0.237432759,Emitter_2,Emitter_2
5400,0.056474317,0.035088688,Emitter_1,Emitter_2
5410,2,1.843420506,Emitter_3,Emitter_3
5409.929434,0.39228635,0.492831062,Emitter_2,Emitter_2
5400,0,0,Emitter_1,Emitter_2
5402.620975,1.807842895,2,Emitter_3,Emitter_3
5408.855184,1.561959336,1.217617053,Noise,Noise
5409.977948,1.233668739,0.195209733,Noise,Noise
5400,1.595125714,1.41211243,Emitter_3,Emitter_3
5402.056707,1.668892827,1.911053523,Emitter_3,Emitter_3
5406.963656,0.072607789,0,Emitter_2,Emitter_2
5400,0.474929119,0.333327759,Emitter_2,Emitter_2
5400,1.814952135,1.973433419,Emitter_3,Emitter_3
5407.895313,0.094931554,0,Emitter_1,Emitter_2
5402.903115,0.677878296,0.541988849,Emitter_2,Emitter_2
5406.409203,0.48362798,0.791462813,Emitter_2,Noise
5400.526691,0.68155584,0.382366856,Emitter_2,Emitter_2
5402.70315,1.529970659,1.038065396,Noise,Noise
5400.969438,0.288063815,0,Emitter_1,Emitter_2
5410,1.877664987,1.797737338,Emitter_3,Emitter_3
5407.48648,1.757667032,1.450089253,Noise,Emitter_3
5407.829926,0.088209061,0.167306329,Emitter_1,Emitter_2
5400,0.219643812,0,Emitter_1,Emitter_2
5410,1.824825527,2,Emitter_3,Emitter_3
5410,1.815828584,1.779239982,Emitter_3,Emitter_3
5400,0.347043543,0.510602522,Emitter_2,Emitter_2
5400,1.625503005,1.972455565,Emitter_3,Emitter_3
5400,0.085133281,0.014512071,Emitter_1,Emitter_2
5400.005242,1.314783933,0.2071602,Noise,Noise
5401.139633,1.772584312,1.724481282,Emitter_3,Emitter_3
5410,0.575594186,0.401902588,Emitter_2,Emitter_2
5400,0.070964672,0,Emitter_1,Emitter_2
5404.121046,0.549413649,0.289241243,Emitter_2,Emitter_2
5400,0,0.262078645,Emitter_1,Emitter_2
5409.365456,1.054700652,1.126581256,Noise,Noise
5408.118529,0.602568926,0.562776832,Emitter_2,Emitter_2
5401.23537,1.485430703,1.8608044,Emitter_3,Emitter_3
5400.909614,0.347963966,0.412543803,Noise,Emitter_2
5400,0.211823681,0.34828346,Emitter_2,Emitter_2
5400,1.813818695,1.886099213,Emitter_3,Emitter_3
5410,1.64458506,1.823263601,Emitter_3,Emitter_3
5409.421576,0.01558105,0.475748295,Emitter_2,Emitter_2
5403.577697,1.539094681,1.744698059,Emitter_3,Emitter_3
5400,1.346867709,1.920885528,Emitter_3,Emitter_3
5404.509819,0.472480209,1.74889887,Noise,Noise
5400.991115,0.618198434,0.397299519,Emitter_2,Emitter_2
5403.936736,0.010776906,0.245746439,Emitter_2,Emitter_2
5404.226371,1.55921791,1.934100168,Emitter_3,Emitter_3
5401.228108,1.334389389,0.076426674,Noise,Noise
5410,1.657537516,1.716345366,Emitter_3,Emitter_3
5410,0.349274515,0.665356299,Emitter_2,Emitter_2
5403.410863,0.112510539,0.708728008,Emitter_2,Emitter_2
5400.923422,1.702265977,1.851652322,Emitter_3,Emitter_3
5401.754348,0.808241699,0.212370093,Emitter_2,Emitter_2
5410,0.406256383,0.192336827,Emitter_2,Emitter_2
5410,0,0.076428848,Emitter_1,Emitter_2
5409.479714,1.9301955,1.656994931,Noise,Emitter_3
5400,1.82588121,1.971275016,Emitter_3,Emitter_3
5400,0.385360259,0.350327883,Emitter_2,Emitter_2
5400,1.528926027,1.741648317,Emitter_3,Emitter_3
5404.889697,1.467741684,0.854456854,Noise,Noise
5410,0.258869303,0.733676161,Emitter_2,Emitter_2
5406.138243,0.224307695,0.517255743,Noise,Emitter_2
5400,1.842353085,1.967191459,Emitter_3,Emitter_3
5410,1.73396941,1.601681953,Emitter_3,Emitter_3
5400,0.681484481,0.581010574,Emitter_2,Emitter_2
5400,0.442294688,0.588770534,Emitter_2,Emitter_2
5406.824788,0,0,Emitter_1,Emitter_2
5402.008413,1.409022351,0.412529297,Noise,Noise
5404.142897,1.834008098,1.47636703,Emitter_3,Emitter_3
5400,1.864039637,1.756417593,Emitter_3,Emitter_3
5400,2,1.448469001,Emitter_3,Emitter_3
5410,0.030124094,0,Emitter_1,Emitter_2
5407.652268,0.196035819,0.607796707,Emitter_2,Emitter_2
5400,0.663598454,0.559234561,Emitter_2,Emitter_2
5409.181455,1.721112237,1.344725587,Emitter_3,Emitter_3
5403.204933,1.37851254,1.334248477,Noise,Noise
5404.364878,0.077089721,0.301300049,Emitter_1,Emitter_2
5410,1.533208256,1.608058995,Emitter_3,Emitter_3
5400,1.786786431,1.660870519,Emitter_3,Emitter_3
5400,0,0.07463188,Emitter_1,Emitter_2
5400.731389,0.556613297,0.117171509,Noise,Emitter_2
5400,0.04206191,0,Emitter_1,Emitter_2
5405.351128,0.296350503,0.810927067,Emitter_2,Noise
5410,1.842206885,1.683161899,Emitter_3,Emitter_3
5405.015156,0.412036258,1.189913016,Noise,Noise
5400,1.437936125,1.838595658,Emitter_3,Emitter_3
5410,1.730128782,1.75238482,Emitter_3,Emitter_3
5407.505405,0.251259522,0.156233116,Emitter_1,Emitter_2
5402.790856,0.883055033,0.525803162,Noise,Noise
5410,0,0,Emitter_1,Emitter_2
5410,0,0,Emitter_1,Emitter_2
5400,1.974460983,1.692975734,Emitter_3,Emitter_3
5402.233606,1.763354686,2,Emitter_3,Emitter_3
5400.771713,0.078676572,0.022242671,Emitter_1,Emitter_2
5410,1.58009694,1.417451536,Emitter_3,Emitter_3
5408.168758,0.124389276,0,Emitter_1,Emitter_2
5405.004856,0.541452624,1.031500056,Noise,Noise
5402.264307,1.383211764,1.522578639,Noise,Emitter_3
5409.329009,1.854549087,1.550581196,Noise,Emitter_3
5409.31885,0.762405936,0.447883723,Emitter_2,Emitter_2
5400,0.016834485,0.693596294,Emitter_2,Emitter_2
5400,0.136163736,0.711686924,Emitter_2,Emitter_2
5402.612609,2,1.92814754,Emitter_3,Emitter_3
5400,2,1.507714045,Emitter_3,Emitter_3
5402.12637,2,2,Emitter_3,Emitter_3
5401.84246,2,1.753961455,Emitter_3,Emitter_3
5408.477377,0.599829212,0.556712416,Emitter_2,Emitter_2
5399.344917,1.900177251,1.903390824,Emitter_3,Emitter_3
5409.782515,0.01629198,0.988312116,Noise,Emitter_2
5410,1.74765309,1.8590961,Emitter_3,Emitter_3
5400.387959,1.676914082,1.590747208,Emitter_3,Emitter_3
5399.22407,0.22433623,0.363175379,Emitter_2,Emitter_2
5400,0.202219766,0.185625139,Emitter_2,Emitter_2
5400.189245,1.750983804,1.726750304,Emitter_3,Emitter_3
5410,1.916152543,1.603745111,Emitter_3,Emitter_3
5400.148957,1.888723493,1.888494723,Emitter_3,Emitter_3
5403.457454,1.749849624,1.510440229,Emitter_3,Emitter_3
5400.845178,1.798427144,1.856631648,Emitter_3,Emitter_3
5410,2,1.870320701,Emitter_3,Emitter_3
5402.535898,1.748391061,1.977372627,Emitter_3,Emitter_3
5400,1.812497123,1.750708994,Emitter_3,Emitter_3
5410,0.724312264,0.803185008,Emitter_2,Emitter_2
5410,0,0.496985311,Emitter_2,Emitter_2
5400.250881,1.905697346,1.841499249,Emitter_3,Emitter_3
5404.12836,1.678028687,1.812621771,Emitter_3,Emitter_3
5403.019038,0.397301445,0.603237843,Emitter_2,Emitter_2
5410,2,1.484860121,Emitter_3,Emitter_3
5400,0.127710213,0,Emitter_1,Emitter_2
5400.220681,1.684960169,1.610010802,Emitter_3,Emitter_3
5403.80544,1.046255395,0.07437992,Noise,Noise
5400,0.344073347,0.098269911,Emitter_1,Emitter_2
5400,0.041130774,0.278716485,Emitter_1,Emitter_2
5404.002483,0.403034833,0.75630176,Emitter_2,Noise
5400.335385,0.303083617,0.352793703,Noise,Emitter_2
5410,0.113403664,0.666252333,Emitter_2,Emitter_2
5410,0.24183248,0.43816333,Emitter_2,Emitter_2
5400,0,0,Emitter_1,Emitter_2
5409.871555,0.970331039,0.647876649,Noise,Noise
5400,0.391806671,0.590765421,Emitter_2,Emitter_2
5400,1.525655297,1.810718314,Emitter_3,Emitter_3
5407.752715,0.052294828,0.367990167,Emitter_2,Emitter_2
5407.573203,2,1.751311198,Emitter_3,Emitter_3
5406.783674,0.65481216,0.262482794,Emitter_2,Emitter_2
5405.691864,0.224038759,0.140246686,Emitter_2,Emitter_2
5400,1.730016095,1.653034226,Emitter_3,Emitter_3
5400,0.392237342,0.731632605,Emitter_2,Emitter_2
5409.090392,0.535272424,0.547733054,Emitter_2,Emitter_2
5403.126631,0.261324094,0.664965063,Emitter_2,Emitter_2
5400,1.521498136,1.82280588,Emitter_3,Emitter_3
5400,1.77934989,1.959213585,Emitter_3,Emitter_3
5400,0.388065706,0.451269168,Emitter_2,Emitter_2
5402.535997,0.24988572,0.47882179,Emitter_2,Emitter_2
5410,0.285790945,0.496436258,Emitter_2,Emitter_2
5400,0.262575953,0.356012619,Emitter_2,Emitter_2
5402.187848,1.041253483,0.642331048,Noise,Noise
5400,1.781419609,1.574325046,Emitter_3,Emitter_3
5404.416239,0.035362456,0.32549054,Emitter_2,Emitter_2
5400,0.394103174,0.109786092,Emitter_2,Emitter_2
5404.316364,1.986406911,1.661441565,Emitter_3,Emitter_3
5403.29076,0,0.113295843,Emitter_1,Emitter_2
5410,0,0.141812787,Emitter_1,Emitter_2
5405.699248,0,0.006462377,Emitter_1,Emitter_2
5400,0.194322596,0.101259423,Emitter_1,Emitter_2
5410,0.224980342,0.468624062,Emitter_2,Emitter_2
5407.905305,1.464510482,2,Emitter_3,Emitter_3
5400,1.608179078,1.712255598,Emitter_3,Emitter_3
5401.818819,1.657202667,1.349268582,Emitter_3,Emitter_3
5400,0.497734052,1.085299166,Emitter_2,Noise
5400.392246,2,2,Emitter_3,Emitter_3
5400,1.709758168,2,Emitter_3,Emitter_3
5400,1.861722826,2,Emitter_3,Emitter_3
5410,0.109522014,0.291647282,Emitter_2,Emitter_2
5410,0.550359773,0.81307183,Emitter_2,Emitter_2
5405.366062,1.703013378,2,Emitter_3,Emitter_3
5400.933725,0.078623089,0.41760861,Emitter_2,Emitter_2
5400,0,0.183475822,Emitter_1,Emitter_2
5400,0.087297349,0.719111862,Emitter_2,Emitter_2
5400,0.056972203,0.453776736,Emitter_2,Emitter_2
5400,1.431743632,1.832231231,Emitter_3,Emitter_3
5402.485382,0.231404083,0.582723908,Emitter_2,Emitter_2
5410,0.20112988,0,Emitter_1,Emitter_2
5403.023581,1.649599262,0.325163113,Noise,Noise
5410,0.294947605,0.474390594,Emitter_2,Emitter_2
5403.632249,1.570658833,1.878172083,Emitter_3,Emitter_3
5403.535873,0.20202556,1.614009509,Noise,Noise
5405.59182,1.409094429,0.142430951,Noise,Noise
5409.281129,1.138412266,0.099243753,Noise,Noise
5403.113002,0.419314854,0.543701985,Emitter_2,Emitter_2
5407.951024,0.563377013,0.316010938,Emitter_2,Emitter_2
5403.237181,0.995932287,1.093224746,Noise,Noise
5410,2,2,Emitter_3,Emitter_3
5400,0.33404133,0.19451267,Emitter_1,Emitter_2
5403.400555,0.164224204,1.902284011,Noise,Noise
5404.636207,1.495908387,1.487876093,Emitter_3,Emitter_3
5400,1.743536514,1.964008919,Emitter_3,Emitter_3
5400.428006,0.613075906,0.187563591,Emitter_2,Emitter_2
5400,0,0,Emitter_1,Emitter_2
5408.084631,0.278175379,1.998693919,Noise,Noise
5400,1.684055486,1.863004021,Emitter_3,Emitter_3
5410,1.614682079,1.888260509,Emitter_3,Emitter_3
5400.55055,0.31992554,1.203689075,Noise,Noise
5400,0.111792506,0.461419888,Emitter_2,Emitter_2
5410,2,1.842824769,Emitter_3,Emitter_3
5400.697266,0.410720999,0.356487442,Emitter_2,Emitter_2
5402.567344,0.686780146,0.598440312,Emitter_2,Emitter_2
5400,2,1.801911798,Emitter_3,Emitter_3
5400,0,0,Emitter_1,Emitter_2
5403.153096,0.192871807,0.588332086,Emitter_2,Emitter_2
5400,0.095125096,0.575572888,Emitter_2,Emitter_2
5400,0.620611702,0.655519722,Emitter_2,Emitter_2
5400,0.346773332,0.834082052,Emitter_2,Emitter_2
5400,0.317767535,0.068953159,Emitter_2,Emitter_2
5400,1.734937166,1.369529008,Emitter_3,Emitter_3
5410,0.3884442,0.557134457,Emitter_2,Emitter_2
5410,1.773364887,1.500356637,Emitter_3,Emitter_3
5405.21663,1.667615677,1.81576972,Emitter_3,Emitter_3
5400,0.28370946,0.608041316,Emitter_2,Emitter_2
5400,1.705372086,1.958850805,Emitter_3,Emitter_3
5400,1.747196202,1.938179063,Emitter_3,Emitter_3
5400,0.320746238,0,Emitter_1,Emitter_2
5405.319071,1.662854229,1.770221102,Emitter_3,Emitter_3
5407.049205,1.584214129,1.81948857,Emitter_3,Emitter_3
5400,0.104683203,0,Emitter_1,Emitter_2
5400,0.083463263,0.052110911,Emitter_1,Emitter_2
5400.498322,0.295757954,0.326641177,Emitter_2,Emitter_2
5400,0.336350889,0.565661031,Emitter_2,Emitter_2
5408.62446,0.106741613,0,Emitter_1,Emitter_2
5400,1.8673404,1.503090625,Emitter_3,Emitter_3
5410,0.168345998,0,Emitter_1,Emitter_2
5400,0.09850278,0.386644735,Emitter_2,Emitter_2
5407.841381,1.973003389,1.710928806,Emitter_3,Emitter_3
5400,0.190268677,0.908505848,Emitter_2,Emitter_2
5400,1.701707145,1.962587072,Emitter_3,Emitter_3
5405.427236,0.637920724,1.27637944,Noise,Noise
5410,0,0.695853537,Emitter_2,Emitter_2
5399.405417,0.214829312,0.671584219,Emitter_2,Emitter_2
5400,2,1.532751159,Emitter_3,Emitter_3
5407.79717,-0.048849902,0.156713917,Emitter_1,Emitter_2
5400,1.652776767,1.997766136,Emitter_3,Emitter_3
5410,0.194980462,0.252372266,Emitter_2,Emitter_2
5400,1.872099545,2,Emitter_3,Emitter_3
5400,1.550674259,1.833514425,Emitter_3,Emitter_3
5402.161814,0,0,Emitter_1,Emitter_2
5410,0.402048031,0.63881011,Emitter_2,Emitter_2
5400,1.716110228,1.820686059,Emitter_3,Emitter_3
5398.54406,1.749311899,2.019566495,Emitter_3,Noise
5400.195275,1.304804594,1.682452865,Noise,Emitter_3
5407.953936,0.377230193,0.393750291,Emitter_2,Emitter_2
5400,0.051608622,0,Emitter_1,Emitter_2
5406.877471,0,0,Emitter_1,Emitter_2
5403.059216,0.105844088,0,Emitter_1,Emitter_2
5400,0.522716637,0.421405619,Emitter_2,Emitter_2
5410,2,1.774341573,Emitter_3,Emitter_3
5399.220656,-0.027487499,0.07077715,Emitter_1,Noise
5410,0.290719158,0.358754443,Emitter_2,Emitter_2
5410,0.204489493,0.515751009,Emitter_2,Emitter_2
5404.140893,0,0.135517398,Emitter_1,Emitter_2
5410,0.217922243,0.316517807,Emitter_2,Emitter_2
5410,0.387734719,0.537741375,Emitter_2,Emitter_2
5409.798265,0.856560866,1.638298783,Noise,Emitter_3
5400,0.599198373,0.816187076,Emitter_2,Emitter_2
5406.518757,0.359984515,0.404459486,Emitter_2,Emitter_2
5400,0,0,Emitter_1,Emitter_2
5400,1.641956405,1.753184609,Emitter_3,Emitter_3
5410,0,0.218517982,Emitter_1,Emitter_2
5410,0.3530926,0,Emitter_1,Emitter_2
5405.89693,0.471442471,0.231514188,Emitter_2,Emitter_2
5400,1.504777506,2,Emitter_3,Emitter_3
5400.5051,0.045920306,-0.04234056,Emitter_1,Emitter_2
5401.523723,0.222425073,0.189364294,Emitter_2,Emitter_2
5410,0.490020147,0.480542626,Emitter_2,Emitter_2
5400,0,0,Emitter_1,Emitter_2
5408.039723,0.289503015,1.154700261,Noise,Noise
5400,0,0.210084042,Emitter_1,Emitter_2
5400,0.457404384,0.696665795,Emitter_2,Emitter_2
5406.045691,0.562677385,0.756739369,Emitter_2,Noise
5409.240579,0.125951871,0.68385061,Emitter_2,Emitter_2
5410,1.959940759,2,Emitter_3,Emitter_3
5402.882895,1.808051359,1.94293071,Emitter_3,Emitter_3
5400,0.408232924,0.578527131,Emitter_2,Emitter_2
5400,0.306179759,0.773622021,Emitter_2,Emitter_2
5400,0.226680117,0.810588387,Emitter_2,Emitter_2
5400,0.181070936,0.391190763,Emitter_2,Emitter_2
5401.796873,1.851426235,0.296387975,Noise,Noise
5410,0.166652898,0.628764741,Emitter_2,Emitter_2
5403.308006,0.560476415,0.280479359,Noise,Emitter_2
5400,0.189421255,0.112491862,Emitter_1,Emitter_2
5400,0.325776774,0.208236522,Emitter_1,Emitter_2
5401.268008,2,1.735988169,Emitter_3,Emitter_3
5400,0.345159975,0.630064746,Emitter_2,Emitter_2
5400,1.996418009,1.965411432,Emitter_3,Emitter_3
5400,0.257010879,0.840235614,Emitter_2,Emitter_2
5404.439746,1.801544058,1.396172466,Emitter_3,Emitter_3
5403.998575,1.892414754,1.584411486,Emitter_3,Emitter_3
5402.839515,0.212134563,0.319245991,Emitter_2,Emitter_2
5400,1.413182864,1.958319606,Emitter_3,Emitter_3
5410,0,0.618305247,Emitter_2,Emitter_2
5400,0,0.438456592,Emitter_2,Emitter_2
5400,0.362829687,0.067004938,Emitter_1,Emitter_2
5400,2,1.757586244,Emitter_3,Emitter_3
5400,1.613979489,1.930739931,Emitter_3,Emitter_3
5400,1.990569243,1.506467708,Emitter_3,Emitter_3
5400,1.792791696,1.669689611,Emitter_3,Emitter_3
5408.253057,2,1.862955172,Emitter_3,Emitter_3
5400,1.929194672,1.942028315,Emitter_3,Emitter_3
5408.498486,0.649143531,1.180594225,Noise,Noise
5400,1.728627341,2,Emitter_3,Emitter_3
5402.200845,2,1.868578353,Emitter_3,Emitter_3
5402.67798,0.4987586,0.241394719,Emitter_2,Emitter_2
5400,0.264045884,0.069666051,Emitter_2,Emitter_2
5400.856865,0.370169955,0.224062883,Emitter_2,Emitter_2
5410,1.678904046,2,Emitter_3,Emitter_3
5408.053657,1.493802072,1.874789104,Noise,Emitter_3
5401.320652,1.489480031,1.790479796,Noise,Emitter_3
5409.23482,1.179495295,0.746248226,Noise,Noise
5402.340655,0,0.018202978,Emitter_1,Emitter_2
5400,2,1.989180209,Emitter_3,Emitter_3
5408.099116,1.627278085,0.456782921,Noise,Noise
5400,0,0.336990973,Emitter_2,Emitter_2
5400.750706,1.95951474,1.939212072,Emitter_3,Emitter_3
5405.425128,1.831552283,1.021459975,Noise,Noise
5400,0.061936374,0.107522843,Emitter_2,Emitter_2
5410,1.739576056,1.976614489,Emitter_3,Emitter_3
5400,0.211930149,0.613919388,Emitter_2,Emitter_2
5400.745908,0.373300578,1.66827972,Noise,Noise
5403.658513,0,0.048960691,Emitter_1,Emitter_2
5400,0.551791819,0.386365476,Emitter_2,Emitter_2
5400,0.289545028,0,Emitter_1,Emitter_2
5405.682469,0.406429985,0,Emitter_2,Emitter_2
5401.419525,1.759937871,1.293223062,Noise,Noise
5404.427572,0.198920443,0,Emitter_1,Emitter_2
5398.996889,-0.000852836,0.167388598,Emitter_1,Noise
5400,0.090345755,0,Emitter_1,Emitter_2
5401.147805,0.100487814,0.496567611,Noise,Emitter_2
5400.989673,0.505263238,0.181535784,Emitter_2,Emitter_2
5400,2,1.688443808,Emitter_3,Emitter_3
5400.561658,1.738063323,1.741618982,Emitter_3,Emitter_3
5400,2,1.718105479,Emitter_3,Emitter_3
5400,2,1.939139696,Emitter_3,Emitter_3
5400,1.973228877,1.621721382,Emitter_3,Emitter_3
5400,1.78497537,1.763884618,Emitter_3,Emitter_3
5406.663505,0,0.089914631,Emitter_1,Emitter_2
5402.161858,0.196092916,1.026920664,Noise,Noise
5406.431737,1.601536788,1.892344878,Emitter_3,Emitter_3
5400,1.758556587,1.646032628,Emitter_3,Emitter_3
5400,1.606303157,2,Emitter_3,Emitter_3
5409.735574,1.164830017,1.186481133,Noise,Noise
5410,0.289256861,0.573920044,Emitter_2,Emitter_2
5406.231246,0.784700339,0.15899137,Noise,Emitter_2
5405.478673,1.789384791,0.711829402,Noise,Noise
5402.011801,2,1.587854998,Emitter_3,Emitter_3
5409.337802,0.114306976,0.493161844,Emitter_2,Emitter_2
5400,0.547610297,0.667744014,Emitter_2,Emitter_2
5400,0.122255452,0.248858878,Emitter_1,Emitter_2
5410,2,1.549775654,Emitter_3,Emitter_3
5405.719985,0.120673437,0.367423431,Emitter_2,Emitter_2
5400,0.281802751,0.433312495,Emitter_2,Emitter_2
5400,1.639725893,1.915375495,Emitter_3,Emitter_3
5409.663027,1.792132558,1.570336949,Emitter_3,Emitter_3
5408.480251,1.710396455,1.797681244,Emitter_3,Emitter_3
5409.317443,1.489809959,2,Emitter_3,Emitter_3
5400,1.331250669,2,Emitter_3,Emitter_3
5407.067023,1.780680617,1.838644666,Emitter_3,Emitter_3
5400,1.844821526,1.970826219,Emitter_3,Emitter_3
5404.565951,2,1.792581406,Emitter_3,Emitter_3
5409.254611,1.788304961,1.64079384,Emitter_3,Emitter_3
5400,1.722981986,1.673795184,Emitter_3,Emitter_3
5400,1.735009965,1.956842623,Emitter_3,Emitter_3
